,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2015, Активы  всего, ед. RUB","2015, Валовая прибыль (убыток), ед. RUB","2015, Валовая рентабельность затрат, %","2015, Валовая рентабельность коммерческих и управленческих расходов, %","2015, Валовая рентабельность, %","2015, Внеоборотные активы, ед. RUB","2015, Выручка, ед. RUB","2015, Дебиторская задолженность, ед. RUB","2015, Денежные средства и денежные эквиваленты, ед. RUB","2015, Добавочный капитал, ед. RUB","2015, Долгосрочные обязательства, ед. RUB","2015, Долгосрочные финансовые вложения, ед. RUB","2015, Заёмные средства (долгосрочные), ед. RUB","2015, Заёмные средства (краткосрочные), ед. RUB","2015, Запасы, ед. RUB","2015, Капитал и резервы, ед. RUB","2015, Коммерческие расходы, ед. RUB","2015, Коэффициент абсолютной ликвидности, %","2015, Коэффициент быстрой ликвидности, %","2015, Коэффициент концентрации собственного капитала (автономии), %","2015, Коэффициент маневренности собственных средств, %","2015, Коэффициент обеспеченности собственными оборотными средствами, %","2015, Коэффициент соотношения заемных и собственных средств, %","2015, Коэффициент текущей ликвидности, %","2015, Краткосрочные обязательства, ед. RUB","2015, Краткосрочные финансовые вложения, ед. RUB","2015, Кредиторская задолженность, ед. RUB","2015, Налог на прибыль, ед. RUB","2015, Нематериальные активы, ед. RUB","2015, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2015, Оборотные активы, ед. RUB","2015, Оплата процентов по долговым обязательствам, ед. RUB","2015, Основные средства , ед. RUB","2015, Получение дивидендов, процентов, ед. RUB","2015, Получение кредитов и займов, ед. RUB","2015, Поступление денежных вкладов собственников (участников), ед. RUB","2015, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2015, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2015, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2015, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2015, Поступления от инвестиционных операций, ед. RUB","2015, Поступления от перепродажи финансовых вложений, ед. RUB","2015, Поступления от продаж, ед. RUB","2015, Поступления от текущих операций, ед. RUB","2015, Поступления от финансовых операций, ед. RUB","2015, Прибыль (убыток) до налогообложения , ед. RUB","2015, Прибыль (убыток) от продажи, ед. RUB","2015, Прибыль от приносящей доход деятельности, ед. RUB","2015, Приобретение акций (долей участия), ед. RUB","2015, Приобретение внеоборотных активов, ед. RUB","2015, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2015, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2015, Продажа акций других организаций, ед. RUB","2015, Продажа внеоборотных активов, ед. RUB","2015, Проценты к получению, ед. RUB","2015, Проценты к уплате, ед. RUB","2015, Прочие внеоборотные активы, ед. RUB","2015, Прочие долгосрочные обязательства, ед. RUB","2015, Прочие доходы, ед. RUB","2015, Прочие расходы, ед. RUB","2015, Расходы на содержание аппарата управления, ед. RUB","2015, Расходы на целевые мероприятия, ед. RUB","2015, Резервный капитал, ед. RUB","2015, Рентабельность активов (ROA), %","2015, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2015, Рентабельность затрат, %","2015, Рентабельность капитала (ROE), %","2015, Рентабельность продаж , %","2015, Себестоимость продаж, ед. RUB","2015, Текущий налог на прибыль, ед. RUB","2015, Управленческие расходы, ед. RUB","2015, Чистая норма прибыли (ROS), %","2015, Чистая прибыль (убыток), ед. RUB","2015, Чистые активы, ед. RUB"
10,11,"АБАГУРСКИЙ КАРЬЕР, ООО",1024201822468.0,1997-05-26,20.5,,Действующая,4219006843.0,Кемеровская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,96117000.0,36325000.0,0.9582,1.26,0.4893,21413000.0,74233000.0,10855000.0,2148000.0,427000.0,,,,,61652000.0,88477000.0,7401000.0,0.2812,1.7084,0.9205,0.758,0.8977,0.0864,9.778,7640000.0,,7640000.0,,,88040000.0,74704000.0,,17913000.0,,,,,,,,,,,,,4375000.0,7495000.0,,,,,,,,,,3500000.0,,219000.0,3339000.0,,,,0.0319,0.0829,0.1123,0.0353,0.101,37908000.0,1356000.0,21429000.0,0.0414,3073000.0,88477000.0
11,12,"АБАКАНСКИЙ РУДНИК, ООО",1131902000834.0,2013-10-10,4.0,,Ликвидируется,1909001652.0,Хакасия (Республика),Добыча и обогащение железных руд,"Находится в стадии ликвидации от 03.02.2016, Сообщения о принятии решения о реорганизации от 04.03.2015",1307627000.0,49137000.0,0.0661,0.3253,0.062,945645000.0,792035000.0,142697000.0,552000.0,478754000.0,4741000.0,,,,63648000.0,775448000.0,32842000.0,0.2926,0.5656,0.593,-0.2195,-0.4702,0.6863,0.6863,527438000.0,153757000.0,495073000.0,,,-178110000.0,361982000.0,,915840000.0,,,,,,,,,,779709000.0,836557000.0,,-108635000.0,-101893000.0,,,10631000.0,,,,,,1422000.0,,,10014000.0,15334000.0,,,,-0.0794,-0.0908,-0.114,-0.1193,-0.1286,742898000.0,,118188000.0,-0.1242,-98377000.0,775448000.0
12,13,"АБИТЕК, ООО",1087746242627.0,2008-02-19,10.0,,Действующая,7706683009.0,Москва,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,66312000.0,123583000.0,1.6327,1.079,0.6202,32403000.0,199275000.0,28702000.0,2028000.0,,2326000.0,,,,18000.0,6415000.0,,0.0352,0.5887,0.0967,-4.0511,-0.7664,9.337,0.589,57571000.0,,57571000.0,,156000.0,6200000.0,33909000.0,,31028000.0,,761000.0,,,,,,,,198088000.0,198255000.0,761000.0,6527000.0,9048000.0,,,,,,,,,,,,3387000.0,5908000.0,,,,0.0887,0.151,0.0476,1.2864,0.0454,75692000.0,916000.0,114535000.0,0.025,4977000.0,6415000.0
13,14,"АВА, ООО",1022601961557.0,1994-09-05,23.0,,Реорганизуется,2634041650.0,Ставропольский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Находится в процессе реорганизации в форме выделения от 29.09.2017,24962000.0,11000.0,0.0045,,0.0045,20402000.0,2433000.0,3440000.0,3000.0,,2838000.0,,2838000.0,,1005000.0,20000.0,,0.0001,0.1608,0.0008,-1019.1,-4.4697,1247.1,0.2063,22104000.0,,22104000.0,,,5000.0,4560000.0,,20402000.0,,,,,,,,,,,,,6000.0,11000.0,,,,,,,,,,,,,5000.0,,,,0.0002,0.0004,0.0045,0.087,0.0045,2422000.0,1000.0,,0.0021,5000.0,20000.0
14,15,"АВГУСТ, ООО",1086320018377.0,2008-07-15,9.5,,Действующая,6322043507.0,Самарская область,"Добыча прочих полезных ископаемых, не включенных в другие группировки",,4211000.0,144000.0,0.4848,0.3124,0.3265,3095000.0,441000.0,1114000.0,2000.0,,4000.0,,,2416000.0,,-810000.0,366000.0,0.0004,0.2224,-0.1924,4.821,-3.4991,-6.1988,0.2224,5017000.0,,2601000.0,,2893000.0,-820000.0,1116000.0,,,,,,,,,,,,,,,-322000.0,-317000.0,,,,,,,,,,,,,5000.0,,,,-0.0645,-0.0791,-0.4182,0.3774,-0.7188,297000.0,,95000.0,-0.5828,-257000.0,-810000.0
15,16,"АВТ-УРАЛ, ООО",1076615000747.0,2007-09-19,10.0,,Действующая,6615011311.0,Свердловская область,Предоставление услуг в других областях добычи полезных ископаемых,,277684000.0,64899000.0,0.0416,1.1121,0.04,65742000.0,1623799000.0,115726000.0,526000.0,,3903000.0,,,,92834000.0,110394000.0,,0.0032,0.729,0.3976,0.4045,0.2107,1.5154,1.2972,163387000.0,,145718000.0,,,110294000.0,211942000.0,,65320000.0,,,,,,,,,,,,,259000.0,6541000.0,,,,,,,,380000.0,,45000.0,,1865000.0,8527000.0,,,,,0.0239,0.004,,0.004,1558900000.0,1600000.0,58358000.0,-0.0004,-681000.0,110394000.0
16,17,"АВТОДОР, ООО",1141101003284.0,2014-07-01,3.5,,Действующая,1101150406.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Сообщения о принятии решения о реорганизации от 03.12.2014,229858000.0,71889000.0,1.282,2.1535,0.5618,31701000.0,127964000.0,111104000.0,13456000.0,,10128000.0,,,,73339000.0,197111000.0,10981000.0,0.5949,5.5183,0.8575,0.8392,0.8347,0.1661,8.7606,22619000.0,,8355000.0,7459000.0,1363000.0,53515000.0,198157000.0,,24446000.0,,,,,,,,,,149539000.0,149886000.0,10102000.0,59007000.0,38507000.0,,,,,,,,6148000.0,,,,15749000.0,1397000.0,,,81578000.0,0.2433,0.1831,0.4305,0.3057,0.3009,56075000.0,6619000.0,22401000.0,0.3974,50858000.0,197111000.0
17,18,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,25635000.0,5571000.0,0.0357,1.4599,0.0345,5000.0,161618000.0,20574000.0,54000.0,,,,,8520000.0,2942000.0,1194000.0,3816000.0,0.0022,0.9283,0.0466,0.9958,0.0464,20.469,1.0487,24440000.0,,13741000.0,,,1184000.0,25630000.0,,5000.0,,,,,,,,,,,,,1130000.0,1755000.0,,,,,,,,,1533000.0,,,1313000.0,405000.0,,,,0.0554,0.0746,0.011,1.1419,0.0109,156047000.0,245000.0,,0.0055,885000.0,1195000.0
18,19,"АВТОНОМ НЕФТЕГАЗ ИНЖИНИРИНГ, ООО",1117232033797.0,2011-08-08,6.5,,Действующая,7204171350.0,Тюменская область,Предоставление прочих услуг в области добычи нефти и природного газа,,15143000.0,1102000.0,0.2645,10.9109,0.2091,58000.0,5269000.0,13398000.0,687000.0,,,,,123000.0,1000000.0,4194000.0,,0.0628,1.2865,0.9836,0.2777,0.9834,0.7351,1.3779,10948000.0,,126000.0,,,4184000.0,15085000.0,,58000.0,,,,,,,,,,,,,972000.0,1001000.0,,,,,,,,4000.0,,,,,33000.0,,,,0.0606,0.0692,0.2345,0.2415,0.19,4167000.0,,101000.0,0.1716,904000.0,14894000.0
19,20,"АГАТ, ООО",1063304010054.0,2006-03-20,11.5,,Действующая,3304013504.0,Владимирская область,"Добыча камня, песка и глины",,142587000.0,18846000.0,0.3445,,0.2562,91813000.0,73556000.0,17826000.0,4133000.0,,30120000.0,,30120000.0,74195000.0,24821000.0,26277000.0,,0.0497,0.3011,0.1843,-2.4938,-1.2907,4.4258,0.5891,86190000.0,152000.0,11992000.0,,,-15499000.0,50774000.0,,91813000.0,,,,,,,,,,79127000.0,81901000.0,,-14207000.0,18846000.0,,,,,,,,2000.0,19855000.0,,,13629000.0,26829000.0,,,,-0.1019,0.1402,0.3445,-0.4256,0.2562,54710000.0,,,-0.1931,-14207000.0,26280000.0
20,21,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",994423000.0,42125000.0,0.0952,1.8729,0.0869,246193000.0,484600000.0,87754000.0,211000.0,,300000000.0,,300000000.0,,612576000.0,520127000.0,,0.0012,0.7783,0.523,0.5267,0.3661,0.9119,4.2929,174295000.0,,174295000.0,251000.0,48672000.0,519953000.0,748230000.0,47988000.0,197521000.0,,982801000.0,,,,,,,,398256000.0,441606000.0,982801000.0,120176000.0,19633000.0,,,,,,,,3202000.0,48038000.0,,,253092000.0,107713000.0,,,,0.1364,0.0207,0.0422,0.26,0.0405,442475000.0,482000.0,22492000.0,0.247,119694000.0,520128000.0
21,22,"АГЕЕВСКИЙ КАРЬЕР, ООО",1047103522003.0,2004-10-13,13.0,,Действующая,7133025102.0,Тульская область,Добыча глины и каолина,,46813000.0,456000.0,,1.0022,1.0,10202000.0,456000.0,1211000.0,217000.0,,,2401000.0,,47728000.0,334000.0,-4302000.0,,0.0042,0.7097,-0.0919,3.3715,-0.3962,-11.8817,0.7162,51115000.0,,3387000.0,,,-12688000.0,36611000.0,,4700000.0,,4319000.0,,,,,,,,438000.0,507000.0,4319000.0,,1000.0,,,,,,,,,,,,2000.0,3000.0,,,,,0.0002,0.0022,0.0005,0.0022,,,455000.0,-0.0044,-2000.0,-4302000.0
22,23,"АГИДЕЛЬ, ООО",1120280023380.0,2012-06-05,5.5,,Действующая,274166671.0,Башкортостан (Республика),"Добыча камня, песка и глины",,12277000.0,4465000.0,2.4519,7.0094,0.7103,9761000.0,6286000.0,145000.0,6000.0,,2235000.0,,2235000.0,5300000.0,2365000.0,2552000.0,,0.0008,0.0202,0.2079,-2.8248,-2.8653,3.8107,0.3359,7490000.0,,2109000.0,,,2542000.0,2516000.0,,9761000.0,,,,,,,,,,4499000.0,4610000.0,,864000.0,3828000.0,,,,,,,,,,,,507000.0,3471000.0,,,,0.0669,0.312,1.5574,0.4135,0.609,1821000.0,,637000.0,0.1374,864000.0,2552000.0
23,24,"АГК, ОАО",1027401784740.0,1999-12-29,18.0,,Действующая,7435006346.0,Челябинская область,Добыча и обогащение медной руды,Сообщения о принятии решения о реорганизации от 29.05.2013,6418968000.0,1163636000.0,0.5913,5.1886,0.3716,5757572000.0,3131406000.0,166936000.0,379000.0,,5366812000.0,12000000.0,4976738000.0,142407000.0,490223000.0,520602000.0,64284000.0,0.0007,0.322,0.0811,-10.0595,-7.9181,11.3299,1.2443,531554000.0,,363838000.0,,,510437000.0,661396000.0,585682000.0,4284789000.0,,3000000000.0,,29000.0,,,,3182000.0,,3006763000.0,3224685000.0,3000011000.0,329635000.0,939369000.0,,,261774000.0,,,,3182000.0,11000.0,520272000.0,885449000.0,,16881000.0,106354000.0,,,,0.0408,0.1901,0.4285,0.6701,0.3,1967770000.0,,159983000.0,0.0834,261295000.0,520602000.0
24,25,"АГК, ООО",1092801011270.0,2009-11-26,8.0,,Ликвидируется,2801146598.0,Амурская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Находится в стадии ликвидации от 20.11.2017, Определение о введении наблюдения от 11.11.2017",45532000.0,7085000.0,0.4218,1.7395,0.2967,13736000.0,23882000.0,23362000.0,81000.0,,7717000.0,,7717000.0,14342000.0,6667000.0,-599000.0,,0.0021,0.6542,-0.0132,23.9316,-0.4508,-77.0134,0.8277,38414000.0,,24072000.0,,,-609000.0,31796000.0,,13482000.0,,,,,,,,,,,,,-1317000.0,3012000.0,,,,,,,,,1428000.0,,,1193000.0,4094000.0,,,,-0.0229,0.0692,0.1443,15.763,0.1261,16797000.0,,4073000.0,-0.0446,-1064000.0,-599000.0
25,26,"АГРО ТОРФ ЛТД, ООО",1116027000682.0,2011-01-27,7.0,,Действующая,6037004958.0,Псковская область,Добыча торфа,,87324000.0,4903000.0,0.1001,0.9103,0.091,40519000.0,53889000.0,9253000.0,5045000.0,,5422000.0,,5422000.0,,20320000.0,38521000.0,345000.0,0.1688,0.6105,0.4411,-0.0519,-0.0427,1.2669,1.0789,43381000.0,2277000.0,43133000.0,,,283000.0,46805000.0,,40309000.0,,7055000.0,,,1800000.0,,,1800000.0,,60315000.0,60431000.0,7055000.0,468000.0,-483000.0,,,,4000000.0,,,,77000.0,139000.0,22000.0,,3795000.0,2782000.0,,,,0.0043,-0.0069,-0.0089,0.0098,-0.009,48986000.0,,5041000.0,0.0069,374000.0,38521000.0
26,27,"АГРОКОМПЛЕКС, ООО",1087154018379.0,2008-05-13,9.5,,Действующая,7104504728.0,Тульская область,Добыча и первичная обработка известняка и гипсового камня,,439323000.0,73658000.0,0.4214,1.6023,0.2965,137390000.0,248449000.0,94149000.0,9000.0,106739000.0,154883000.0,,154883000.0,2730000.0,204010000.0,100439000.0,43072000.0,,0.5322,0.2286,-0.3679,-0.1224,3.374,1.6409,184001000.0,,181271000.0,,,-6620000.0,301933000.0,28176000.0,137390000.0,,6032000.0,,24972000.0,,,,,,109924000.0,339319000.0,6032000.0,-8931000.0,27688000.0,,,,,,,,,28176000.0,,,105138000.0,113581000.0,,,,-0.0228,0.0636,0.1254,-0.1743,0.1114,174791000.0,58000.0,2898000.0,-0.0362,-8989000.0,100439000.0
27,28,"АГРОМЕХДОРСТРОЙ, ООО",1027601070430.0,1996-11-18,21.0,,Действующая,7616005601.0,Ярославская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,14707000.0,35000.0,0.0023,,0.0023,7413000.0,15467000.0,1342000.0,18000.0,10516000.0,,,,,5934000.0,13127000.0,,0.0114,0.8608,0.8926,0.4353,0.7834,0.1204,4.6165,1580000.0,,1580000.0,,,2189000.0,7294000.0,,7413000.0,,,,,,,,,,,,,-84000.0,35000.0,,,,,,,,,6000.0,,,17000.0,130000.0,,,,-0.0169,0.0024,0.0023,-0.0193,0.0023,15432000.0,,,-0.0166,-256000.0,13127000.0
