,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2015, Активы  всего, ед. RUB","2015, Валовая прибыль (убыток), ед. RUB","2015, Валовая рентабельность затрат, %","2015, Валовая рентабельность коммерческих и управленческих расходов, %","2015, Валовая рентабельность, %","2015, Внеоборотные активы, ед. RUB","2015, Выручка, ед. RUB","2015, Дебиторская задолженность, ед. RUB","2015, Денежные средства и денежные эквиваленты, ед. RUB","2015, Добавочный капитал, ед. RUB","2015, Долгосрочные обязательства, ед. RUB","2015, Долгосрочные финансовые вложения, ед. RUB","2015, Заёмные средства (долгосрочные), ед. RUB","2015, Заёмные средства (краткосрочные), ед. RUB","2015, Запасы, ед. RUB","2015, Капитал и резервы, ед. RUB","2015, Коммерческие расходы, ед. RUB","2015, Коэффициент абсолютной ликвидности, %","2015, Коэффициент быстрой ликвидности, %","2015, Коэффициент концентрации собственного капитала (автономии), %","2015, Коэффициент маневренности собственных средств, %","2015, Коэффициент обеспеченности собственными оборотными средствами, %","2015, Коэффициент соотношения заемных и собственных средств, %","2015, Коэффициент текущей ликвидности, %","2015, Краткосрочные обязательства, ед. RUB","2015, Краткосрочные финансовые вложения, ед. RUB","2015, Кредиторская задолженность, ед. RUB","2015, Налог на прибыль, ед. RUB","2015, Нематериальные активы, ед. RUB","2015, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2015, Оборотные активы, ед. RUB","2015, Оплата процентов по долговым обязательствам, ед. RUB","2015, Основные средства , ед. RUB","2015, Получение дивидендов, процентов, ед. RUB","2015, Получение кредитов и займов, ед. RUB","2015, Поступление денежных вкладов собственников (участников), ед. RUB","2015, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2015, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2015, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2015, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2015, Поступления от инвестиционных операций, ед. RUB","2015, Поступления от перепродажи финансовых вложений, ед. RUB","2015, Поступления от продаж, ед. RUB","2015, Поступления от текущих операций, ед. RUB","2015, Поступления от финансовых операций, ед. RUB","2015, Прибыль (убыток) до налогообложения , ед. RUB","2015, Прибыль (убыток) от продажи, ед. RUB","2015, Прибыль от приносящей доход деятельности, ед. RUB","2015, Приобретение акций (долей участия), ед. RUB","2015, Приобретение внеоборотных активов, ед. RUB","2015, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2015, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2015, Продажа акций других организаций, ед. RUB","2015, Продажа внеоборотных активов, ед. RUB","2015, Проценты к получению, ед. RUB","2015, Проценты к уплате, ед. RUB","2015, Прочие внеоборотные активы, ед. RUB","2015, Прочие долгосрочные обязательства, ед. RUB","2015, Прочие доходы, ед. RUB","2015, Прочие расходы, ед. RUB","2015, Расходы на содержание аппарата управления, ед. RUB","2015, Расходы на целевые мероприятия, ед. RUB","2015, Резервный капитал, ед. RUB","2015, Рентабельность активов (ROA), %","2015, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2015, Рентабельность затрат, %","2015, Рентабельность капитала (ROE), %","2015, Рентабельность продаж , %","2015, Себестоимость продаж, ед. RUB","2015, Текущий налог на прибыль, ед. RUB","2015, Управленческие расходы, ед. RUB","2015, Чистая норма прибыли (ROS), %","2015, Чистая прибыль (убыток), ед. RUB","2015, Чистые активы, ед. RUB"
280,281,"БРИНДАКИТ, ООО С/А",1051401308375.0,2005-03-11,12.5,,Действующая,1428003720.0,Саха (Республика) (Якутия),"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,97178000.0,45553000.0,0.4722,,0.3208,22349000.0,142015000.0,39560000.0,26282000.0,2224000.0,,,,12707000.0,8932000.0,78837000.0,,1.433,3.5929,0.8113,0.7165,0.7549,0.2326,4.0799,18341000.0,,5634000.0,,45000.0,76553000.0,74829000.0,,22304000.0,,,,,,,,,,,,,42595000.0,45553000.0,,,,,,,,,3441000.0,,,1343000.0,860000.0,,,,0.4605,0.643,0.4722,0.5751,0.3208,96462000.0,3124000.0,,0.2452,34817000.0,78837000.0
281,282,"БРПО, ООО",1097014001435.0,2009-11-02,8.0,,Действующая,7014052636.0,Новосибирская область,Предоставление прочих услуг в области добычи нефти и природного газа,Сообщения о принятии решения о реорганизации от 01.03.2017,178195000.0,37162000.0,0.1816,2.4494,0.1537,34688000.0,241786000.0,45633000.0,210000.0,,,,,7167000.0,95156000.0,51909000.0,2310000.0,0.0017,0.3829,0.2913,0.3318,0.12,2.4328,1.1364,126286000.0,,119119000.0,4536000.0,111000.0,51894000.0,143507000.0,1029000.0,5435000.0,,,,,,,,,,216250000.0,234276000.0,,23686000.0,21990000.0,,,,,,,,38000.0,1029000.0,,,48381000.0,45694000.0,,,,0.1032,0.1495,0.1,0.4524,0.0909,204624000.0,4536000.0,12862000.0,0.0792,19150000.0,51909000.0
282,283,"БРТ-ЮГ, ООО",1103435003638.0,2010-08-23,7.5,,Действующая,3435104113.0,Волгоградская область,Предоставление услуг по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП),,1070000.0,254000.0,0.4757,14.1111,0.3223,369000.0,788000.0,174000.0,,,,,,304000.0,527000.0,752000.0,18000.0,,0.5472,0.7028,0.5093,0.5464,0.4229,2.2044,318000.0,,14000.0,,,734000.0,701000.0,,,,,,,,,,,,,,,114000.0,236000.0,,,,,,,,,,,,94000.0,216000.0,,,,0.0821,0.3367,0.4275,0.1288,0.2995,534000.0,23000.0,,0.1155,91000.0,752000.0
283,284,"БРУ, ОАО",1026601183300.0,1994-09-07,23.0,,Действующая,6617002344.0,Свердловская область,Добыча железных руд подземным способом,,1611445000.0,358149000.0,0.3113,1.2961,0.2374,774307000.0,1508720000.0,366313000.0,17331000.0,,50043000.0,,,434133000.0,246265000.0,827570000.0,84321000.0,0.298,0.8052,0.5136,0.0644,0.0636,0.9472,1.1408,733832000.0,201320000.0,233097000.0,,,640561000.0,837138000.0,49138000.0,644482000.0,,210200000.0,,,,,,10351000.0,,1815045000.0,1822475000.0,210200000.0,-7943000.0,81812000.0,,,25596000.0,,,,10351000.0,1960000.0,66397000.0,98795000.0,,93825000.0,119143000.0,,,4000.0,-0.0121,0.0648,0.0573,-0.0227,0.0542,1150571000.0,-10667000.0,192016000.0,-0.0126,-19008000.0,827570000.0
284,285,"БРУ, ООО",1047102960541.0,2004-07-26,13.5,,Действующая,7130024598.0,Тульская область,Добыча и первичная обработка известняка и гипсового камня,,20555000.0,683000.0,0.0591,,0.0558,13908000.0,12249000.0,-1451000.0,1537000.0,,,,,3176000.0,6170000.0,4106000.0,,0.1099,0.029,0.1998,-2.3872,-1.4747,4.0061,0.4041,16449000.0,270000.0,13273000.0,,,4096000.0,6647000.0,,13908000.0,,,,,,,,,,,,,647000.0,683000.0,,,,,,,,,,,,,36000.0,,,,0.0246,0.0367,0.0591,0.1347,0.0558,11566000.0,129000.0,,0.0423,518000.0,4106000.0
285,286,"БС, ООО",1141101003658.0,2014-07-18,3.5,,Действующая,1101150766.0,Коми (Республика),Предоставление услуг в области добычи нефти и природного газа,,22383000.0,6594000.0,0.0766,,0.0712,6807000.0,92629000.0,2270000.0,8328000.0,,,,,100000.0,1533000.0,4686000.0,,0.4706,0.7935,0.2094,-0.4526,-0.1362,3.7766,0.8801,17697000.0,,17597000.0,2003000.0,,4665000.0,15576000.0,,5115000.0,,,,,,11000.0,,,,103459000.0,103730000.0,11000.0,5686000.0,6594000.0,,,,,,,,,,1692000.0,,,908000.0,,,,0.2949,0.7394,0.0766,1.9012,0.0712,86035000.0,1124000.0,,0.0493,4562000.0,4686000.0
286,287,"БСЗС, ЗАО",1116674005370.0,2011-03-22,6.5,,Действующая,6674373793.0,Свердловская область,Добыча сырой нефти,,31264000.0,2610000.0,0.046,1.0821,0.044,136000.0,59313000.0,3205000.0,,,,,,4232000.0,9645000.0,1294000.0,,,0.7168,0.0414,0.8949,0.0372,23.1607,1.0386,29970000.0,,24759000.0,,,1284000.0,31128000.0,,136000.0,,,,,,,,,,,,,76000.0,198000.0,,,,,,,,,92000.0,,,,30000.0,,,,0.0011,0.0152,0.0033,0.0483,0.0033,56703000.0,15000.0,2412000.0,0.001,61000.0,1294000.0
287,288,"БСК ГРАНД, ООО",1067017157921.0,2006-06-15,11.5,,Действующая,7017150776.0,Томская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,1642750000.0,696729000.0,0.4831,3.7745,0.3257,272819000.0,2138875000.0,753943000.0,193699000.0,,318453000.0,,300000000.0,392022000.0,284964000.0,704757000.0,,0.5213,1.7512,0.429,0.6129,0.3153,1.3309,2.2112,619541000.0,129289000.0,227518000.0,91371000.0,,704747000.0,1369931000.0,90949000.0,260246000.0,5626000.0,1512556000.0,,,,,,5823000.0,,2204380000.0,2379709000.0,1512556000.0,374664000.0,512140000.0,,,143268000.0,52821000.0,,,197000.0,13467000.0,90949000.0,,,48759000.0,108753000.0,,,,0.1917,0.3942,0.3148,0.5202,0.2394,1442146000.0,80096000.0,184589000.0,0.1379,295032000.0,704756000.0
288,289,"БСК СОКОЛ, ООО",1125904011860.0,2012-07-16,5.5,,В состоянии банкротства,5904272889.0,Тюменская область,Предоставление услуг в области добычи нефти и природного газа,Решение о признании должника банкротом и открытии конкурсного производства от 22.02.2018,194420000.0,27045000.0,0.4505,1.0179,0.3106,6126000.0,87083000.0,131420000.0,2632000.0,,6000.0,,,34545000.0,54075000.0,-20565000.0,,0.0122,0.6243,-0.1058,1.2979,-0.1418,-10.4539,0.8759,214979000.0,,180434000.0,,4000.0,-20575000.0,188294000.0,,979000.0,,,,,,,,,,,,,51000.0,476000.0,,,,,,,,,,,,497000.0,922000.0,,,,0.0002,0.0026,0.0055,-0.0035,0.0055,60038000.0,,26569000.0,0.0004,36000.0,-20565000.0
289,290,"БСК, ООО",1097746329999.0,2009-06-03,8.5,,Действующая,7701840346.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,636285000.0,368185000.0,0.2222,,0.1818,108947000.0,2025476000.0,415840000.0,3409000.0,,11399000.0,,,,108089000.0,149598000.0,,0.0072,0.8821,0.2351,0.2717,0.0771,3.2533,1.1095,475288000.0,,429839000.0,64378000.0,,149588000.0,527338000.0,,90480000.0,193000.0,,,,,,,193000.0,,1952317000.0,1952317000.0,,338848000.0,368185000.0,,,64682000.0,,,,,192000.0,22121000.0,18368000.0,,1613566000.0,1620974000.0,,,,0.4392,0.5993,0.2222,2.0334,0.1818,1657291000.0,65427000.0,,0.1333,270020000.0,149598000.0
290,291,"БСТ, ООО",1051605013184.0,2005-04-20,12.5,,Действующая,1644033494.0,Республика Татарстан,Предоставление прочих услуг в области добычи нефти и природного газа,,36467000.0,5111000.0,0.3038,,0.233,25076000.0,21936000.0,6890000.0,162000.0,,15022000.0,,15022000.0,-1685000.0,4143000.0,14419000.0,,0.0231,1.0316,0.3954,-0.7391,-0.9355,1.5291,1.6214,7026000.0,,8711000.0,,,14409000.0,11392000.0,,21907000.0,,,,,,,,,,,,,3889000.0,5111000.0,,,,,,,,,1193000.0,,,,29000.0,,,,0.1696,0.1552,0.3038,0.4055,0.233,16825000.0,425000.0,,0.3122,6849000.0,14419000.0
291,292,"БТГМ, ЗАО",1090280035856.0,2009-11-03,8.0,,Действующая,272018163.0,Башкортостан (Республика),"Добыча камня, песка и глины",,42703000.0,4439000.0,0.1138,1.1075,0.1022,1432000.0,43436000.0,30353000.0,1117000.0,,,,,,5485000.0,1756000.0,,0.0742,0.874,0.0411,0.1845,0.0079,23.3183,1.0079,40947000.0,1921000.0,40947000.0,,,1746000.0,41271000.0,,1432000.0,,,,,50000.0,,,50000.0,,9946000.0,12983000.0,,-35000.0,431000.0,,,,3881000.0,,,,1000.0,,,,99000.0,566000.0,,,,-0.0015,0.0116,0.01,-0.0197,0.0099,38997000.0,,4008000.0,-0.0008,-35000.0,1756000.0
292,293,"БТС, ООО",1088605000175.0,2008-03-04,9.5,,Действующая,8605020550.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,16680000.0,7979000.0,4.5516,6.705,0.8199,2071000.0,9732000.0,3473000.0,1045000.0,,,,,,10092000.0,9007000.0,1190000.0,0.1362,0.5888,0.54,0.7701,0.4747,0.8519,1.9041,7673000.0,,7673000.0,,,8997000.0,14610000.0,,2071000.0,,,,,,,,,,,,,6682000.0,6789000.0,,,,,,,,,,,,551000.0,658000.0,,,,0.4064,0.4342,2.3068,0.7644,0.6976,1753000.0,,,0.6653,6475000.0,9007000.0
293,294,"БУГУРУСЛАННЕФТЬ, ООО",1075658007611.0,2007-04-16,10.5,2017-09-01,Недействующая,5602010485.0,Оренбургская область,Добыча сырой нефти,"Прекратило деятельность при присоединении от 01.09.2017, Сообщения о принятии решения о реорганизации от 03.03.2017, Сообщения о принятии решения о реорганизации от 22.03.2017",39184483000.0,9325911000.0,0.798,62.9067,0.4438,9043264000.0,21013125000.0,29694294000.0,184000.0,,2489127000.0,,,,443997000.0,34214159000.0,9164000.0,0.0001,11.9689,0.8733,0.7356,0.8353,0.1452,12.1479,2481197000.0,,2379595000.0,1858566000.0,611268000.0,32614159000.0,30141219000.0,,7831513000.0,,,,7286000.0,2792456000.0,,,2801153000.0,,16163609000.0,16175778000.0,,11310144000.0,9177661000.0,,,2381516000.0,,,,8697000.0,154985000.0,206249000.0,204905000.0,,2274548000.0,90801000.0,,,,0.2654,0.2379,0.7754,0.3232,0.4368,11687214000.0,1794885000.0,139086000.0,0.4531,9520805000.0,34219260000.0
294,295,"БУКАЧАЧИНСКИЙ ИЗВЕСТНЯК, ООО",1137536000876.0,2013-02-19,5.0,,Действующая,7536133252.0,Забайкальский край,Добыча и первичная обработка известняка и гипсового камня,,8793000.0,236000.0,0.0134,,0.0132,325000.0,17892000.0,574000.0,58000.0,,,,,6974000.0,301000.0,273000.0,,0.8912,0.9586,0.031,-0.1905,-0.0061,31.2088,0.9939,8520000.0,7535000.0,1546000.0,,,263000.0,8468000.0,,325000.0,,,,,,,,,,,,,106000.0,236000.0,,,,,,,,,,,,48000.0,178000.0,,,,0.0078,0.1967,0.0134,0.4727,0.0132,17656000.0,21000.0,,0.0051,91000.0,273000.0
295,296,"БУЛАВА-НН, ООО",1125243000354.0,2012-02-17,6.0,,Действующая,5203003292.0,Нижегородская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,974000.0,4000.0,0.0635,,0.0597,375000.0,67000.0,18000.0,13000.0,,,,,28000.0,54000.0,-60000.0,,0.0126,0.5271,-0.0616,7.25,-0.7262,-17.2333,0.5793,1034000.0,,1006000.0,,,-70000.0,599000.0,,375000.0,,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,4000.0,,,,,0.0089,0.0635,,0.0597,63000.0,,,,,-60000.0
296,297,"БУЛАКОВО-2, ООО",1075050004391.0,2007-07-17,10.5,,Действующая,5050064880.0,Московская область,Добыча глины и каолина,,9137000.0,5316000.0,1.1103,5.0246,0.5261,100000.0,10104000.0,4445000.0,67000.0,,596000.0,,,,4188000.0,8078000.0,,0.1447,10.473,0.8841,0.9876,0.8828,0.1311,19.5184,463000.0,,296000.0,260000.0,,8068000.0,9037000.0,,78000.0,,,,,,,,,,10369000.0,10369000.0,,4159000.0,4258000.0,,,,,,,,,,,,,99000.0,,,,0.4107,0.4888,0.7284,0.4597,0.4214,4788000.0,260000.0,1058000.0,0.2988,3019000.0,8078000.0
297,298,"БУЛАТ, ООО",1145958002640.0,2014-02-04,4.0,,Действующая,5906996132.0,Пермский край,Предоставление прочих услуг в области добычи нефти и природного газа,,9143000.0,3612000.0,,1.0571,1.0,729000.0,3612000.0,4356000.0,1034000.0,,,,,,3024000.0,3110000.0,,0.1714,0.8934,0.3402,0.7656,0.283,1.9399,1.3947,6033000.0,,6033000.0,,,3100000.0,8414000.0,,729000.0,,,,,,,,,,,,,35000.0,195000.0,,,,,,,,,4000.0,,,,156000.0,,,,0.0046,0.024,0.0571,0.0098,0.054,,5000.0,3417000.0,0.0083,30000.0,3110000.0
298,299,"БУЛАТОВСКИЙ БАЗАЛЬТ, ООО",1022901465135.0,2002-09-11,15.0,,Действующая,2920008830.0,Архангельская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",Решение о признании должника банкротом и открытии конкурсного производства от 15.04.2011,181255000.0,49029000.0,0.3785,0.9364,0.2746,23056000.0,178577000.0,9689000.0,151000.0,,109856000.0,,109856000.0,,19193000.0,-5971000.0,47080000.0,0.002,1.7966,-0.0329,4.8613,-0.1835,-31.3559,2.0447,77370000.0,,77370000.0,17752000.0,128000.0,-5981000.0,158199000.0,,22928000.0,,76530000.0,,,,,,,,344136000.0,344136000.0,76530000.0,-4283000.0,-3330000.0,,,,,,,,,953000.0,,,,,,,,-0.0396,-0.0641,-0.0183,0.8582,-0.0186,129548000.0,1698000.0,5279000.0,-0.0335,-5981000.0,-5971000.0
299,300,"БУЛГАРНЕФТЬ, АО",1021601627123.0,2002-06-11,15.5,,Действующая,1644005296.0,Республика Татарстан,Добыча сырой нефти,,1670606000.0,666259000.0,0.382,13.2594,0.2764,519316000.0,2410204000.0,215009000.0,7551000.0,,23769000.0,,,,47708000.0,1396725000.0,50248000.0,3.5484,4.4124,0.8361,0.6282,0.7621,0.1961,4.6031,250112000.0,879945000.0,210022000.0,140389000.0,,1385518000.0,1151290000.0,,486282000.0,,,,,,,,55000.0,,2453383000.0,2489678000.0,,762815000.0,616011000.0,,,49362000.0,,,,55000.0,19721000.0,,19787000.0,,349788000.0,222705000.0,,,48000.0,0.4412,0.8224,0.3433,0.529,0.2556,1743945000.0,-156710000.0,,0.2523,608152000.0,1396725000.0
300,301,"БУР, ООО",1106508000015.0,1998-12-24,19.0,,Действующая,6508008995.0,Сахалинская область,"Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, открытым способом",,1083772000.0,450481000.0,0.4782,1.7974,0.3235,695242000.0,1392455000.0,222878000.0,375000.0,,377160000.0,,338809000.0,173269000.0,155766000.0,-672923000.0,129652000.0,0.0017,0.1687,-0.6209,2.0332,-3.5214,-2.6105,0.2816,1379535000.0,2000000.0,1172738000.0,,,-672935000.0,388530000.0,,545831000.0,,102165000.0,,,,,,,,1094301000.0,1104843000.0,102165000.0,139301000.0,199853000.0,,,90066000.0,2000000.0,,,,,15378000.0,525000.0,,1193886000.0,1239060000.0,,,3000.0,0.1143,0.2162,0.1676,-0.142,0.1435,941974000.0,,120976000.0,0.0739,102858000.0,-672923000.0
301,302,"БУР-НЕФТЬ, ООО",1127746484667.0,2012-06-21,5.5,,Действующая,7701961527.0,Москва,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,2266000.0,2708000.0,,0.9152,1.0,2181000.0,2708000.0,86000.0,,,,,,1808000.0,,450000.0,,,0.0474,0.1986,-3.8467,-20.1279,4.0356,0.0474,1816000.0,,8000.0,,,440000.0,86000.0,,2181000.0,,,,,,,,,,,,,-327000.0,-251000.0,,,,,,,,,61000.0,,,,15000.0,,,,-0.0788,-0.1107,-0.0848,-0.5354,-0.0927,,,2959000.0,-0.1215,-329000.0,450000.0
302,303,"БУРАН, ООО ППП",1032301302802.0,1993-08-11,24.5,,Действующая,2303000116.0,Адыгея (Республика) (Адыгея),"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,3382000.0,3849000.0,0.2521,58.3182,0.2013,1234000.0,19116000.0,2148000.0,,,,,,,,1612000.0,,,1.2136,0.4766,0.2345,0.176,1.098,1.2136,1770000.0,,1770000.0,,,1513000.0,2148000.0,,1234000.0,,,,,,,,,,,,,510000.0,3783000.0,,,,,,,,,,,,,3273000.0,,,,0.095,1.1186,0.2467,0.2713,0.1979,15267000.0,125000.0,66000.0,0.0201,385000.0,1612000.0
303,304,"БУРЕЙСКИЙ КАМЕННЫЙ КАРЬЕР, ООО",1132813000308.0,2013-05-27,4.5,,Действующая,2813009525.0,Амурская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,71665000.0,24750000.0,0.8554,0.9316,0.461,4702000.0,53685000.0,9884000.0,10000.0,,,,,,34420000.0,262000.0,,0.0001,0.4558,0.0037,-16.9466,-0.0663,272.5344,0.9378,71404000.0,,71404000.0,,,252000.0,66963000.0,,4702000.0,,,,,,,,,,,,,-888000.0,-1816000.0,,,,,,,,,,,,20648000.0,19720000.0,,,,-0.0137,-0.0371,-0.0327,-1.2574,-0.0338,28935000.0,,26566000.0,-0.0166,-889000.0,261000.0
304,305,"БУРЕНИЕ СЕРВИС, ООО",1070274005757.0,2007-06-29,10.5,,Действующая,274120236.0,Башкортостан (Республика),"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,218713000.0,157357000.0,0.945,5.3891,0.4859,48652000.0,323869000.0,137723000.0,20275000.0,,1968000.0,,,,11701000.0,180287000.0,,0.5561,4.3436,0.8243,0.7301,0.774,0.2131,4.6646,36458000.0,,33899000.0,30819000.0,,179287000.0,170061000.0,,48563000.0,,,,215000.0,,,,,,263268000.0,302574000.0,3801000.0,123906000.0,128158000.0,,,8609000.0,,,,,,,,,6960000.0,11212000.0,,,,0.4879,0.6473,0.6548,0.6068,0.3957,166512000.0,25355000.0,29199000.0,0.3061,99128000.0,180287000.0
305,306,"БУРЕНИЕ, ООО",1081644000723.0,2008-03-07,9.5,2015-10-01,Недействующая,1644048067.0,Республика Татарстан,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата","Прекратило деятельность при присоединении от 01.10.2015, Сообщения о принятии решения о реорганизации от 09.09.2015",4742314000.0,1172531000.0,0.1171,3.8132,0.1049,2554366000.0,11182264000.0,1639776000.0,,,381082000.0,,,,523073000.0,1925307000.0,,,0.6835,0.406,-0.3267,-0.2875,1.4631,0.8982,2435925000.0,,2217157000.0,93880000.0,344000.0,1925077000.0,2187948000.0,,2503128000.0,,,,2778000.0,,,,93000.0,,11504168000.0,11545715000.0,,715815000.0,865040000.0,,,752421000.0,,,,93000.0,943000.0,,,19681000.0,105432000.0,255600000.0,,,30000.0,0.1071,0.1851,0.0838,0.3041,0.0774,10009733000.0,133199000.0,307491000.0,0.049,547799000.0,1925307000.0
306,307,"БУРЕНИЕ-СЕРВИС, ООО",1021801591371.0,2001-02-01,17.0,,Действующая,1834025822.0,Удмуртская Республика,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,5676000.0,3639000.0,6.8146,3.3946,0.872,9000.0,4173000.0,4856000.0,296000.0,,,,,,515000.0,5329000.0,,0.853,14.8473,0.9389,0.9983,0.9388,0.0651,16.3314,347000.0,,347000.0,,,5316000.0,5667000.0,,9000.0,,,,,,,,,,,,,2500000.0,2567000.0,,,,,,,,,,,,,67000.0,,,3000.0,0.4758,0.4771,1.5984,0.519,0.6151,534000.0,78000.0,1072000.0,0.5804,2422000.0,5329000.0
307,308,"БУРИБАЕВСКИЙ ГОК, АО",1020202039043.0,1995-01-30,23.0,,Действующая,248002003.0,Башкортостан (Республика),Добыча и обогащение медной руды,,1612815000.0,584930000.0,0.843,3.612,0.4574,1380539000.0,1278778000.0,68123000.0,1193000.0,,42131000.0,20000.0,,25476000.0,140794000.0,1361142000.0,30419000.0,0.0057,0.4366,0.844,-0.0143,-0.0835,0.1849,1.1085,209542000.0,,169836000.0,68807000.0,277000.0,1321579000.0,232276000.0,4923000.0,1376293000.0,,,,135000.0,27000.0,,,27000.0,,1405793000.0,1406944000.0,247000.0,397576000.0,422989000.0,,,53537000.0,,,,,247000.0,4877000.0,726000.0,,9666000.0,30449000.0,,,444000.0,0.2043,0.2668,0.4943,0.2591,0.3308,693848000.0,-79341000.0,131522000.0,0.2441,312194000.0,1361142000.0
308,309,"БУРНЕФТЬ, ООО",1125658004141.0,2012-02-07,6.0,,Ликвидируется,5610144348.0,Оренбургская область,Предоставление услуг в области добычи нефти и природного газа,"Находится в стадии ликвидации от 30.08.2017, Решение о признании должника банкротом и открытии конкурсного производства от 03.02.2018",6916954000.0,1020716000.0,0.267,8.8288,0.2108,3838922000.0,4843032000.0,1963048000.0,70925000.0,,3931059000.0,,3930412000.0,114055000.0,743972000.0,194180000.0,,0.0394,0.8361,0.0281,-18.7699,-1.1841,34.6214,1.1026,2791715000.0,39100000.0,2646319000.0,765000.0,,194170000.0,3078032000.0,548542000.0,919511000.0,199000.0,2426900000.0,,124623000.0,144061000.0,,,144260000.0,,3697211000.0,6840526000.0,2426900000.0,106163000.0,905104000.0,,,2240060000.0,183161000.0,,,,3265000.0,588906000.0,,,991015000.0,1204315000.0,,,,0.0162,0.2496,0.2298,0.8014,0.1869,3822316000.0,199000.0,115612000.0,0.0229,111094000.0,194180000.0
309,310,"БУРОВЫЕ СИСТЕМЫ, ООО",1051801794714.0,2001-04-10,16.5,,Действующая,1834034714.0,Удмуртская Республика,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,2454805000.0,961794000.0,0.3787,,0.2747,931129000.0,3501509000.0,1064218000.0,134023000.0,,16048000.0,13139000.0,,,324891000.0,1740335000.0,,0.1919,1.7164,0.709,0.465,0.5311,0.4105,2.1816,698422000.0,,630996000.0,168819000.0,179000.0,1740322000.0,1523676000.0,,805973000.0,25344000.0,,,,8927000.0,,,34864000.0,,3291169000.0,3291986000.0,,943715000.0,961794000.0,,,468267000.0,4690000.0,,,593000.0,24946000.0,,104186000.0,,21333000.0,64358000.0,,,3000.0,0.3419,0.4381,0.3787,0.535,0.2747,2539715000.0,184947000.0,,0.2169,759470000.0,1740373000.0
310,311,"БУРСЕРВИС, ООО",1021100896618.0,2000-06-05,17.5,,Действующая,1106013435.0,Коми (Республика),"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,892035000.0,4887000.0,0.0029,0.4767,0.0029,151153000.0,1695415000.0,576600000.0,128996000.0,,113000.0,,,,39000.0,9963000.0,,0.1463,0.84,0.0112,-14.1714,-0.1906,88.5348,0.84,881959000.0,,881959000.0,33901000.0,,9863000.0,740882000.0,,142558000.0,,,,,,,,2867000.0,,1299346000.0,1364221000.0,,11180000.0,-5364000.0,,,63184000.0,,,,,2867000.0,,,,2155572000.0,2141895000.0,,,,0.0117,-0.0075,-0.0032,0.2064,-0.0032,1690528000.0,7484000.0,10251000.0,0.0058,9799000.0,9963000.0
311,312,"БУРСЕРВИС-ЗБС, ООО",1120280035402.0,2012-09-06,5.0,,Действующая,277124045.0,Башкортостан (Республика),Предоставление прочих услуг в области добычи нефти и природного газа,,124334000.0,23470000.0,0.1187,1.2081,0.1061,9430000.0,221132000.0,58920000.0,581000.0,,3565000.0,,,6804000.0,54427000.0,28271000.0,,0.0063,0.6538,0.2274,0.6664,0.164,3.3979,1.2422,92498000.0,,85694000.0,404000.0,88000.0,12260000.0,114904000.0,1612000.0,9308000.0,,,,,,,,,,234537000.0,237654000.0,,2671000.0,4043000.0,,,,,,,,,1611000.0,,2902000.0,2730000.0,2491000.0,,,,0.0056,0.0329,0.0186,0.0223,0.0183,197662000.0,22000.0,19427000.0,0.0028,624000.0,28271000.0
