,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2008, Активы  всего, ед. RUB","2008, Валовая прибыль (убыток), ед. RUB","2008, Валовая рентабельность затрат, %","2008, Валовая рентабельность коммерческих и управленческих расходов, %","2008, Валовая рентабельность, %","2008, Внеоборотные активы, ед. RUB","2008, Выручка, ед. RUB","2008, Дебиторская задолженность, ед. RUB","2008, Денежные средства и денежные эквиваленты, ед. RUB","2008, Добавочный капитал, ед. RUB","2008, Долгосрочные обязательства, ед. RUB","2008, Долгосрочные финансовые вложения, ед. RUB","2008, Заёмные средства (долгосрочные), ед. RUB","2008, Заёмные средства (краткосрочные), ед. RUB","2008, Запасы, ед. RUB","2008, Капитал и резервы, ед. RUB","2008, Коммерческие расходы, ед. RUB","2008, Коэффициент абсолютной ликвидности, %","2008, Коэффициент быстрой ликвидности, %","2008, Коэффициент концентрации собственного капитала (автономии), %","2008, Коэффициент маневренности собственных средств, %","2008, Коэффициент обеспеченности собственными оборотными средствами, %","2008, Коэффициент соотношения заемных и собственных средств, %","2008, Коэффициент текущей ликвидности, %","2008, Краткосрочные обязательства, ед. RUB","2008, Краткосрочные финансовые вложения, ед. RUB","2008, Кредиторская задолженность, ед. RUB","2008, Налог на прибыль, ед. RUB","2008, Нематериальные активы, ед. RUB","2008, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2008, Оборотные активы, ед. RUB","2008, Оплата процентов по долговым обязательствам, ед. RUB","2008, Основные средства , ед. RUB","2008, Получение дивидендов, процентов, ед. RUB","2008, Получение кредитов и займов, ед. RUB","2008, Поступление денежных вкладов собственников (участников), ед. RUB","2008, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2008, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2008, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2008, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2008, Поступления от инвестиционных операций, ед. RUB","2008, Поступления от перепродажи финансовых вложений, ед. RUB","2008, Поступления от продаж, ед. RUB","2008, Поступления от текущих операций, ед. RUB","2008, Поступления от финансовых операций, ед. RUB","2008, Прибыль (убыток) до налогообложения , ед. RUB","2008, Прибыль (убыток) от продажи, ед. RUB","2008, Прибыль от приносящей доход деятельности, ед. RUB","2008, Приобретение акций (долей участия), ед. RUB","2008, Приобретение внеоборотных активов, ед. RUB","2008, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2008, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2008, Продажа акций других организаций, ед. RUB","2008, Продажа внеоборотных активов, ед. RUB","2008, Проценты к получению, ед. RUB","2008, Проценты к уплате, ед. RUB","2008, Прочие внеоборотные активы, ед. RUB","2008, Прочие долгосрочные обязательства, ед. RUB","2008, Прочие доходы, ед. RUB","2008, Прочие расходы, ед. RUB","2008, Расходы на содержание аппарата управления, ед. RUB","2008, Расходы на целевые мероприятия, ед. RUB","2008, Резервный капитал, ед. RUB","2008, Рентабельность активов (ROA), %","2008, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2008, Рентабельность затрат, %","2008, Рентабельность капитала (ROE), %","2008, Рентабельность продаж , %","2008, Себестоимость продаж, ед. RUB","2008, Текущий налог на прибыль, ед. RUB","2008, Управленческие расходы, ед. RUB","2008, Чистая норма прибыли (ROS), %","2008, Чистая прибыль (убыток), ед. RUB","2008, Чистые активы, ед. RUB"
10,11,"АБЗАКОВСКИЙ ЩЕБЕНЬ, ООО",1040202125336.0,2004-11-25,13.0,2016-12-30,Недействующая,201008031.0,Башкортостан (Республика),"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев","Ликвидировано вследствие банкротства от 30.12.2016, Решение о признании должника банкротом и открытии конкурсного производства от 07.05.2016",1454000.0,5318000.0,0.6024,5.6275,0.3759,176000.0,14146000.0,93000.0,3000.0,,,,,,1032000.0,-5022000.0,,0.0,0.038,-3.4539,1.035,-4.0673,-1.2895,0.1973,6476000.0,,6476000.0,,,-5032000.0,1278000.0,,176000.0,,,,,,,,,,,,,3551000.0,4373000.0,,,,,,,,,,,,,822000.0,,,,0.9362,3.446,0.4475,-0.3906,0.3091,8828000.0,1051000.0,945000.0,0.1767,2500000.0,-5022000.0
11,12,"АВА, ООО",1022601961557.0,1994-09-05,23.0,,Реорганизуется,2634041650.0,Ставропольский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Находится в процессе реорганизации в форме выделения от 29.09.2017,16958000.0,1248000.0,0.1172,,0.1049,5698000.0,11901000.0,1059000.0,21000.0,,8129000.0,,8129000.0,,10171000.0,3662000.0,,0.0,0.2108,0.2159,-0.556,-0.1808,3.6308,2.1792,5167000.0,,5167000.0,,,3647000.0,11260000.0,,2476000.0,,,,,,,,,,,,,-11000.0,1248000.0,,,,,,,,,,,,6000.0,1265000.0,,,,-0.0029,0.0946,0.1172,-0.0117,0.1049,10653000.0,32000.0,,-0.0036,-43000.0,3662000.0
12,13,"АВАНГАРД, ООО",1020900613040.0,1993-11-30,24.0,,Действующая,903000386.0,Карачаево-Черкесская Республика,Добыча и первичная обработка камня для памятников и строительства,,6346000.0,632000.0,0.0266,,0.0259,1365000.0,24431000.0,1572000.0,29000.0,,1990000.0,,1990000.0,,3380000.0,66000.0,,0.0001,0.3732,0.0104,-19.6818,-0.2608,95.1515,1.1611,4290000.0,,4290000.0,,,56000.0,4981000.0,,1365000.0,,,,,,,,,,,,,632000.0,632000.0,,,,,,,,,,,,,0.0,,,,0.1513,0.1332,0.0266,14.5455,0.0259,23799000.0,152000.0,,0.0196,480000.0,66000.0
13,14,"АВАНТАСТРОЙ, ООО",1075948000545.0,2007-04-11,10.5,2017-07-25,Недействующая,5948032179.0,Башкортостан (Республика),"Добыча камня, песка и глины",Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 25.07.2017,9966000.0,972000.0,0.08,1.2689,0.0741,42000.0,13122000.0,4483000.0,290000.0,,,,,,2337000.0,3000.0,,0.0031,0.7615,0.0003,-13.0,-0.0039,3321.0,0.9961,9963000.0,2814000.0,9963000.0,,,-7000.0,9924000.0,,42000.0,,,,,,,,,,,,,2000.0,206000.0,,,,,,,,,,,,1563000.0,1767000.0,,,,-0.0035,0.0306,0.0159,-1.7083,0.0157,12150000.0,43000.0,766000.0,-0.0031,-41000.0,3000.0
14,15,"АВК ОЙЛ, ООО",1047796531837.0,2004-07-21,13.5,,Действующая,7733525315.0,Москва,Предоставление услуг в области добычи нефти и природного газа,,228570000.0,42608000.0,0.0574,1.2226,0.0543,66419000.0,784951000.0,106147000.0,18000.0,2000.0,,,,22096000.0,50818000.0,2729000.0,34851000.0,0.0,0.493,0.0119,-23.3382,-0.3928,82.756,0.718,225841000.0,,203745000.0,,,1727000.0,162151000.0,,66419000.0,,,,,,,,,,,,,1458000.0,7757000.0,,,,,,,,,3970000.0,,,53000.0,2382000.0,,,,0.0067,0.0404,0.01,-0.2777,0.0099,742343000.0,358000.0,,0.0014,1100000.0,2729000.0
15,16,"АВРОРА, ООО",1077746333180.0,2007-02-12,11.0,2014-10-30,Недействующая,7714681654.0,Москва,Предоставление услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.10.2014, Сообщения о принятии решения о реорганизации от 10.09.2014",16067000.0,14362000.0,,1.1085,1.0,2180000.0,14362000.0,13204000.0,196000.0,,,,,,151000.0,983000.0,,0.0001,0.9106,0.0612,-1.2177,-0.0862,15.3449,0.9206,15084000.0,,15084000.0,,,973000.0,13887000.0,,2180000.0,,,,,,,,,,,,,1285000.0,1406000.0,,,,,,,,,,,,,121000.0,,,,0.1045,0.2238,0.1085,2.9585,0.0979,,288000.0,12956000.0,0.0694,997000.0,983000.0
16,17,"АВТ-УРАЛ, ООО",1076615000747.0,2007-09-19,10.0,,Действующая,6615011311.0,Свердловская область,Предоставление услуг в других областях добычи полезных ископаемых,,41577000.0,50121000.0,0.1566,1.2394,0.1354,4109000.0,370155000.0,17749000.0,39000.0,,94000.0,,,,19189000.0,5130000.0,21790000.0,0.0,0.5028,0.1234,0.199,0.0272,7.1047,1.0307,36353000.0,,34691000.0,,,5030000.0,37468000.0,,3398000.0,,,,,,,,,,,,,7061000.0,9682000.0,,,,,,,,,16000.0,274000.0,,258000.0,2863000.0,,,,0.2427,0.2589,0.0269,2.1554,0.0262,320034000.0,2369000.0,18649000.0,0.0138,5103000.0,5130000.0
17,18,"АВТОДОР, ОАО",1041100403827.0,2004-02-16,14.0,2014-07-01,Недействующая,1101301817.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при преобразовании от 01.07.2014, Сообщения о принятии решения о реорганизации от 28.05.2014",115313000.0,35445000.0,0.3601,,0.2648,23111000.0,133869000.0,40742000.0,14648000.0,,5851000.0,,,,36781000.0,98262000.0,,0.0131,4.9483,0.8521,0.7648,0.8151,0.1735,8.2323,11200000.0,,11200000.0,,,33410000.0,92202000.0,,21810000.0,,,,,,,,,,,,,36322000.0,35445000.0,,,,,,,,277000.0,116000.0,,,1770000.0,1054000.0,,,2844000.0,0.2525,0.4131,0.3601,0.3236,0.2648,98424000.0,6163000.0,,0.2044,27368000.0,98262000.0
18,19,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,30100000.0,31407000.0,0.0549,1.4043,0.0521,1223000.0,603347000.0,22548000.0,6023000.0,,,,,3188000.0,306000.0,20800000.0,22365000.0,0.0065,3.0718,0.691,0.9412,0.6779,0.4472,3.1047,9301000.0,,6113000.0,,,20790000.0,28877000.0,,66000.0,,,,,,,,,,,,,8062000.0,9042000.0,,,,,,,,,796000.0,,,552000.0,736000.0,,,,0.2495,0.5503,0.0152,0.3446,0.015,571940000.0,1940000.0,,0.0101,6122000.0,20799000.0
19,20,"АГАН-БУРЕНИЕ, ЗАО",1088603007899.0,2008-09-15,9.0,2016-10-28,Недействующая,8620018764.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Ликвидировано вследствие банкротства от 28.10.2016,1222607000.0,244452000.0,0.204,1.4885,0.1694,449892000.0,1442859000.0,375429000.0,18337000.0,314754000.0,11829000.0,,,228116000.0,338898000.0,437694000.0,,0.0008,0.5612,0.358,-0.0279,-0.0158,1.7933,0.9995,773084000.0,40051000.0,544968000.0,,,58240000.0,772715000.0,,448481000.0,,,,,,,,,,,,,19375000.0,80224000.0,,,,,,,,3917000.0,18140000.0,,,15935000.0,62561000.0,,,,0.0027,0.0742,0.0589,0.0064,0.0556,1198407000.0,9591000.0,164228000.0,0.0019,2778000.0,437694000.0
20,21,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",221028000.0,24681000.0,0.182,,0.1539,37636000.0,160321000.0,46105000.0,64000.0,,180000000.0,,180000000.0,,123352000.0,9473000.0,,0.0,1.9027,0.0429,-2.973,-0.1536,22.3324,5.8118,31555000.0,,31555000.0,,11000.0,9463000.0,183392000.0,,37625000.0,,,,,,,,,,,,,1116000.0,24681000.0,,,,,,,,,,,,7429000.0,30994000.0,,,,0.0005,0.1251,0.182,-0.0356,0.1539,135640000.0,1012000.0,,0.0006,104000.0,9473000.0
21,22,"АГК, ОАО",1027401784740.0,1999-12-29,18.0,,Действующая,7435006346.0,Челябинская область,Добыча и обогащение медной руды,Сообщения о принятии решения о реорганизации от 29.05.2013,1853250000.0,375481000.0,0.8842,4.5061,0.4693,1367124000.0,800125000.0,207831000.0,14000.0,1516000.0,15252000.0,899828000.0,,480717000.0,271747000.0,1153941000.0,40502000.0,0.0,0.3134,0.6227,-0.1847,-0.4385,0.606,0.7107,684057000.0,,159989000.0,,,1152102000.0,486126000.0,,416549000.0,,,,,,,,,,,,,192754000.0,292154000.0,,,,,,,,45898000.0,32393000.0,,,27369000.0,140274000.0,,,,0.0537,0.4117,0.5751,0.0863,0.3651,424644000.0,49476000.0,42825000.0,0.1187,94980000.0,1153941000.0
22,23,"АГРОПРОМЭНЕРГО, ООО",1022602424360.0,1998-04-29,19.5,,Действующая,2605010150.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,43613000.0,1801000.0,0.0402,,0.0386,24036000.0,46614000.0,6891000.0,3000.0,,57787000.0,,57786000.0,797000.0,8573000.0,-33170000.0,,0.0009,0.5793,-0.7606,1.7246,-2.9221,-2.3148,1.0306,18996000.0,1704000.0,18199000.0,,,-33390000.0,19577000.0,,11434000.0,,,,,,,,,,,,,-67000.0,1801000.0,,,,,,,,,1091000.0,,,622000.0,1399000.0,,,,-0.0049,0.0696,0.0402,0.0063,0.0386,44813000.0,201000.0,,-0.0048,-224000.0,-33170000.0
23,24,"АГРОСТРОЙ, ООО",1033500944355.0,2003-12-18,14.0,,Действующая,3527010169.0,Вологодская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,9056000.0,1278000.0,0.122,1.1555,0.1087,51000.0,11757000.0,7637000.0,26000.0,,,,,,1342000.0,1725000.0,,0.0,1.0453,0.1905,0.9704,0.1859,4.2499,1.2283,7331000.0,,7331000.0,,,1715000.0,9005000.0,,51000.0,,,,,,,,,,,,,202000.0,172000.0,,,,,,,,,,,,382000.0,352000.0,,,,0.0314,0.019,0.0148,0.1313,0.0146,10479000.0,,1106000.0,0.0172,202000.0,1725000.0
24,25,"АГРОСТРОЙСЕРВИС, ООО",1025001274033.0,1997-03-13,20.5,,Действующая,5009023820.0,Московская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,25270000.0,16205000.0,0.5985,1.6933,0.3744,11547000.0,43280000.0,10127000.0,189000.0,,,10000.0,,5159000.0,3048000.0,-1750000.0,,0.0001,0.3951,-0.0693,7.5983,-0.969,-15.44,0.5079,27020000.0,,21861000.0,,,-1759000.0,13723000.0,,7745000.0,,,,,,,,,,,,,3897000.0,6635000.0,,,,,,,,,,,,26000.0,2764000.0,,,,0.2089,0.334,0.1811,-0.9969,0.1533,27075000.0,,9570000.0,0.09,3897000.0,-1750000.0
25,26,"АГРОТОРФПРОМ, ООО ПП",1026900517346.0,1999-02-17,19.0,,Ликвидируется,6924009704.0,Тверская область,Добыча торфа,"Находится в стадии ликвидации от 18.12.2015, Решение о признании должника банкротом и открытии конкурсного производства от 31.10.2015",8077000.0,1523000.0,0.0991,,0.0901,2906000.0,16898000.0,891000.0,109000.0,,,,,260000.0,4159000.0,3244000.0,,0.0002,0.2094,0.4016,0.1042,0.0654,1.4898,1.0699,4833000.0,,4573000.0,,,3235000.0,5171000.0,,2906000.0,,,,,,,,,,,,,1298000.0,1523000.0,,,,,,,,,,,,,225000.0,,,,0.0518,0.2006,0.0991,0.1525,0.0901,15375000.0,170000.0,,0.0271,458000.0,3244000.0
26,27,"АГРОТРАНС, ООО",1054303514396.0,2005-07-14,12.5,,Действующая,4307008670.0,Кировская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,559000.0,1618000.0,0.4248,1.2267,0.2981,1000.0,5427000.0,452000.0,2000.0,,,,,,100000.0,14000.0,1319000.0,0.0,0.8404,0.025,0.9286,0.0233,38.9286,1.0239,545000.0,,545000.0,,,4000.0,558000.0,,1000.0,,,,,,,,,,,,,250000.0,299000.0,,,,,,,,,,,,44000.0,93000.0,,,,0.2079,0.7153,0.0583,-2.3289,0.0551,3809000.0,73000.0,,0.0326,177000.0,14000.0
27,28,"АГРОХИМ, АО",1021801062832.0,1992-10-28,25.0,,Действующая,1822000277.0,Удмуртская Республика,Добыча и первичная обработка известняка и гипсового камня,,8181000.0,479000.0,0.7214,,0.4191,7031000.0,1143000.0,1145000.0,,5787000.0,170000.0,,170000.0,,5000.0,6289000.0,,0.0,0.6649,0.7687,-0.118,-0.6452,0.3008,0.3508,1722000.0,,1722000.0,,,628000.0,1150000.0,,7031000.0,,,,,,,,,,,,,569000.0,479000.0,,,,,,,,,,,,163000.0,73000.0,,,,0.0665,0.0586,0.7214,0.0882,0.4191,664000.0,,,0.4646,531000.0,6289000.0
28,29,"АДМ, ООО",1026101645448.0,2000-07-04,17.5,,Действующая,6134008443.0,Ростовская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,4022000.0,948000.0,0.0545,,0.0517,590000.0,18347000.0,2207000.0,15000.0,,,,,109000.0,1208000.0,-2139000.0,,,0.361,-0.5318,1.2758,-0.7952,-2.8803,0.5571,6161000.0,,6052000.0,,,-2147000.0,3432000.0,,390000.0,,,,,,,,,,,,,801000.0,948000.0,,,,,,,,,,,,415000.0,562000.0,,,,,0.2357,0.0545,-0.6762,0.0517,17399000.0,,,0.0437,801000.0,-2139000.0
