,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2011, Активы  всего, ед. RUB","2011, Валовая прибыль (убыток), ед. RUB","2011, Валовая рентабельность затрат, %","2011, Валовая рентабельность коммерческих и управленческих расходов, %","2011, Валовая рентабельность, %","2011, Внеоборотные активы, ед. RUB","2011, Выручка, ед. RUB","2011, Дебиторская задолженность, ед. RUB","2011, Денежные средства и денежные эквиваленты, ед. RUB","2011, Добавочный капитал, ед. RUB","2011, Долгосрочные обязательства, ед. RUB","2011, Долгосрочные финансовые вложения, ед. RUB","2011, Заёмные средства (долгосрочные), ед. RUB","2011, Заёмные средства (краткосрочные), ед. RUB","2011, Запасы, ед. RUB","2011, Капитал и резервы, ед. RUB","2011, Коммерческие расходы, ед. RUB","2011, Коэффициент абсолютной ликвидности, %","2011, Коэффициент быстрой ликвидности, %","2011, Коэффициент концентрации собственного капитала (автономии), %","2011, Коэффициент маневренности собственных средств, %","2011, Коэффициент обеспеченности собственными оборотными средствами, %","2011, Коэффициент соотношения заемных и собственных средств, %","2011, Коэффициент текущей ликвидности, %","2011, Краткосрочные обязательства, ед. RUB","2011, Краткосрочные финансовые вложения, ед. RUB","2011, Кредиторская задолженность, ед. RUB","2011, Налог на прибыль, ед. RUB","2011, Нематериальные активы, ед. RUB","2011, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2011, Оборотные активы, ед. RUB","2011, Оплата процентов по долговым обязательствам, ед. RUB","2011, Основные средства , ед. RUB","2011, Получение дивидендов, процентов, ед. RUB","2011, Получение кредитов и займов, ед. RUB","2011, Поступление денежных вкладов собственников (участников), ед. RUB","2011, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2011, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2011, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2011, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2011, Поступления от инвестиционных операций, ед. RUB","2011, Поступления от перепродажи финансовых вложений, ед. RUB","2011, Поступления от продаж, ед. RUB","2011, Поступления от текущих операций, ед. RUB","2011, Поступления от финансовых операций, ед. RUB","2011, Прибыль (убыток) до налогообложения , ед. RUB","2011, Прибыль (убыток) от продажи, ед. RUB","2011, Прибыль от приносящей доход деятельности, ед. RUB","2011, Приобретение акций (долей участия), ед. RUB","2011, Приобретение внеоборотных активов, ед. RUB","2011, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2011, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2011, Продажа акций других организаций, ед. RUB","2011, Продажа внеоборотных активов, ед. RUB","2011, Проценты к получению, ед. RUB","2011, Проценты к уплате, ед. RUB","2011, Прочие внеоборотные активы, ед. RUB","2011, Прочие долгосрочные обязательства, ед. RUB","2011, Прочие доходы, ед. RUB","2011, Прочие расходы, ед. RUB","2011, Расходы на содержание аппарата управления, ед. RUB","2011, Расходы на целевые мероприятия, ед. RUB","2011, Резервный капитал, ед. RUB","2011, Рентабельность активов (ROA), %","2011, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2011, Рентабельность затрат, %","2011, Рентабельность капитала (ROE), %","2011, Рентабельность продаж , %","2011, Себестоимость продаж, ед. RUB","2011, Текущий налог на прибыль, ед. RUB","2011, Управленческие расходы, ед. RUB","2011, Чистая норма прибыли (ROS), %","2011, Чистая прибыль (убыток), ед. RUB","2011, Чистые активы, ед. RUB"
10,11,"АВРОРА, ООО",1077746333180.0,2007-02-12,11.0,2014-10-30,Недействующая,7714681654.0,Москва,Предоставление услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.10.2014, Сообщения о принятии решения о реорганизации от 10.09.2014",35929000.0,4093000.0,0.1185,2.0434,0.1059,803000.0,38646000.0,14360000.0,2000.0,,,,,,19069000.0,3551000.0,,0.0,0.4959,0.0988,0.7739,0.0782,9.118,1.0849,32378000.0,,32378000.0,,,3531000.0,35126000.0,,803000.0,,,,,,,,,,,,,1734000.0,2090000.0,,,,,,,,,,,,8000.0,364000.0,,,,0.0582,0.0611,0.0572,0.4557,0.0541,34553000.0,387000.0,2003000.0,0.0341,1318000.0,3551000.0
11,12,"АВТОДОР, ОАО",1041100403827.0,2004-02-16,14.0,2014-07-01,Недействующая,1101301817.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при преобразовании от 01.07.2014, Сообщения о принятии решения о реорганизации от 28.05.2014",159406000.0,92220000.0,0.8431,4.6611,0.4574,22271000.0,201607000.0,32779000.0,9292000.0,,2749000.0,,,,32157000.0,127131000.0,3719000.0,0.0236,3.5554,0.7975,0.8248,0.7646,0.2539,4.6446,29526000.0,60496000.0,28022000.0,,,61807000.0,137135000.0,,22094000.0,,,,,,,,,,,,,67750000.0,72435000.0,,,,,,,,1404000.0,,,,8488000.0,14577000.0,,,3316000.0,0.3859,0.8323,0.5608,0.4571,0.3593,109387000.0,15864000.0,16066000.0,0.2682,54073000.0,127131000.0
12,13,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,33268000.0,39137000.0,0.0541,2.563,0.0514,625000.0,762095000.0,32593000.0,14000.0,,,,,3188000.0,,25477000.0,15270000.0,0.0,4.1898,0.7658,0.9755,0.7613,0.3058,4.1898,7791000.0,,235000.0,,,25467000.0,32643000.0,,623000.0,,,,,,,,,,,,,22455000.0,23867000.0,,,,,,,,,609000.0,,,1000.0,804000.0,,,,0.6737,0.7185,0.0323,0.8582,0.0313,722958000.0,4505000.0,,0.0236,17948000.0,25477000.0
13,14,"АГАН-БУРЕНИЕ, ЗАО",1088603007899.0,2008-09-15,9.0,2016-10-28,Недействующая,8620018764.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Ликвидировано вследствие банкротства от 28.10.2016,1784801000.0,257061000.0,0.2643,2.6009,0.2091,329367000.0,1229655000.0,418664000.0,3824000.0,314754000.0,317114000.0,,258000000.0,576617000.0,991345000.0,461938000.0,,0.0004,0.4614,0.2588,0.287,0.0911,2.8637,1.4471,1005749000.0,34739000.0,418199000.0,,,82484000.0,1455434000.0,,299823000.0,,,,,,,,,,,,,12110000.0,158225000.0,,,,,,,,3804000.0,101463000.0,,,248026000.0,296482000.0,,,,0.0065,0.0925,0.1477,0.0226,0.1287,972594000.0,,98836000.0,0.0084,10312000.0,461938000.0
14,15,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",638443000.0,63852000.0,0.2273,7.6828,0.1852,125133000.0,344730000.0,140208000.0,67438000.0,,402000000.0,,402000000.0,,256108000.0,20566000.0,,0.0031,1.1914,0.0322,-5.0845,-0.2037,30.0436,2.3778,215877000.0,,215877000.0,,11000.0,20556000.0,513310000.0,,125122000.0,,,,,,,,,,,,,5082000.0,55541000.0,,,,,,,,4000.0,43518000.0,,,5450000.0,12395000.0,,,,0.001,0.1065,0.1921,0.0259,0.1611,280878000.0,3922000.0,8311000.0,0.0015,525000.0,20566000.0
15,16,"АГИНСКАЯ ТЭК, ООО",1107580000440.0,2010-07-23,7.5,2017-09-05,Недействующая,8001016689.0,Забайкальский край,Добыча бурого угля (лигнита),"Ликвидировано вследствие банкротства от 05.09.2017, Решение о признании должника банкротом и открытии конкурсного производства от 12.12.2015",84530000.0,14727000.0,1.0994,0.668,0.5237,42600000.0,28123000.0,37049000.0,194000.0,,82014000.0,,82014000.0,13278000.0,602000.0,-12911000.0,12551000.0,0.0026,2.6789,-0.1527,4.2995,-1.3239,-7.5471,2.718,15427000.0,3891000.0,2149000.0,,42600000.0,-12921000.0,41930000.0,,,,,,,,,,,,,,,-12965000.0,-7318000.0,,,,,,,,,,,,62851000.0,68498000.0,,,,-0.3053,-0.0912,-0.2065,1.9977,-0.2602,13396000.0,,9494000.0,-0.461,-12965000.0,-12911000.0
16,17,"АГК, ОАО",1027401784740.0,1999-12-29,18.0,,Действующая,7435006346.0,Челябинская область,Добыча и обогащение медной руды,Сообщения о принятии решения о реорганизации от 29.05.2013,1487907000.0,162714000.0,0.295,1.6055,0.2278,781923000.0,714371000.0,511462000.0,10000.0,,23735000.0,,,,177852000.0,1387131000.0,39085000.0,0.0,6.8552,0.9323,0.4363,0.8573,0.0727,9.1637,77041000.0,,77041000.0,,,1376744000.0,705984000.0,,781923000.0,,,,,,,,,,,,,69722000.0,61366000.0,,,,,,,,70632000.0,53159000.0,,,36215000.0,45332000.0,,,,0.0317,0.0417,0.094,0.0403,0.0859,551657000.0,4666000.0,62263000.0,0.0775,55387000.0,1387131000.0
17,18,"АГК, ООО",1092801011270.0,2009-11-26,8.0,,Ликвидируется,2801146598.0,Амурская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Находится в стадии ликвидации от 20.11.2017, Определение о введении наблюдения от 11.11.2017",18515000.0,1482000.0,0.3401,1.2853,0.2538,5990000.0,5839000.0,7002000.0,4000.0,,,,,4702000.0,1933000.0,125000.0,,0.0002,0.576,0.0068,-46.92,-0.4683,147.12,0.6811,18390000.0,,13688000.0,,,115000.0,12525000.0,,5990000.0,,,,,,,,,,,,,107000.0,329000.0,,,,,,,,,,,,,222000.0,,,,,0.022,0.0597,,0.0563,4357000.0,45000.0,1153000.0,0.0106,62000.0,125000.0
18,19,"АГРО ТОРФ ЛТД, ООО",1116027000682.0,2011-01-27,7.0,,Действующая,6037004958.0,Псковская область,Добыча торфа,,49075000.0,157000.0,0.0255,0.0734,0.0249,38438000.0,6303000.0,4968000.0,2535000.0,,5905000.0,,5905000.0,,3123000.0,36289000.0,62000.0,0.0037,1.092,0.7395,-0.0592,-0.202,0.3523,1.5459,6881000.0,,6749000.0,,,-1949000.0,10637000.0,,37804000.0,,,,,,,,,,,,,-2436000.0,-1983000.0,,,,,,,,,,147000.0,,728000.0,1181000.0,,,,-0.0657,-0.0432,-0.2393,-0.0838,-0.3146,6146000.0,,2078000.0,-0.3092,-1949000.0,36289000.0
19,20,"АГРОПРОМЭНЕРГО, ООО",1022602424360.0,1998-04-29,19.5,,Действующая,2605010150.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,66825000.0,35917000.0,0.5943,1.2915,0.3728,32604000.0,96356000.0,15907000.0,3000.0,,69729000.0,,68929000.0,,16765000.0,-26654000.0,27811000.0,0.0005,0.735,-0.3989,2.2232,-1.7316,-3.5071,1.4409,23750000.0,1220000.0,23750000.0,,,-27025000.0,34221000.0,,32559000.0,,,,,,,,,,,,,7900000.0,8106000.0,,,,,,,,,2577000.0,,,4368000.0,1997000.0,,,,0.0993,0.1243,0.0919,-0.2114,0.0841,60439000.0,481000.0,,0.0654,6302000.0,-26654000.0
20,21,"АГРОСТРОЙСЕРВИС, ООО",1025001274033.0,1997-03-13,20.5,,Действующая,5009023820.0,Московская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,34845000.0,12262000.0,0.5822,1.2182,0.368,14270000.0,33323000.0,9435000.0,253000.0,,5159000.0,10000.0,5159000.0,3950000.0,10617000.0,-127000.0,,0.0001,0.334,-0.0036,113.3622,-0.6997,-275.3701,0.6901,29813000.0,,25120000.0,,,-137000.0,20575000.0,,14260000.0,,,,,,,,,,,,,401000.0,2196000.0,,,,,,,,,,,,1580000.0,3375000.0,,,,0.0039,0.064,0.0705,-0.6544,0.0659,21061000.0,277000.0,10066000.0,0.0037,124000.0,-127000.0
21,22,"АГРОХИМ, АО",1021801062832.0,1992-10-28,25.0,,Действующая,1822000277.0,Удмуртская Республика,Добыча и первичная обработка известняка и гипсового камня,,6942000.0,252000.0,0.1064,,0.0962,6842000.0,2620000.0,100000.0,,,84000.0,,84000.0,,,5274000.0,,0.0,0.0631,0.7597,-0.2973,-15.68,0.3163,0.0631,1584000.0,,1584000.0,,,-97000.0,100000.0,,6842000.0,,,,,,,,,,,,,-193000.0,252000.0,,,,,,,,,,,,266000.0,711000.0,,,,-0.0445,0.0363,0.1064,-0.0592,0.0962,2368000.0,,,-0.1229,-322000.0,5274000.0
22,23,"АГРОХИМСЕРВИС, АО",1041800081850.0,2004-04-27,13.5,,Действующая,1822004722.0,Удмуртская Республика,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,12571000.0,4264000.0,0.2581,,0.2051,3160000.0,20785000.0,2046000.0,5522000.0,,,16000.0,,,1843000.0,11764000.0,,0.0684,9.3779,0.9358,0.7314,0.9142,0.0686,11.6617,807000.0,,807000.0,,,11754000.0,9411000.0,,1118000.0,,,,,,,,,,,,,4210000.0,4264000.0,,,,,,,,19000.0,,2026000.0,,120000.0,193000.0,,,,0.3408,0.8516,0.2581,0.3687,0.2051,16521000.0,,,0.1762,3662000.0,11764000.0
23,24,"АДМ, ООО",1026101645448.0,2000-07-04,17.5,,Действующая,6134008443.0,Ростовская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,9287000.0,404000.0,0.0233,,0.0227,279000.0,17759000.0,202000.0,6000.0,,,,,321000.0,8800000.0,-333000.0,,0.0,0.0216,-0.0359,1.8378,-0.0679,-28.8889,0.9364,9620000.0,,9299000.0,,,-341000.0,9008000.0,,279000.0,,,,,,,,,,,,,-50000.0,404000.0,,,,,,,,,,,,517000.0,971000.0,,,,-0.011,0.0435,0.0233,0.331,0.0227,17355000.0,43000.0,,-0.0053,-95000.0,-333000.0
24,25,"АДС, ООО",1084910001989.0,1996-07-19,21.5,,Действующая,4909099139.0,Магаданская область,Добыча антрацита открытым способом,,217559000.0,16713000.0,0.2084,,0.1725,57835000.0,96911000.0,112831000.0,24025000.0,9968000.0,34789000.0,53133000.0,34789000.0,14955000.0,9825000.0,124466000.0,,0.0063,2.571,0.5721,0.5353,0.4172,0.7479,2.7395,58304000.0,12611000.0,43349000.0,,,110245000.0,159724000.0,,4702000.0,,,,,,,,,,,,,74358000.0,16713000.0,,,,,,,,2163000.0,6671000.0,,,51549000.0,53580000.0,,,,0.3738,0.1312,0.2084,0.7179,0.1725,80198000.0,3322000.0,,0.733,71036000.0,124466000.0
25,26,"АДЫГЕЯНЕРУД, ОАО",1020100509406.0,1994-06-16,23.5,,Действующая,103003042.0,Адыгея (Республика) (Адыгея),"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,36055000.0,37103000.0,0.5941,1.5428,0.3727,11211000.0,99558000.0,6769000.0,7216000.0,,9882000.0,,9882000.0,,9523000.0,9944000.0,,0.0044,0.9441,0.2758,-0.1274,-0.051,2.6258,1.5308,16229000.0,,14979000.0,,,8605000.0,24844000.0,,9992000.0,,,,,,,,,,,,,8311000.0,13054000.0,,,,,,,,,,1219000.0,,87981000.0,92724000.0,,,,0.2063,0.4967,0.1509,-25.6923,0.1311,62455000.0,462000.0,24049000.0,0.0788,7849000.0,9944000.0
26,27,"АЗГОР, ОАО",1021601570506.0,1998-11-10,19.0,,Действующая,1643002581.0,Республика Татарстан,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,242651000.0,21541000.0,0.1089,,0.0982,123582000.0,219437000.0,43588000.0,10280000.0,,81089000.0,,75742000.0,4815000.0,60703000.0,20159000.0,,0.0007,0.4128,0.0831,-5.1304,-0.8686,11.0369,0.8421,141403000.0,,133827000.0,,,19959000.0,119069000.0,,122975000.0,,,,,,,,,,,,,13443000.0,21541000.0,,,,,,,,22000.0,4369000.0,,,5281000.0,9032000.0,,,100000.0,0.0468,0.0948,0.1089,0.4938,0.0982,197896000.0,268000.0,,0.0364,7984000.0,20159000.0
27,28,"АЗИМУТ ИТС, ООО",1068608008259.0,2006-10-23,11.0,,Действующая,8608052222.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,49383000.0,15431000.0,0.2394,,0.1931,67000.0,79900000.0,37265000.0,11836000.0,,,,,,,13012000.0,,0.0033,1.3559,0.2635,0.9949,0.2625,2.7952,1.3559,36371000.0,,36371000.0,,,12992000.0,49316000.0,,67000.0,,,,,,,,,,,,,15659000.0,15431000.0,,,,,,,,222000.0,,,,417000.0,411000.0,,,,0.2455,0.4133,0.2394,0.5574,0.1931,64469000.0,3132000.0,,0.1568,12527000.0,13012000.0
