,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2010, Активы  всего, ед. RUB","2010, Валовая прибыль (убыток), ед. RUB","2010, Валовая рентабельность затрат, %","2010, Валовая рентабельность коммерческих и управленческих расходов, %","2010, Валовая рентабельность, %","2010, Внеоборотные активы, ед. RUB","2010, Выручка, ед. RUB","2010, Дебиторская задолженность, ед. RUB","2010, Денежные средства и денежные эквиваленты, ед. RUB","2010, Добавочный капитал, ед. RUB","2010, Долгосрочные обязательства, ед. RUB","2010, Долгосрочные финансовые вложения, ед. RUB","2010, Заёмные средства (долгосрочные), ед. RUB","2010, Заёмные средства (краткосрочные), ед. RUB","2010, Запасы, ед. RUB","2010, Капитал и резервы, ед. RUB","2010, Коммерческие расходы, ед. RUB","2010, Коэффициент абсолютной ликвидности, %","2010, Коэффициент быстрой ликвидности, %","2010, Коэффициент концентрации собственного капитала (автономии), %","2010, Коэффициент маневренности собственных средств, %","2010, Коэффициент обеспеченности собственными оборотными средствами, %","2010, Коэффициент соотношения заемных и собственных средств, %","2010, Коэффициент текущей ликвидности, %","2010, Краткосрочные обязательства, ед. RUB","2010, Краткосрочные финансовые вложения, ед. RUB","2010, Кредиторская задолженность, ед. RUB","2010, Налог на прибыль, ед. RUB","2010, Нематериальные активы, ед. RUB","2010, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2010, Оборотные активы, ед. RUB","2010, Оплата процентов по долговым обязательствам, ед. RUB","2010, Основные средства , ед. RUB","2010, Получение дивидендов, процентов, ед. RUB","2010, Получение кредитов и займов, ед. RUB","2010, Поступление денежных вкладов собственников (участников), ед. RUB","2010, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2010, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2010, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2010, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2010, Поступления от инвестиционных операций, ед. RUB","2010, Поступления от перепродажи финансовых вложений, ед. RUB","2010, Поступления от продаж, ед. RUB","2010, Поступления от текущих операций, ед. RUB","2010, Поступления от финансовых операций, ед. RUB","2010, Прибыль (убыток) до налогообложения , ед. RUB","2010, Прибыль (убыток) от продажи, ед. RUB","2010, Прибыль от приносящей доход деятельности, ед. RUB","2010, Приобретение акций (долей участия), ед. RUB","2010, Приобретение внеоборотных активов, ед. RUB","2010, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2010, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2010, Продажа акций других организаций, ед. RUB","2010, Продажа внеоборотных активов, ед. RUB","2010, Проценты к получению, ед. RUB","2010, Проценты к уплате, ед. RUB","2010, Прочие внеоборотные активы, ед. RUB","2010, Прочие долгосрочные обязательства, ед. RUB","2010, Прочие доходы, ед. RUB","2010, Прочие расходы, ед. RUB","2010, Расходы на содержание аппарата управления, ед. RUB","2010, Расходы на целевые мероприятия, ед. RUB","2010, Резервный капитал, ед. RUB","2010, Рентабельность активов (ROA), %","2010, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2010, Рентабельность затрат, %","2010, Рентабельность капитала (ROE), %","2010, Рентабельность продаж , %","2010, Себестоимость продаж, ед. RUB","2010, Текущий налог на прибыль, ед. RUB","2010, Управленческие расходы, ед. RUB","2010, Чистая норма прибыли (ROS), %","2010, Чистая прибыль (убыток), ед. RUB","2010, Чистые активы, ед. RUB"
10,11,"АБЗАКОВСКИЙ ЩЕБЕНЬ, ООО",1040202125336.0,2004-11-25,13.0,2016-12-30,Недействующая,201008031.0,Башкортостан (Республика),"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев","Ликвидировано вследствие банкротства от 30.12.2016, Решение о признании должника банкротом и открытии конкурсного производства от 07.05.2016",1596000.0,1122000.0,0.2008,1.3047,0.1672,71000.0,6710000.0,465000.0,6000.0,,,,,,916000.0,-7058000.0,,0.0,0.0704,-4.4223,1.0101,-4.6748,-1.2261,0.1762,8654000.0,,8654000.0,,,-7068000.0,1525000.0,,7000.0,,,,,,,,,,,,,-1587000.0,262000.0,,,,,,,,,,,,103000.0,1952000.0,,,,-1.1129,0.1931,0.0406,0.2533,0.039,5588000.0,,860000.0,-0.2365,-1587000.0,-7058000.0
11,12,"АВА, ООО",1022601961557.0,1994-09-05,23.0,,Реорганизуется,2634041650.0,Ставропольский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Находится в процессе реорганизации в форме выделения от 29.09.2017,12828000.0,111000.0,0.0641,0.151,0.0603,3121000.0,1842000.0,3968000.0,7000.0,,6982000.0,,6982000.0,,5724000.0,1971000.0,,0.0,1.0279,0.1536,-0.5835,-0.1185,5.5084,2.505,3875000.0,,3875000.0,,,1956000.0,9707000.0,,637000.0,,,,,,,,,,,,,64000.0,-624000.0,,,,,,,,,,,,877000.0,189000.0,,,,0.0031,-0.0629,-0.253,0.0263,-0.3388,1731000.0,13000.0,735000.0,0.0277,51000.0,1971000.0
12,13,"АВГУСТ, ООО",1042402650817.0,2004-06-23,13.5,,Действующая,2465084078.0,Красноярский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,2006000.0,228000.0,0.1814,0.2266,0.1535,868000.0,1485000.0,829000.0,11000.0,,,,,20000.0,298000.0,555000.0,1006000.0,0.0001,0.5782,0.2767,-0.564,-0.2753,2.6144,0.7836,1451000.0,,1430000.0,,,545000.0,1137000.0,,868000.0,,,,,,,,,,,,,690000.0,-778000.0,,,,,,,,,,,,1770000.0,302000.0,,,,0.2583,-0.3953,-0.3438,2.6934,-0.5239,1257000.0,53000.0,,0.429,637000.0,555000.0
13,14,"АВРОРА, ООО",1077746333180.0,2007-02-12,11.0,2014-10-30,Недействующая,7714681654.0,Москва,Предоставление услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.10.2014, Сообщения о принятии решения о реорганизации от 10.09.2014",7284000.0,7451000.0,2.7323,1.0074,0.7321,2119000.0,10178000.0,3912000.0,10000.0,,,,,,1243000.0,1579000.0,68000.0,0.0,0.6875,0.2168,-0.342,-0.1045,3.613,0.9053,5705000.0,,5705000.0,,2119000.0,1559000.0,5165000.0,,,,,,,,,,,,,,,1645000.0,55000.0,,,,,,,,1976000.0,,,,,386000.0,,,,0.108,0.01,0.0054,1.0813,0.0054,2727000.0,329000.0,7328000.0,0.1293,1316000.0,1579000.0
14,15,"АВТОДОР, ОАО",1041100403827.0,2004-02-16,14.0,2014-07-01,Недействующая,1101301817.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при преобразовании от 01.07.2014, Сообщения о принятии решения о реорганизации от 28.05.2014",139153000.0,47984000.0,0.6953,3.6834,0.4101,17890000.0,116999000.0,12701000.0,7188000.0,,4903000.0,,,,57369000.0,109453000.0,2135000.0,0.0206,2.5767,0.7866,0.8366,0.7551,0.2713,4.8902,24797000.0,44000000.0,24797000.0,,,44129000.0,121263000.0,,16003000.0,,,,,,,,,,,,,33943000.0,34957000.0,,,,,,,,570000.0,,,,4931000.0,6515000.0,,,3316000.0,0.1846,0.4299,0.4261,0.2247,0.2988,69015000.0,9328000.0,10892000.0,0.1915,22411000.0,109453000.0
15,16,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,20085000.0,23953000.0,0.0584,1.5771,0.0551,35000.0,434404000.0,13656000.0,6043000.0,,,,,3188000.0,245000.0,16422000.0,15188000.0,0.0165,5.4065,0.8176,0.9979,0.8173,0.2231,5.4734,3663000.0,,475000.0,,,16412000.0,20049000.0,,32000.0,,,,,,,,,,,,,6454000.0,8765000.0,,,,,,,,,287000.0,,,1165000.0,3189000.0,,,,0.2304,4.156,0.0206,0.2759,0.0202,410451000.0,1323000.0,,0.0118,5135000.0,16422000.0
16,17,"АВТОСТРОЙ, ООО",1095222000576.0,2009-06-23,8.5,2017-12-13,Недействующая,5211001475.0,Нижегородская область,"Добыча камня, песка и глины",Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 13.12.2017,490000.0,303000.0,1.0271,,0.5067,74000.0,598000.0,,354000.0,,,,,,,477000.0,,0.2723,32.0,0.9735,0.8449,0.9688,0.0273,32.0,13000.0,,13000.0,,,227000.0,416000.0,,74000.0,,,,,,,,,,,,,303000.0,303000.0,,,,,,,,,,,,,,,,,0.6676,4.0946,1.0271,0.6798,0.5067,295000.0,61000.0,,0.4047,242000.0,477000.0
17,18,"АГАН-БУРЕНИЕ, ЗАО",1088603007899.0,2008-09-15,9.0,2016-10-28,Недействующая,8620018764.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Ликвидировано вследствие банкротства от 28.10.2016,1376151000.0,188004000.0,0.5915,2.4958,0.3717,365449000.0,505836000.0,271829000.0,5723000.0,314754000.0,421203000.0,,378900000.0,216744000.0,717133000.0,451626000.0,,0.0003,0.5833,0.3282,0.1908,0.0853,2.0471,2.0081,503322000.0,7739000.0,286578000.0,,,72172000.0,1010702000.0,,353340000.0,,,,,,,,,,,,,11716000.0,112675000.0,,,,,,,,4152000.0,82679000.0,,,28044000.0,50476000.0,,,,0.0016,0.1001,0.2866,0.0046,0.2228,317832000.0,,75329000.0,0.0041,2090000.0,451626000.0
18,19,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",431733000.0,75920000.0,0.2867,9.879,0.2228,115595000.0,340732000.0,110261000.0,10618000.0,,300000000.0,,300000000.0,,171882000.0,20041000.0,,0.001,1.2916,0.0464,-4.7679,-0.3023,20.5425,2.8304,111692000.0,,111692000.0,,11000.0,20031000.0,316138000.0,,115584000.0,,,,,,,,,,,,,12256000.0,68235000.0,,,,,,,,,50400000.0,,,3122000.0,8701000.0,,,,0.0237,0.208,0.2504,0.6299,0.2003,264812000.0,2538000.0,7685000.0,0.0282,9600000.0,20041000.0
19,20,"АГК, ОАО",1027401784740.0,1999-12-29,18.0,,Действующая,7435006346.0,Челябинская область,Добыча и обогащение медной руды,Сообщения о принятии решения о реорганизации от 29.05.2013,2009907000.0,179924000.0,0.3332,2.0854,0.2499,1359321000.0,719912000.0,494111000.0,13000.0,410000.0,591780000.0,900885000.0,577652000.0,,145479000.0,1358412000.0,45586000.0,0.0,8.4586,0.6759,-0.0007,-0.0014,0.4796,10.8949,59715000.0,,59715000.0,,,1357679000.0,650586000.0,,312772000.0,,,,,,,,,,,,,126043000.0,93644000.0,,,,,,,,127965000.0,82072000.0,,,783000.0,14277000.0,,,,0.0515,0.194,0.1495,0.076,0.1301,539988000.0,26255000.0,40694000.0,0.1382,99481000.0,1358412000.0
20,21,"АГРОБЫТСЕРВИС, МУП",1083827002203.0,2008-11-01,9.0,2014-10-13,Недействующая,3827031770.0,Иркутская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Ликвидировано вследствие банкротства от 13.10.2014, Решение о признании должника банкротом и открытии конкурсного производства от 13.02.2013",2161000.0,61000.0,0.0054,,0.0054,187000.0,11373000.0,1503000.0,450000.0,,,,,,,219000.0,,0.0023,1.0165,0.1013,0.1461,0.0162,8.8676,1.0165,1942000.0,,1942000.0,,,116000.0,1974000.0,,187000.0,,,,,,,,,,,,,59000.0,61000.0,,,,,,,,,,,,,2000.0,,,,0.0334,0.0362,0.0054,0.2404,0.0054,11312000.0,12000.0,,0.0041,47000.0,219000.0
21,22,"АГРОПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ, ООО",1084717000433.0,2008-06-04,9.5,2016-02-11,Недействующая,4717009981.0,Ленинградская область,Агломерация торфа,"Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 11.02.2016, Сведения о принятых регистрирующими органами решениях о предстоящем исключении недействующих юридических лиц из единого государственного реестра юридических лиц от 14.10.2015",15268000.0,102000.0,,1.1724,1.0,8603000.0,102000.0,2145000.0,86000.0,,15568000.0,,15568000.0,,4432000.0,-618000.0,,,7.022,-0.0405,14.9207,-1.3835,-25.7055,20.9591,318000.0,,318000.0,,,-628000.0,6665000.0,,8603000.0,,,,,,,,,,,,,-372000.0,15000.0,,,,,,,,,384000.0,,,5000.0,8000.0,,,,,,0.1724,0.5544,0.1471,,,87000.0,-3.6471,-372000.0,-618000.0
22,23,"АГРОПРОМЭНЕРГО, ООО",1022602424360.0,1998-04-29,19.5,,Действующая,2605010150.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,60134000.0,32667000.0,0.7833,1.5051,0.4392,34859000.0,74373000.0,10790000.0,168000.0,,66410000.0,,66409000.0,588000.0,12691000.0,-32956000.0,21704000.0,0.0001,0.4717,-0.548,2.0577,-2.6831,-2.8247,0.9473,26680000.0,,26092000.0,,,-33327000.0,25275000.0,,32471000.0,,,,,,,,,,,,,7274000.0,10963000.0,,,,,,,,,1848000.0,,,13000.0,1854000.0,,,,0.1378,0.2003,0.1729,-0.1921,0.1474,41706000.0,,,0.0942,7003000.0,-32956000.0
23,24,"АГРОСТРОЙСЕРВИС, ООО",1025001274033.0,1997-03-13,20.5,,Действующая,5009023820.0,Московская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,28452000.0,12823000.0,0.7575,1.3899,0.431,15190000.0,29750000.0,5756000.0,155000.0,,5159000.0,10000.0,5159000.0,,7289000.0,-252000.0,,0.0001,0.2537,-0.0089,61.2778,-1.1644,-113.9008,0.5633,23544000.0,,23544000.0,,,-262000.0,13262000.0,,14343000.0,,,,,,,,,,,,,3191000.0,3597000.0,,,,,,,,,,,,5087000.0,5493000.0,,,,0.1131,0.1414,0.1375,-1.7263,0.1209,16927000.0,,9226000.0,0.1073,3191000.0,-251000.0
24,25,"АГРОХИМ, АО",1021801062832.0,1992-10-28,25.0,,Действующая,1822000277.0,Удмуртская Республика,Добыча и первичная обработка известняка и гипсового камня,,7537000.0,108000.0,0.0378,,0.0365,6891000.0,2962000.0,646000.0,,5722000.0,84000.0,,84000.0,,,5596000.0,,0.0,0.3479,0.7425,-0.2314,-2.0046,0.3469,0.0539,1857000.0,,1857000.0,,,,646000.0,,6891000.0,,,,,,,,,,,,,-152000.0,108000.0,,,,,,,,,,,,16000.0,276000.0,,,,-0.0449,0.0145,0.0378,-0.0595,0.0365,2854000.0,,,-0.1158,-343000.0,5596000.0
25,26,"АГРОХИМСЕРВИС, АО",1041800081850.0,2004-04-27,13.5,,Действующая,1822004722.0,Удмуртская Республика,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,8920000.0,1524000.0,0.0825,,0.0762,1574000.0,19993000.0,3148000.0,2522000.0,,,16000.0,,160000.0,1676000.0,8102000.0,,0.0308,6.9315,0.9083,0.8057,0.8886,0.101,7.3875,818000.0,,658000.0,,,8092000.0,7346000.0,,913000.0,,,,,,,,,,,,,1549000.0,1524000.0,,,,,,,,3000.0,,,,186000.0,164000.0,,,,0.0986,0.2912,0.0825,0.1111,0.0762,18469000.0,696000.0,,0.0427,853000.0,8102000.0
26,27,"АДМ, ООО",1026101645448.0,2000-07-04,17.5,,Действующая,6134008443.0,Ростовская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,7915000.0,364000.0,0.0222,,0.0217,380000.0,16758000.0,114000.0,9000.0,,,,,109000.0,7412000.0,-241000.0,,0.0,0.0151,-0.0304,2.5768,-0.0824,-33.8423,0.9239,8156000.0,,8047000.0,,,-249000.0,7535000.0,,380000.0,,,,,,,,,,,,,252000.0,364000.0,,,,,,,,,,,,528000.0,640000.0,,,,0.0279,0.0467,0.0222,-1.0318,0.0217,16394000.0,9000.0,,0.0145,243000.0,-241000.0
27,28,"АДС, ООО",1084910001989.0,1996-07-19,21.5,,Действующая,4909099139.0,Магаданская область,Добыча антрацита открытым способом,,162554000.0,14305000.0,0.1703,,0.1455,24218000.0,98320000.0,34708000.0,18490000.0,14211000.0,28075000.0,24032000.0,28075000.0,20083000.0,34039000.0,73430000.0,,0.0107,1.7084,0.4517,0.6702,0.3557,1.2137,2.266,61049000.0,46971000.0,40966000.0,,,59209000.0,138336000.0,,186000.0,,,,,,,,,,,,,29846000.0,14305000.0,,,,,,,,1227000.0,5527000.0,,,2501000.0,12602000.0,,,,0.1809,0.2721,0.1703,0.4559,0.1455,84015000.0,1101000.0,,0.2924,28745000.0,73430000.0
