,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2009, Активы  всего, ед. RUB","2009, Валовая прибыль (убыток), ед. RUB","2009, Валовая рентабельность затрат, %","2009, Валовая рентабельность коммерческих и управленческих расходов, %","2009, Валовая рентабельность, %","2009, Внеоборотные активы, ед. RUB","2009, Выручка, ед. RUB","2009, Дебиторская задолженность, ед. RUB","2009, Денежные средства и денежные эквиваленты, ед. RUB","2009, Добавочный капитал, ед. RUB","2009, Долгосрочные обязательства, ед. RUB","2009, Долгосрочные финансовые вложения, ед. RUB","2009, Заёмные средства (долгосрочные), ед. RUB","2009, Заёмные средства (краткосрочные), ед. RUB","2009, Запасы, ед. RUB","2009, Капитал и резервы, ед. RUB","2009, Коммерческие расходы, ед. RUB","2009, Коэффициент абсолютной ликвидности, %","2009, Коэффициент быстрой ликвидности, %","2009, Коэффициент концентрации собственного капитала (автономии), %","2009, Коэффициент маневренности собственных средств, %","2009, Коэффициент обеспеченности собственными оборотными средствами, %","2009, Коэффициент соотношения заемных и собственных средств, %","2009, Коэффициент текущей ликвидности, %","2009, Краткосрочные обязательства, ед. RUB","2009, Краткосрочные финансовые вложения, ед. RUB","2009, Кредиторская задолженность, ед. RUB","2009, Налог на прибыль, ед. RUB","2009, Нематериальные активы, ед. RUB","2009, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2009, Оборотные активы, ед. RUB","2009, Оплата процентов по долговым обязательствам, ед. RUB","2009, Основные средства , ед. RUB","2009, Получение дивидендов, процентов, ед. RUB","2009, Получение кредитов и займов, ед. RUB","2009, Поступление денежных вкладов собственников (участников), ед. RUB","2009, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2009, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2009, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2009, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2009, Поступления от инвестиционных операций, ед. RUB","2009, Поступления от перепродажи финансовых вложений, ед. RUB","2009, Поступления от продаж, ед. RUB","2009, Поступления от текущих операций, ед. RUB","2009, Поступления от финансовых операций, ед. RUB","2009, Прибыль (убыток) до налогообложения , ед. RUB","2009, Прибыль (убыток) от продажи, ед. RUB","2009, Прибыль от приносящей доход деятельности, ед. RUB","2009, Приобретение акций (долей участия), ед. RUB","2009, Приобретение внеоборотных активов, ед. RUB","2009, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2009, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2009, Продажа акций других организаций, ед. RUB","2009, Продажа внеоборотных активов, ед. RUB","2009, Проценты к получению, ед. RUB","2009, Проценты к уплате, ед. RUB","2009, Прочие внеоборотные активы, ед. RUB","2009, Прочие долгосрочные обязательства, ед. RUB","2009, Прочие доходы, ед. RUB","2009, Прочие расходы, ед. RUB","2009, Расходы на содержание аппарата управления, ед. RUB","2009, Расходы на целевые мероприятия, ед. RUB","2009, Резервный капитал, ед. RUB","2009, Рентабельность активов (ROA), %","2009, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2009, Рентабельность затрат, %","2009, Рентабельность капитала (ROE), %","2009, Рентабельность продаж , %","2009, Себестоимость продаж, ед. RUB","2009, Текущий налог на прибыль, ед. RUB","2009, Управленческие расходы, ед. RUB","2009, Чистая норма прибыли (ROS), %","2009, Чистая прибыль (убыток), ед. RUB","2009, Чистые активы, ед. RUB"
10,11,"АВАНТАСТРОЙ, ООО",1075948000545.0,2007-04-11,10.5,2017-07-25,Недействующая,5948032179.0,Башкортостан (Республика),"Добыча камня, песка и глины",Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 25.07.2017,4929000.0,655000.0,0.1063,1.0077,0.0961,84000.0,6817000.0,3351000.0,,,,,,,1144000.0,33000.0,,0.0007,0.7559,0.0067,-1.5455,-0.0105,148.3636,0.9896,4896000.0,350000.0,4896000.0,,,23000.0,4845000.0,,45000.0,,,,,,,,,,,,,51000.0,5000.0,,,,,,,,32000.0,,,,504000.0,490000.0,,,,0.004,0.0013,0.0007,1.6667,0.0007,6162000.0,21000.0,650000.0,0.0044,30000.0,33000.0
11,12,"АВГУСТ, ООО",1042402650817.0,2004-06-23,13.5,,Действующая,2465084078.0,Красноярский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,2935000.0,300000.0,0.3049,0.2235,0.2336,904000.0,1284000.0,1375000.0,86000.0,,,,,,299000.0,-69000.0,1342000.0,0.0003,0.5764,-0.0235,14.1014,-0.4791,-43.5507,0.6759,3005000.0,,1235000.0,,,-79000.0,2031000.0,,904000.0,,,,,,,,,,,,,-669000.0,-1042000.0,,,,,,,,,,,,484000.0,111000.0,,,,-0.2004,-0.4125,-0.448,14.9438,-0.8115,984000.0,,,-0.5179,-665000.0,-70000.0
12,13,"АВК ОЙЛ, ООО",1047796531837.0,2004-07-21,13.5,,Действующая,7733525315.0,Москва,Предоставление услуг в области добычи нефти и природного газа,,196954000.0,81036000.0,0.1309,1.1852,0.1157,45089000.0,700332000.0,119994000.0,2000.0,2000.0,41000000.0,,41000000.0,4609000.0,31869000.0,2884000.0,68371000.0,0.0,0.7839,0.0146,-14.6342,-0.2779,67.292,0.9921,153070000.0,,148461000.0,,,1882000.0,151865000.0,,45089000.0,,,,,,,,,,,,,4311000.0,12665000.0,,,,,,,,,7418000.0,,,8406000.0,9341000.0,,,,0.0007,0.0753,0.0184,0.6966,0.0181,619296000.0,4156000.0,,0.0002,155000.0,2884000.0
13,14,"АВРОРА, ООО",1077746333180.0,2007-02-12,11.0,2014-10-30,Недействующая,7714681654.0,Москва,Предоставление услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.10.2014, Сообщения о принятии решения о реорганизации от 10.09.2014",17076000.0,6120000.0,,1.0102,1.0,858000.0,6120000.0,15423000.0,393000.0,,,,,,57000.0,855000.0,,0.0002,0.9963,0.0501,-0.0035,-0.0002,18.9719,0.9998,16221000.0,,16221000.0,,,845000.0,16218000.0,,858000.0,,,,,,,,,,,,,89000.0,62000.0,,,,,,,,,,,,50000.0,23000.0,,,,0.0043,0.0251,0.0102,0.1227,0.0101,,18000.0,6058000.0,0.0116,71000.0,855000.0
14,15,"АВТ-УРАЛ, ООО",1076615000747.0,2007-09-19,10.0,,Действующая,6615011311.0,Свердловская область,Предоставление услуг в других областях добычи полезных ископаемых,,89518000.0,89924000.0,0.2036,1.8242,0.1692,7856000.0,531497000.0,42308000.0,2310000.0,,251000.0,,,,33806000.0,37214000.0,27235000.0,0.0004,0.9194,0.4157,0.7889,0.3595,1.4055,1.5688,52053000.0,,49534000.0,,,37114000.0,81662000.0,,4028000.0,,,,,,,,,,,,,40384000.0,40630000.0,,,,,,,,,,754000.0,,917000.0,1163000.0,,,,0.4895,0.6947,0.0828,1.6617,0.0764,441573000.0,7812000.0,22059000.0,0.0604,32084000.0,37214000.0
15,16,"АВТОДОР, ОАО",1041100403827.0,2004-02-16,14.0,2014-07-01,Недействующая,1101301817.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при преобразовании от 01.07.2014, Сообщения о принятии решения о реорганизации от 28.05.2014",103601000.0,26623000.0,0.47,2.1691,0.3197,18064000.0,83269000.0,21008000.0,17992000.0,,7292000.0,,,,46532000.0,90046000.0,1704000.0,0.0287,6.2278,0.8692,0.7994,0.8415,0.1505,13.6575,6263000.0,,6263000.0,,,24722000.0,85537000.0,,16492000.0,,,,,,,,,,,,,9448000.0,14349000.0,,,,,,,,684000.0,,,,3298000.0,8883000.0,,,3316000.0,0.0669,0.1969,0.2082,0.0778,0.1723,56646000.0,6000.0,10570000.0,0.0879,7322000.0,90046000.0
16,17,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,24980000.0,19343000.0,0.0518,0.9609,0.0493,59000.0,392414000.0,22699000.0,1389000.0,,,,,3188000.0,276000.0,21107000.0,20130000.0,0.0036,6.363,0.845,0.9972,0.8446,0.1835,6.4343,3873000.0,,685000.0,,,21097000.0,24920000.0,,59000.0,,,,,,,,,,,,,1175000.0,-787000.0,,,,,,,,,293000.0,,,4473000.0,2218000.0,,,,0.034,-0.0755,-0.002,0.0453,-0.002,373071000.0,238000.0,,0.0024,937000.0,21107000.0
17,18,"АГАН-БУРЕНИЕ, ЗАО",1088603007899.0,2008-09-15,9.0,2016-10-28,Недействующая,8620018764.0,Тюменская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Ликвидировано вследствие банкротства от 28.10.2016,1219258000.0,226221000.0,0.68,1.7343,0.4048,408243000.0,558881000.0,194574000.0,1563000.0,314754000.0,38333000.0,,,257012000.0,568820000.0,449537000.0,,0.0007,0.3311,0.3687,0.0919,0.0509,1.7123,1.1089,731388000.0,46058000.0,474376000.0,,,70083000.0,811015000.0,,390614000.0,,,,,,,,,,,,,21299000.0,95785000.0,,,,,,,,3944000.0,34247000.0,,,23517000.0,67700000.0,,,,0.0083,0.0955,0.2068,0.0227,0.1714,332660000.0,,130436000.0,0.0181,10106000.0,449537000.0
18,19,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",379664000.0,44166000.0,0.2193,7.4807,0.1799,76362000.0,245561000.0,138779000.0,458000.0,,355190000.0,,300000000.0,,149347000.0,10441000.0,,0.0003,10.9709,0.0275,-6.3137,-0.2173,35.3628,21.6135,14033000.0,,14033000.0,,11000.0,10431000.0,303302000.0,,70614000.0,,,,,,,,,,,,,4168000.0,38262000.0,,,,,,,,,,,55190000.0,18153000.0,52247000.0,,,,0.0032,0.1237,0.1846,-0.2232,0.1558,201395000.0,3200000.0,5904000.0,0.0039,968000.0,10441000.0
19,20,"АГК, ОАО",1027401784740.0,1999-12-29,18.0,,Действующая,7435006346.0,Челябинская область,Добыча и обогащение медной руды,Сообщения о принятии решения о реорганизации от 29.05.2013,1850099000.0,257984000.0,0.4704,3.1204,0.3199,1314541000.0,806384000.0,322238000.0,43000.0,1516000.0,535180000.0,899123000.0,521270000.0,,207372000.0,1258931000.0,47885000.0,0.0,5.8617,0.6805,-0.0442,-0.1038,0.4696,9.5656,55988000.0,,55988000.0,,,1257092000.0,535558000.0,,363381000.0,,,,,,,,,,,,,130694000.0,175307000.0,,,,,,,,123448000.0,81153000.0,,,34632000.0,121540000.0,,,,0.0553,0.2983,0.2778,0.0853,0.2174,548400000.0,26129000.0,34792000.0,0.127,102448000.0,1258931000.0
20,21,"АГРОБЫТСЕРВИС, МУП",1083827002203.0,2008-11-01,9.0,2014-10-13,Недействующая,3827031770.0,Иркутская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Ликвидировано вследствие банкротства от 13.10.2014, Решение о признании должника банкротом и открытии конкурсного производства от 13.02.2013",650000.0,93000.0,0.0409,,0.0393,87000.0,2369000.0,302000.0,260000.0,,,,,,,172000.0,,0.0054,1.1778,0.2646,0.4942,0.151,2.7791,1.1778,478000.0,,478000.0,,,69000.0,563000.0,,87000.0,,,,,,,,,,,,,90000.0,93000.0,,,,,,,,,,,,,3000.0,,,,0.0937,0.2906,0.0409,0.1361,0.0393,2276000.0,18000.0,,0.0304,72000.0,172000.0
21,22,"АГРОПРОМЭНЕРГО, ООО",1022602424360.0,1998-04-29,19.5,,Действующая,2605010150.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,41481000.0,443000.0,0.0136,0.0985,0.0134,23408000.0,33052000.0,8842000.0,1000.0,,59147000.0,,59146000.0,3298000.0,6672000.0,-39959000.0,4496000.0,0.0,0.5114,-0.9633,1.5858,-3.5062,-2.0381,0.8107,22293000.0,,18995000.0,,,-40330000.0,18073000.0,,9152000.0,,,,,,,,,,,,,-5719000.0,-4053000.0,,,,,,,,,1635000.0,,,2473000.0,2504000.0,,,,-0.1631,-0.1704,-0.1092,0.1778,-0.1226,32609000.0,1221000.0,,-0.21,-6940000.0,-39959000.0
22,23,"АГРОСТРОЙСЕРВИС, ООО",1025001274033.0,1997-03-13,20.5,,Действующая,5009023820.0,Московская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,27973000.0,3625000.0,0.2624,0.4197,0.2079,12286000.0,17440000.0,7163000.0,4610000.0,,5159000.0,10000.0,5159000.0,8000000.0,3843000.0,-3445000.0,,0.0018,0.451,-0.1232,4.5663,-1.0028,-9.1199,0.5974,26259000.0,,18259000.0,,,-3454000.0,15687000.0,,9516000.0,,,,,,,,,,,,,-1694000.0,-5012000.0,,,,,,,,,,,,4921000.0,1603000.0,,,,-0.0636,-0.353,-0.2232,0.6023,-0.2874,13815000.0,,8637000.0,-0.0971,-1694000.0,-3445000.0
23,24,"АГРОТРАНС, ООО",1054303514396.0,2005-07-14,12.5,,Действующая,4307008670.0,Кировская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,516000.0,330000.0,0.2572,,0.2046,1000.0,1613000.0,439000.0,,,,,,,76000.0,64000.0,,,0.9712,0.124,0.9844,0.1223,7.0625,1.1394,452000.0,,452000.0,,,54000.0,515000.0,,1000.0,,,,,,,,,,,,,52000.0,330000.0,,,,,,,,,,,,1000.0,279000.0,,,,0.093,0.6408,0.2572,1.3514,0.2046,1283000.0,2000.0,,0.031,50000.0,64000.0
24,25,"АГРОХИМСЕРВИС, АО",1041800081850.0,2004-04-27,13.5,,Действующая,1822004722.0,Удмуртская Республика,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,8377000.0,1448000.0,0.0964,,0.0879,819000.0,16476000.0,3239000.0,2536000.0,,,11000.0,,197000.0,1783000.0,7249000.0,,,5.1197,0.8653,0.887,0.8508,0.1556,5.5195,1128000.0,,931000.0,,,7239000.0,7558000.0,,808000.0,,,,,,,,,,,,,1756000.0,1448000.0,,,,,,,,9000.0,,,,321000.0,22000.0,,,,,0.1729,0.0964,0.1846,0.0879,15028000.0,339000.0,,0.086,1417000.0,7249000.0
25,26,"АДМ, ООО",1026101645448.0,2000-07-04,17.5,,Действующая,6134008443.0,Ростовская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,9478000.0,1968000.0,0.2422,,0.195,495000.0,10092000.0,2977000.0,151000.0,,,,,118000.0,5853000.0,-230000.0,,0.0002,0.3224,-0.0243,3.1522,-0.0807,-42.2087,0.9253,9708000.0,,9590000.0,,,-238000.0,8983000.0,,495000.0,,,,,,,,,,,,,1909000.0,1968000.0,,,,,,,,,,,,421000.0,480000.0,,,,0.2828,0.2153,0.2422,-1.6089,0.195,8124000.0,,,0.1892,1909000.0,-230000.0
26,27,"АДРЭМ, ООО",1065903010381.0,2006-02-26,12.0,2017-09-01,Недействующая,5903018706.0,Республика Татарстан,Добыча торфа,Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 01.09.2017,2625000.0,2278000.0,0.1546,1.0735,0.1339,6000.0,17015000.0,967000.0,474000.0,,,,,,1171000.0,373000.0,,0.0021,0.643,0.1421,0.9839,0.1401,6.0375,1.163,2252000.0,,2252000.0,,,363000.0,2619000.0,,6000.0,,,,,,,,,,,,,119000.0,156000.0,,,,,,,,,,,,,37000.0,,,,0.0247,0.0728,0.0093,0.3132,0.0092,14737000.0,18000.0,2122000.0,0.0059,101000.0,373000.0
27,28,"АДС, ООО",1084910001989.0,1996-07-19,21.5,,Действующая,4909099139.0,Магаданская область,Добыча антрацита открытым способом,,155256000.0,22153000.0,0.2644,2.6279,0.2091,26866000.0,105949000.0,99009000.0,7814000.0,14210000.0,51657000.0,25752000.0,51657000.0,1873000.0,16348000.0,52685000.0,,0.0025,2.2006,0.3393,0.4901,0.2011,1.9469,2.5217,50914000.0,5000000.0,43123000.0,,,38465000.0,128390000.0,,1114000.0,,,,,,,,,,,,,13211000.0,13723000.0,,,,,,,,1364000.0,6593000.0,,,2305000.0,9983000.0,,,,0.0566,0.2188,0.1488,0.1618,0.1295,83796000.0,3676000.0,8430000.0,0.09,9535000.0,52685000.0
