,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2009, Активы  всего, ед. RUB","2009, Валовая прибыль (убыток), ед. RUB","2009, Валовая рентабельность затрат, %","2009, Валовая рентабельность коммерческих и управленческих расходов, %","2009, Валовая рентабельность, %","2009, Внеоборотные активы, ед. RUB","2009, Выручка, ед. RUB","2009, Дебиторская задолженность, ед. RUB","2009, Денежные средства и денежные эквиваленты, ед. RUB","2009, Добавочный капитал, ед. RUB","2009, Долгосрочные обязательства, ед. RUB","2009, Долгосрочные финансовые вложения, ед. RUB","2009, Заёмные средства (долгосрочные), ед. RUB","2009, Заёмные средства (краткосрочные), ед. RUB","2009, Запасы, ед. RUB","2009, Капитал и резервы, ед. RUB","2009, Коммерческие расходы, ед. RUB","2009, Коэффициент абсолютной ликвидности, %","2009, Коэффициент быстрой ликвидности, %","2009, Коэффициент концентрации собственного капитала (автономии), %","2009, Коэффициент маневренности собственных средств, %","2009, Коэффициент обеспеченности собственными оборотными средствами, %","2009, Коэффициент соотношения заемных и собственных средств, %","2009, Коэффициент текущей ликвидности, %","2009, Краткосрочные обязательства, ед. RUB","2009, Краткосрочные финансовые вложения, ед. RUB","2009, Кредиторская задолженность, ед. RUB","2009, Налог на прибыль, ед. RUB","2009, Нематериальные активы, ед. RUB","2009, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2009, Оборотные активы, ед. RUB","2009, Оплата процентов по долговым обязательствам, ед. RUB","2009, Основные средства , ед. RUB","2009, Получение дивидендов, процентов, ед. RUB","2009, Получение кредитов и займов, ед. RUB","2009, Поступление денежных вкладов собственников (участников), ед. RUB","2009, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2009, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2009, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2009, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2009, Поступления от инвестиционных операций, ед. RUB","2009, Поступления от перепродажи финансовых вложений, ед. RUB","2009, Поступления от продаж, ед. RUB","2009, Поступления от текущих операций, ед. RUB","2009, Поступления от финансовых операций, ед. RUB","2009, Прибыль (убыток) до налогообложения , ед. RUB","2009, Прибыль (убыток) от продажи, ед. RUB","2009, Прибыль от приносящей доход деятельности, ед. RUB","2009, Приобретение акций (долей участия), ед. RUB","2009, Приобретение внеоборотных активов, ед. RUB","2009, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2009, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2009, Продажа акций других организаций, ед. RUB","2009, Продажа внеоборотных активов, ед. RUB","2009, Проценты к получению, ед. RUB","2009, Проценты к уплате, ед. RUB","2009, Прочие внеоборотные активы, ед. RUB","2009, Прочие долгосрочные обязательства, ед. RUB","2009, Прочие доходы, ед. RUB","2009, Прочие расходы, ед. RUB","2009, Расходы на содержание аппарата управления, ед. RUB","2009, Расходы на целевые мероприятия, ед. RUB","2009, Резервный капитал, ед. RUB","2009, Рентабельность активов (ROA), %","2009, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2009, Рентабельность затрат, %","2009, Рентабельность капитала (ROE), %","2009, Рентабельность продаж , %","2009, Себестоимость продаж, ед. RUB","2009, Текущий налог на прибыль, ед. RUB","2009, Управленческие расходы, ед. RUB","2009, Чистая норма прибыли (ROS), %","2009, Чистая прибыль (убыток), ед. RUB","2009, Чистые активы, ед. RUB"
637,638,"ЗСМ, ООО",1042310483709.0,2004-07-30,13.5,,В состоянии банкротства,2318030057.0,Краснодарский край,Добыча глины и каолина,Решение о признании должника банкротом и открытии конкурсного производства от 08.04.2017,237766000.0,9474000.0,0.1815,4.1846,0.1536,185841000.0,61679000.0,30910000.0,171000.0,,139261000.0,,138118000.0,53920000.0,17716000.0,37445000.0,,0.0,0.5603,0.1575,-3.963,-2.8579,5.3497,0.8504,61060000.0,,7140000.0,,,22035000.0,51925000.0,,30802000.0,,,,,,,,,,,,,-1401000.0,7210000.0,,,,,,,,,6699000.0,,,2771000.0,4683000.0,,,,-0.0058,0.1259,0.1324,-0.0365,0.1169,52205000.0,,2264000.0,-0.0216,-1331000.0,37445000.0
638,639,"ЗСМ-ДУБРОВКА, ООО",1024701330521.0,2000-09-28,17.0,2016-08-02,Недействующая,4706016151.0,Ленинградская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Ликвидировано от 02.08.2016, Сообщения о принятии решения о ликвидации от 05.08.2015",28322000.0,10596000.0,0.7658,1.9662,0.4337,25012000.0,24432000.0,1943000.0,99000.0,,6161000.0,77000.0,5526000.0,,270000.0,14551000.0,,0.0001,0.3995,0.5138,-0.7189,-3.1604,0.9464,0.435,7610000.0,,1075000.0,,,14541000.0,3310000.0,,24935000.0,,,,,,,,,,,,,4883000.0,5207000.0,,,,,,,,,1000.0,,,1000.0,324000.0,,,,0.144,0.1983,0.2708,0.3144,0.2131,13836000.0,828000.0,5389000.0,0.1611,3936000.0,14551000.0
639,640,"ЗСПК, ООО",1078603011871.0,2007-12-24,10.0,,Действующая,8603150829.0,Тюменская область,Предоставление прочих услуг в области добычи нефти и природного газа,,357302000.0,340943000.0,0.5304,3.1794,0.3466,122392000.0,983687000.0,155977000.0,54959000.0,,136000.0,,,,23974000.0,244775000.0,,0.0049,1.8768,0.6851,0.5,0.521,0.4597,2.0901,112391000.0,,112391000.0,,,244765000.0,234910000.0,,121341000.0,,,,,,,,,,,,,230450000.0,233709000.0,,,,,,,,3438000.0,,,,349000.0,7046000.0,,,,0.4688,0.8745,0.3116,0.7582,0.2376,642744000.0,47931000.0,107234000.0,0.1863,183275000.0,244775000.0
640,641,"ЗССК ЮГРА, ЗАО",1078603002510.0,2007-03-22,10.5,2016-09-13,Недействующая,8603142585.0,Тюменская область,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек","Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 13.09.2016, Сведения о принятых регистрирующими органами решениях о предстоящем исключении недействующих юридических лиц из единого государственного реестра юридических лиц от 25.05.2016",14697000.0,6118000.0,0.6376,1.347,0.3894,537000.0,15713000.0,12957000.0,1188000.0,,,,,,15000.0,693000.0,,,1.0101,0.0472,0.2251,0.011,20.2078,1.0111,14004000.0,,14004000.0,,,681000.0,14160000.0,,537000.0,,,,,,,,,,,,,593000.0,1576000.0,,,,,,,,,,,,631000.0,1614000.0,,,,,0.1072,0.1115,0.6643,0.1003,9595000.0,120000.0,4542000.0,0.0301,473000.0,693000.0
641,642,"ЗТС-СЕРВИС, ООО",1061831037113.0,2006-07-14,11.5,2014-09-15,Недействующая,1831114471.0,Удмуртская Республика,Предоставление услуг в области добычи нефти и природного газа,"Ликвидировано вследствие банкротства от 15.09.2014, Решение о признании должника банкротом и открытии конкурсного производства от 05.04.2013",11936000.0,8879000.0,0.3435,1.1136,0.2557,3364000.0,34728000.0,6499000.0,1590000.0,,,,,,460000.0,9202000.0,,0.0058,2.9671,0.7709,0.6344,0.6811,0.2971,3.1353,2734000.0,,2734000.0,,,9192000.0,8572000.0,,3364000.0,,,,,,,,,,,,,297000.0,906000.0,,,,,,,,7000.0,,,,419000.0,1035000.0,,,,0.0166,0.103,0.0268,0.0327,0.0261,25849000.0,,7973000.0,0.0086,297000.0,9202000.0
642,643,"ЗУБЦОВСКОЕ ДРСУ, ООО",1166952051804.0,1999-08-17,18.5,2017-05-03,Недействующая,6923008240.0,Тверская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при присоединении от 03.05.2017, Сообщения о принятии решения о реорганизации от 11.01.2017",15829000.0,1389000.0,0.0318,,0.0308,4218000.0,45055000.0,1379000.0,4303000.0,,,,,,4855000.0,13860000.0,,0.0219,3.4312,0.8756,0.6957,0.8304,0.1421,5.8969,1969000.0,,1969000.0,,,1064000.0,11611000.0,,4218000.0,,,,,,,,,,,,,1666000.0,1389000.0,,,,,,,,,,,,901000.0,624000.0,,,166000.0,0.0397,0.1329,0.0318,0.0498,0.0308,43666000.0,995000.0,,0.0149,671000.0,13860000.0
643,644,"ЗЫРЯНСКИЙ УГОЛЬНЫЙ РАЗРЕЗ, АО",1071448000722.0,2007-11-26,10.0,,Действующая,1408004469.0,Саха (Республика) (Якутия),Добыча антрацита открытым способом,,153256000.0,85673000.0,0.2104,,0.1739,52371000.0,492792000.0,36481000.0,11275000.0,,,,,2518000.0,8862000.0,70427000.0,,0.0067,1.111,0.4595,0.2564,0.179,1.1761,1.218,82829000.0,44070000.0,80311000.0,,,70327000.0,100885000.0,,51925000.0,,,,,,,,,,,,,81190000.0,85673000.0,,,,,,,,3470000.0,369000.0,,,638000.0,8222000.0,,,,0.5991,0.9597,0.2104,1.6664,0.1739,407119000.0,17262000.0,,0.1297,63928000.0,70427000.0
644,645,"ИБК, ООО",1041804304431.0,2004-10-05,13.0,2016-01-18,Недействующая,1835061661.0,Удмуртская Республика,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата","Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 18.01.2016, Сведения о принятых регистрирующими органами решениях о предстоящем исключении недействующих юридических лиц из единого государственного реестра юридических лиц от 23.09.2015",1851000.0,3057000.0,0.2077,1.1445,0.172,71000.0,17773000.0,1287000.0,23000.0,,,,,,470000.0,-2529000.0,2671000.0,0.0001,0.2991,-1.3663,1.0281,-1.4607,-1.7319,0.4064,4380000.0,,4380000.0,,,-2539000.0,1780000.0,,71000.0,,,,,,,,,,,,,369000.0,386000.0,,,,,,,,,,,,,17000.0,,,,0.1642,0.2112,0.0222,-0.1102,0.0217,14716000.0,74000.0,,0.0166,295000.0,-2529000.0
645,646,"ИДАН КИВИ, ООО",1031001530801.0,2003-04-28,14.5,,Действующая,1007013025.0,Карелия (Республика),"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,1651000.0,15000.0,15.0,0.0882,0.9375,1031000.0,16000.0,516000.0,22000.0,1031000.0,,,,1144000.0,55000.0,267000.0,170000.0,0.0002,0.4082,0.1617,-2.8614,-1.2323,5.1835,0.448,1384000.0,,240000.0,,,-774000.0,620000.0,,1031000.0,,,,,,,,,,,,,-205000.0,-155000.0,,,,,,,,,,,,260000.0,310000.0,,,,-0.1116,-0.1137,-0.9064,-0.4039,-9.6875,1000.0,,,-12.8125,-205000.0,267000.0
646,647,"ИДЕЛОЙЛ, АО",1021605353296.0,1997-09-04,20.0,,Действующая,1640001780.0,Республика Татарстан,Добыча сырой нефти,,1614998000.0,531080000.0,0.8143,4.8718,0.4488,1426336000.0,1183255000.0,140535000.0,3922000.0,55731000.0,52443000.0,38188000.0,,524975000.0,24018000.0,900256000.0,109010000.0,0.0001,0.2486,0.5574,-0.5844,-2.7885,0.7939,0.2849,662299000.0,,137324000.0,,43000.0,838694000.0,188662000.0,,1269731000.0,,,,,,,,,,,,,321448000.0,422070000.0,,,,,,,,575000.0,64719000.0,2737000.0,,59575000.0,96700000.0,,,761000.0,0.1731,0.3052,0.5545,0.3278,0.3567,652175000.0,48008000.0,,0.2126,251579000.0,900256000.0
647,648,"ИДСК, ООО",1073811007687.0,2007-10-25,10.0,2012-08-31,Недействующая,3811114928.0,Иркутская область,Предоставление услуг в других областях добычи полезных ископаемых,Ликвидировано от 31.08.2012,6381000.0,241000.0,0.1262,0.1281,0.1121,357000.0,2150000.0,3392000.0,,,,,,440000.0,2631000.0,-2475000.0,1881000.0,,0.383,-0.3879,1.1442,-0.4702,-3.5782,0.6801,8856000.0,,8415000.0,,,-2485000.0,6023000.0,,357000.0,,,,,,,,,,,,,-428000.0,-1640000.0,,,,,,,,,,,,1241000.0,29000.0,,,,-0.0637,-0.3184,-0.4327,0.1957,-0.7628,1909000.0,13000.0,,-0.2051,-441000.0,-2475000.0
648,649,"ИЖДРИЛ-НОРДЕКС-ХУНХУА, ООО",5077746853586.0,2007-05-31,10.5,,Действующая,7708639365.0,Москва,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,28125000.0,5906000.0,4.9258,0.5003,0.8312,1325000.0,7105000.0,5051000.0,2786000.0,,,,,14029000.0,16968000.0,-3940000.0,,0.0012,0.3066,-0.1401,1.3363,-0.1965,-8.1383,0.8358,32065000.0,1100000.0,18036000.0,,,-3950000.0,26800000.0,,130000.0,,,,,,,,,,,,,-6135000.0,-5898000.0,,,,,,,,110000.0,159000.0,,,8000.0,196000.0,,,,-0.2194,-0.3155,-0.4536,2.5763,-0.8301,1199000.0,,11804000.0,-0.6953,-4940000.0,-3940000.0
649,650,"ИЗВЕСТКОВЫЙ ЗАВОД, ООО",1069659030726.0,2006-03-01,12.0,2011-07-04,Недействующая,6659135755.0,Свердловская область,Добыча и первичная обработка известняка и гипсового камня,Прекратило деятельность при слиянии от 04.07.2011,18568000.0,433000.0,0.0081,,0.008,1082000.0,54143000.0,8225000.0,,,,,,,8835000.0,311000.0,,,0.4738,0.0167,-2.4791,-0.0441,58.7042,0.9578,18257000.0,,18257000.0,,,301000.0,17486000.0,,,,,,,,,,,,,,,230000.0,433000.0,,,,,,,,,,,,1003000.0,1206000.0,,,,0.0032,0.0254,0.0081,0.2412,0.008,53710000.0,46000.0,,0.0034,184000.0,311000.0
650,651,"ИЗВЕСТНЯК, ООО НПО",1055801300444.0,2005-02-24,13.0,,Действующая,5814003151.0,Пензенская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,32472000.0,3810000.0,0.0945,,0.0864,6263000.0,44117000.0,23731000.0,666000.0,,,,,7152000.0,296000.0,13782000.0,,0.0008,1.3865,0.4244,0.5456,0.2869,1.3561,1.4023,18690000.0,780000.0,11538000.0,,,13772000.0,26209000.0,,6263000.0,,,,,,,,,,,,,1713000.0,3810000.0,,,,,,,,,,,,,2097000.0,,,,0.0382,0.257,0.0945,0.0946,0.0864,40307000.0,489000.0,,0.0277,1224000.0,13782000.0
651,652,"ИЗВЕСТНЯКОВЫЙ КАРЬЕР ГОЛИКОВСКИЙ, ООО",1084807001069.0,2008-11-26,9.0,2013-07-29,Недействующая,4807012717.0,Липецкая область,Добыча и первичная обработка камня для памятников и строительства,"Ликвидировано вследствие банкротства от 29.07.2013, Решение о признании должника банкротом и открытии конкурсного производства от 14.05.2013",91579000.0,142000.0,0.0014,,0.0014,419000.0,101007000.0,86568000.0,,,,,,2000000.0,4592000.0,153000.0,,,0.9469,0.0017,-1.7386,-0.0029,597.5556,0.9971,91426000.0,,89426000.0,,,143000.0,91160000.0,,419000.0,,,,,,,,,,,,,142000.0,142000.0,,,,,,,,,,,,,0.0,,,,0.0025,0.003,0.0014,1.3902,0.0014,100865000.0,28000.0,,0.0011,114000.0,153000.0
652,653,"ИК ЕЭС, ООО",1027715012786.0,2002-10-07,15.0,2013-01-30,Недействующая,7715358397.0,Москва,Предоставление прочих услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.01.2013, Сообщения о принятии решения о реорганизации от 09.01.2013",6859000.0,8134000.0,5.4848,1.0346,0.8458,2194000.0,9617000.0,1458000.0,376000.0,,,30000.0,,1450000.0,2831000.0,3731000.0,,0.0012,0.5866,0.544,0.412,0.3294,0.8384,1.4917,3128000.0,,1678000.0,,,-269000.0,4666000.0,,2142000.0,,,,,,,,,,,,,-112000.0,272000.0,,,,,,,,,,,,356000.0,740000.0,,,,-0.0169,0.0451,0.0291,-0.0523,0.0283,1483000.0,,7862000.0,-0.0094,-90000.0,3731000.0
653,654,"ИК, ЗАО",1021001118808.0,1997-04-29,20.5,,Действующая,1001010250.0,Карелия (Республика),"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,63290000.0,12147000.0,0.1593,1.1955,0.1374,53765000.0,88382000.0,4113000.0,84000.0,18849000.0,7645000.0,9000.0,7370000.0,,5328000.0,39541000.0,1982000.0,0.0001,0.2606,0.6248,-0.3597,-1.4933,0.6006,0.5915,16104000.0,,14438000.0,,16000.0,20674000.0,9525000.0,,53573000.0,,,,,,,,,,,,,2020000.0,1986000.0,,,,,,,,,1383000.0,,,3367000.0,1950000.0,,,8000.0,0.0226,0.0325,0.023,0.0388,0.0225,76235000.0,568000.0,8179000.0,0.017,1504000.0,39541000.0
654,655,"ИКС-ВЭЛЛ, ООО",1038602008004.0,2003-12-18,14.0,2012-11-28,Недействующая,8604032730.0,Свердловская область,Предоставление прочих услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 28.11.2012, Сообщения о принятии решения о реорганизации от 19.09.2012",78674000.0,41323000.0,0.1183,1.5415,0.1058,24181000.0,390499000.0,17265000.0,887000.0,,12971000.0,,12971000.0,,13881000.0,22521000.0,,0.0054,0.9405,0.2863,-0.0737,-0.0305,2.4934,1.2619,43182000.0,22370000.0,43182000.0,,148000.0,22511000.0,54493000.0,,24033000.0,,,,,,,,,,,,,3800000.0,14516000.0,,,,,,,,,4528000.0,,,9110000.0,15298000.0,,,,0.014,0.2875,0.0386,0.0799,0.0372,349176000.0,2095000.0,26807000.0,0.0044,1705000.0,22521000.0
655,656,"ИКФ-СЕРВИС, АО",1023402630272.0,1996-02-09,22.0,,Действующая,3442032847.0,Волгоградская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",,365814000.0,250438000.0,0.4176,2.9079,0.2946,70696000.0,850113000.0,79042000.0,102161000.0,,,,,,112419000.0,321341000.0,50512000.0,0.023,4.1081,0.8784,0.78,0.8493,0.1384,6.5415,44473000.0,,44473000.0,,117000.0,321329000.0,295118000.0,,70408000.0,,,,,,,,,,,,,150491000.0,164315000.0,,,,,,,,,,34000.0,,11172000.0,24996000.0,,,,0.2791,0.6431,0.2396,0.4198,0.1933,599675000.0,30898000.0,35611000.0,0.1413,120142000.0,321341000.0
656,657,"ИЛЕЦКСОЛЬ, ООО",1105658011843.0,1994-04-26,23.5,2010-09-02,Недействующая,5611060281.0,Оренбургская область,Добыча соли,Прекратило деятельность при присоединении от 02.09.2010,826398000.0,395656000.0,1.3676,,0.5776,585111000.0,684964000.0,14475000.0,21014000.0,,13079000.0,,,,25609000.0,740110000.0,27981000.0,2.746,2.9461,0.8956,0.2094,0.6424,0.1166,3.2565,73209000.0,180001000.0,73164000.0,,16000.0,276006000.0,241287000.0,,572592000.0,,,,,,,,,,,,,341774000.0,367675000.0,,,,,,,,4432000.0,4612000.0,10466000.0,13079000.0,13174000.0,38895000.0,,,13479000.0,0.3678,0.6124,1.1588,0.4456,0.5368,289308000.0,-63181000.0,,0.3936,269575000.0,740117000.0
657,658,"ИЛЬМЕНСКНЕФТЬ, ЗАО",5077746546610.0,2007-04-10,10.5,,Действующая,7736557347.0,Москва,Добыча сырой нефти,,42196000.0,275000.0,1.0036,0.4365,0.5009,4612000.0,549000.0,3805000.0,427000.0,,166000.0,,166000.0,24942000.0,30830000.0,-4482000.0,630000.0,0.0001,0.1452,-0.1062,2.029,-0.242,-10.4145,0.808,46512000.0,,21570000.0,,,-4582000.0,37584000.0,,342000.0,,,,,,,,,,,,,-1139000.0,-355000.0,,,,,,,,,,,,69000.0,853000.0,,,,-0.0344,-0.0114,-0.3927,0.1624,-0.6466,274000.0,,,-1.9162,-1052000.0,-4482000.0
658,659,"ИМПЕРИЯ СТИЛЯ, ООО",1087746453134.0,2008-04-02,9.5,2016-12-19,Недействующая,7710712990.0,Москва,Добыча и обогащение угля и антрацита,"Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 19.12.2016, Сведения о принятых регистрирующими органами решениях о предстоящем исключении недействующих юридических лиц из единого государственного реестра юридических лиц от 31.08.2016",1616000.0,820000.0,,,1.0,38000.0,820000.0,1331000.0,236000.0,,,,,,11000.0,7000.0,,,0.9739,0.0043,-4.4286,-0.0196,229.8571,0.9807,1609000.0,,1609000.0,,,-13000.0,1578000.0,,22000.0,,,,,,,,,,,,,54000.0,820000.0,,,,,,,,,,,,,766000.0,,,,,0.5074,,0.2792,1.0,,11000.0,,0.0524,43000.0,7000.0
659,660,"ИМПУЛЬС, ООО",1036001301247.0,2003-03-06,14.5,,Действующая,6011002829.0,Псковская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,7814000.0,3462000.0,0.4352,,0.3032,2804000.0,11417000.0,1664000.0,3318000.0,,1157000.0,,,,28000.0,6496000.0,,,30.9441,0.8313,0.5683,0.7369,0.2029,31.118,161000.0,,161000.0,,,6324000.0,5010000.0,,2804000.0,,,,,,,,,,,,,3410000.0,3462000.0,,,,,,,,,,,1157000.0,,52000.0,,,,,0.4431,0.4352,0.346,0.3032,7955000.0,10000.0,,0.2978,3400000.0,6496000.0
660,661,"ИМПУЛЬС, ООО",1043700470450.0,2004-03-22,13.5,2018-02-14,Недействующая,3724004559.0,Ивановская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 14.02.2018,6976000.0,805000.0,0.0616,20.125,0.0581,2474000.0,13867000.0,4484000.0,4000.0,,151000.0,,151000.0,,14000.0,3962000.0,,0.0,1.5676,0.5679,0.3756,0.3305,0.7607,1.5725,2863000.0,,2863000.0,,,3952000.0,4502000.0,,2474000.0,,,,,,,,,,,,,591000.0,765000.0,,,,,,,,,100000.0,,,,74000.0,,,,0.0612,0.15,0.0584,0.1284,0.0552,13062000.0,113000.0,40000.0,0.0345,478000.0,3962000.0
661,662,"ИМПУЛЬС, ООО",1022601229023.0,2001-05-21,16.5,,Действующая,2626029360.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,26243000.0,7386000.0,0.3699,2.5584,0.27,3583000.0,27352000.0,16587000.0,518000.0,,15107000.0,,15107000.0,,5531000.0,65000.0,,0.0005,1.5472,0.0025,-54.1231,-0.1553,402.7385,0.5486,11071000.0,,11071000.0,,,55000.0,22660000.0,,3583000.0,,,,,,,,,,,,,1454000.0,4499000.0,,,,,,,,,3175000.0,,,426000.0,296000.0,,,,0.0477,0.1776,0.1969,-2.2493,0.1645,19966000.0,226000.0,2887000.0,0.0429,1173000.0,65000.0
662,663,"ИМПУЛЬС, ООО ФИРМА",1022300713610.0,2000-06-09,17.5,,Действующая,2303018748.0,Краснодарский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,33306000.0,7436000.0,0.8087,3.5175,0.4471,25518000.0,16631000.0,7083000.0,3000.0,,,,,24507000.0,610000.0,2868000.0,,0.0,0.2358,0.0861,-7.8975,-2.9083,10.613,0.2559,30438000.0,,5931000.0,,734000.0,2848000.0,7788000.0,,23317000.0,,,,,,,,,,,,,64000.0,5322000.0,,,,,,,,,1799000.0,,,,3459000.0,,,,0.0015,0.1742,0.4706,0.0184,0.32,9195000.0,13000.0,2114000.0,0.0031,51000.0,2868000.0
663,664,"ИНВЕСТ-УГЛЕСБЫТ, ООО",1024201882418.0,2002-10-09,15.0,,Действующая,4223032532.0,Кемеровская область,Добыча коксующегося угля открытым способом,,208622000.0,77018000.0,0.2064,9.7503,0.1711,56256000.0,450124000.0,99575000.0,14211000.0,,52253000.0,,51670000.0,,25553000.0,140686000.0,7899000.0,0.0091,8.086,0.6744,0.6001,0.5541,0.4829,9.7154,15683000.0,,15683000.0,,,140676000.0,152366000.0,,29814000.0,,,,,,,,,,,,,63961000.0,69119000.0,,,,,,,,37000.0,110000.0,,,1244000.0,6332000.0,,,,0.2798,0.4979,0.1814,0.4812,0.1536,373106000.0,13245000.0,,0.1124,50601000.0,140686000.0
664,665,"ИНВЕСТГЕОСЕРВИС, АО",1067760718871.0,2006-12-07,11.0,,Действующая,7704627560.0,Москва,Предоставление услуг в области добычи нефти и природного газа,,370428000.0,79006000.0,,0.8567,1.0,242681000.0,79006000.0,19188000.0,623000.0,,,56300000.0,,,295000.0,59256000.0,,0.0028,0.4096,0.16,-3.0955,-1.4358,5.2513,0.4105,311172000.0,87569000.0,311172000.0,,53000.0,33006000.0,127747000.0,,6829000.0,,,,,,,,,,,,,4952000.0,-13212000.0,,,,,,,,,,,,38720000.0,20556000.0,,,1250000.0,0.011,-0.7912,-0.1433,0.0957,-0.1672,,1228000.0,92218000.0,0.0471,3725000.0,59256000.0
665,666,"ИНВЕСТГРУПП-ИСКИТИМ, ООО",1055472007997.0,2005-07-19,12.5,2015-11-23,Недействующая,5443000538.0,Новосибирская область,Предоставление услуг в других областях добычи полезных ископаемых,Ликвидировано вследствие банкротства от 23.11.2015,147597000.0,928000.0,0.0204,0.1268,0.02,15270000.0,46371000.0,,,,86342000.0,,86342000.0,,130167000.0,-6383000.0,,0.0003,0.0319,-0.0432,3.3923,-0.1636,-24.1235,1.9564,67638000.0,2160000.0,67638000.0,,117000.0,-6393000.0,132327000.0,,1943000.0,,,,,,,,,,,,,-6393000.0,-6393000.0,,,,,,,,,,,,,0.0,,,,-0.0458,-0.0483,-0.1212,0.9728,-0.1379,45443000.0,,7321000.0,-0.1379,-6393000.0,-6383000.0
666,667,"ИНВЕСТПРОЕКТ, ООО",1047796289991.0,2004-04-26,13.5,2013-09-12,Недействующая,7701534606.0,Москва,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек","Прекратило деятельность при присоединении от 12.09.2013, Сообщения о принятии решения о реорганизации от 04.09.2013",137070000.0,73590000.0,0.4758,1.0125,0.3224,28000.0,228266000.0,114583000.0,17496000.0,,,,,,4963000.0,4655000.0,72685000.0,0.0013,0.9975,0.034,0.994,0.0338,28.446,1.0349,132416000.0,,132416000.0,,,4645000.0,137042000.0,,28000.0,,,,,,,,,,,,,3057000.0,905000.0,,,,,,,,1000.0,,,,52212000.0,50061000.0,,,,0.0154,0.0076,0.004,0.7113,0.004,154676000.0,615000.0,,0.0107,2442000.0,4654000.0
667,668,"ИНГП РАЕН, ООО",1027739400061.0,1992-10-05,25.0,,Действующая,7710047790.0,Москва,Предоставление услуг по доразведке месторождений нефти и газа на особых экономических условиях (по соглашению о разделе продукции - СРП),,6469000.0,774000.0,0.0663,7.2336,0.0621,85000.0,12457000.0,2669000.0,2000000.0,,,,,,1715000.0,600000.0,,0.0034,0.7955,0.0928,0.8583,0.0807,9.7817,1.0877,5869000.0,,5869000.0,,,600000.0,6384000.0,,85000.0,,,,,,,,,,,,,138000.0,667000.0,,,,,,,,,,,,1000.0,530000.0,,,,0.0217,0.1498,0.0566,0.1802,0.0535,11683000.0,,107000.0,0.0111,138000.0,600000.0
668,669,"ИНГУЛ, ООО",1027401995433.0,2001-02-22,17.0,,Действующая,7442006072.0,Челябинская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,2232000.0,5790000.0,0.5524,2.2679,0.3558,331000.0,16271000.0,850000.0,236000.0,,,,,,812000.0,1987000.0,,0.0096,4.4449,0.8902,0.8334,0.8711,0.1233,7.7592,245000.0,,245000.0,,,1967000.0,1901000.0,,331000.0,,,,,,,,,,,,,3013000.0,3237000.0,,,,,,,,,164000.0,,,,60000.0,,,,1.7133,2.832,0.2484,4.5275,0.1989,10481000.0,258000.0,2553000.0,0.1693,2755000.0,1987000.0
