,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2012, Активы  всего, ед. RUB","2012, Валовая прибыль (убыток), ед. RUB","2012, Валовая рентабельность затрат, %","2012, Валовая рентабельность коммерческих и управленческих расходов, %","2012, Валовая рентабельность, %","2012, Внеоборотные активы, ед. RUB","2012, Выручка, ед. RUB","2012, Дебиторская задолженность, ед. RUB","2012, Денежные средства и денежные эквиваленты, ед. RUB","2012, Добавочный капитал, ед. RUB","2012, Долгосрочные обязательства, ед. RUB","2012, Долгосрочные финансовые вложения, ед. RUB","2012, Заёмные средства (долгосрочные), ед. RUB","2012, Заёмные средства (краткосрочные), ед. RUB","2012, Запасы, ед. RUB","2012, Капитал и резервы, ед. RUB","2012, Коммерческие расходы, ед. RUB","2012, Коэффициент абсолютной ликвидности, %","2012, Коэффициент быстрой ликвидности, %","2012, Коэффициент концентрации собственного капитала (автономии), %","2012, Коэффициент маневренности собственных средств, %","2012, Коэффициент обеспеченности собственными оборотными средствами, %","2012, Коэффициент соотношения заемных и собственных средств, %","2012, Коэффициент текущей ликвидности, %","2012, Краткосрочные обязательства, ед. RUB","2012, Краткосрочные финансовые вложения, ед. RUB","2012, Кредиторская задолженность, ед. RUB","2012, Налог на прибыль, ед. RUB","2012, Нематериальные активы, ед. RUB","2012, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2012, Оборотные активы, ед. RUB","2012, Оплата процентов по долговым обязательствам, ед. RUB","2012, Основные средства , ед. RUB","2012, Получение дивидендов, процентов, ед. RUB","2012, Получение кредитов и займов, ед. RUB","2012, Поступление денежных вкладов собственников (участников), ед. RUB","2012, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2012, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2012, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2012, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2012, Поступления от инвестиционных операций, ед. RUB","2012, Поступления от перепродажи финансовых вложений, ед. RUB","2012, Поступления от продаж, ед. RUB","2012, Поступления от текущих операций, ед. RUB","2012, Поступления от финансовых операций, ед. RUB","2012, Прибыль (убыток) до налогообложения , ед. RUB","2012, Прибыль (убыток) от продажи, ед. RUB","2012, Прибыль от приносящей доход деятельности, ед. RUB","2012, Приобретение акций (долей участия), ед. RUB","2012, Приобретение внеоборотных активов, ед. RUB","2012, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2012, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2012, Продажа акций других организаций, ед. RUB","2012, Продажа внеоборотных активов, ед. RUB","2012, Проценты к получению, ед. RUB","2012, Проценты к уплате, ед. RUB","2012, Прочие внеоборотные активы, ед. RUB","2012, Прочие долгосрочные обязательства, ед. RUB","2012, Прочие доходы, ед. RUB","2012, Прочие расходы, ед. RUB","2012, Расходы на содержание аппарата управления, ед. RUB","2012, Расходы на целевые мероприятия, ед. RUB","2012, Резервный капитал, ед. RUB","2012, Рентабельность активов (ROA), %","2012, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2012, Рентабельность затрат, %","2012, Рентабельность капитала (ROE), %","2012, Рентабельность продаж , %","2012, Себестоимость продаж, ед. RUB","2012, Текущий налог на прибыль, ед. RUB","2012, Управленческие расходы, ед. RUB","2012, Чистая норма прибыли (ROS), %","2012, Чистая прибыль (убыток), ед. RUB","2012, Чистые активы, ед. RUB"
279,280,"ВАРЬЕГАННЕФТЬ, ОАО",1028601465364.0,1993-05-11,24.5,,Действующая,8609002880.0,Тюменская область,Добыча сырой нефти,,12410554000.0,2709299000.0,0.2205,3.4808,0.1807,5800582000.0,14997330000.0,4660719000.0,2101000.0,,188438000.0,525897000.0,1000.0,,1684113000.0,7032174000.0,76050000.0,0.0004,0.9491,0.5666,0.1751,0.1863,0.7648,1.2736,5189942000.0,,5119884000.0,279871000.0,,4588939000.0,6609972000.0,,2023421000.0,624000.0,,,60536000.0,,,,11401000.0,,14359344000.0,14464480000.0,,1407019000.0,1930946000.0,,,695049000.0,,,,10777000.0,624000.0,,3131021000.0,,520743000.0,1045294000.0,,,2003000.0,0.1079,0.2307,0.1478,0.1692,0.1288,12288031000.0,-295068000.0,702303000.0,0.0732,1097454000.0,7032174000.0
280,281,"ВАСИЛЬЕВСКИЙ МОХ, ОАО",1026900567748.0,1993-10-26,24.0,,Ликвидируется,6924002480.0,Тверская область,Добыча торфа,Находится в стадии ликвидации от 03.11.2015,29854000.0,23694000.0,0.4932,1.9162,0.3303,6061000.0,71732000.0,8389000.0,383000.0,5240000.0,,,,10161000.0,14666000.0,-6762000.0,5277000.0,0.0105,0.2493,-0.2265,1.8963,-0.5389,-5.415,0.6498,36616000.0,3000.0,26455000.0,,,-23918000.0,23793000.0,,4100000.0,,,,,,,,,,89329000.0,89452000.0,,9380000.0,11329000.0,,,,,,,,,,1961000.0,,9837000.0,11786000.0,,,,0.2572,0.4172,0.1876,-0.8191,0.1579,48038000.0,,7088000.0,0.1308,9380000.0,-6762000.0
281,282,"ВБ-ДЕВЕЛОПМЕНТ-ЧЕРНОЗЕМЬЕ, ОАО",1073667035122.0,2007-06-27,10.5,,Действующая,3662125303.0,Воронежская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,437004000.0,137000.0,,,1.0,392107000.0,137000.0,17093000.0,475000.0,,400846000.0,,400846000.0,5066000.0,,30041000.0,,0.0047,7.3397,0.0687,-12.0524,-8.0644,13.5469,7.3397,6117000.0,2387000.0,857000.0,55000.0,,5041000.0,44897000.0,2000.0,352891000.0,33000.0,33917000.0,,,1515000.0,,,1548000.0,,137000.0,1616000.0,33917000.0,-3446000.0,137000.0,,,7659000.0,2502000.0,,,,83000.0,,39216000.0,,49454000.0,53120000.0,,,,-0.0085,0.0004,,-0.1158,1.0,,161000.0,,-26.9635,-3694000.0,30041000.0
282,283,"ВБК, ЗАО",1097746225851.0,2009-04-16,8.5,2017-02-14,Недействующая,7710749277.0,Саратовская область,Предоставление услуг в области добычи нефти и природного газа,"Исключен из ЕГРЮЛ на основании п.2 ст.21.1 ФЗ от 08.08.2001 №129-ФЗ от 14.02.2017, Сведения о принятых регистрирующими органами решениях о предстоящем исключении недействующих юридических лиц из единого государственного реестра юридических лиц от 26.10.2016",1975000.0,10810000.0,2.9625,3.1692,0.7476,257000.0,14459000.0,1599000.0,30000.0,,,,,,,-990000.0,,0.0001,0.5794,-0.5013,1.2596,-0.7258,-2.9949,0.5794,2965000.0,,2965000.0,,7000.0,-1000000.0,1718000.0,,,,,,,,,,,,3051000.0,3126000.0,,7371000.0,7399000.0,,,,,,,,,,,,,28000.0,,,,1.4988,4.6071,1.048,-1.4973,0.5117,3649000.0,,3411000.0,0.4078,5897000.0,-990000.0
283,284,"ВБК, ООО",1067761429890.0,2006-12-21,11.0,,Действующая,7703620804.0,Москва,Предоставление услуг в других областях добычи полезных ископаемых,,576887000.0,296664000.0,0.6052,6.2846,0.377,121969000.0,786842000.0,72103000.0,10934000.0,-35000.0,77000.0,,,,193924000.0,368654000.0,,0.8302,1.2538,0.6391,0.6691,0.5423,0.5648,2.1855,208156000.0,161883000.0,199180000.0,,646000.0,359809000.0,454918000.0,,113088000.0,,,,,,,,,,,,,250944000.0,249459000.0,,,,,,,,4808000.0,,,,15280000.0,18603000.0,,,,0.3991,0.6569,0.4642,0.6298,0.317,490178000.0,53555000.0,47205000.0,0.2558,201291000.0,368689000.0
284,285,"ВБК, ООО",1116330003580.0,2011-10-07,6.0,,Ликвидируется,6330049397.0,Самарская область,Предоставление услуг в области добычи нефти и природного газа,"Находится в стадии ликвидации от 03.08.2016, Решение о признании должника банкротом и открытии конкурсного производства от 18.06.2016",15462000.0,6710000.0,,0.7071,1.0,6073000.0,6710000.0,8579000.0,1000.0,,,,,4378000.0,809000.0,-3542000.0,76000.0,0.0001,0.4515,-0.2291,2.7146,-1.0241,-5.3653,0.4941,19004000.0,,14626000.0,,,-3552000.0,9389000.0,,6073000.0,,,,,,,,,,,,,-3414000.0,-2779000.0,,,,,,,,,525000.0,,,,110000.0,,,,,-0.1797,-0.2929,,-0.4142,,,9413000.0,-0.5088,-3414000.0,-3542000.0
285,286,"ВБС, ООО",1098603001970.0,2009-03-31,8.5,,Ликвидируется,8603162920.0,Самарская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Находится в стадии ликвидации от 29.05.2015,391058000.0,51600000.0,0.1324,1.0157,0.1169,223710000.0,441394000.0,148713000.0,4095000.0,,200564000.0,367000.0,65247000.0,14316000.0,12129000.0,41740000.0,,0.0351,1.0435,0.1067,-4.3596,-1.0874,8.3689,1.125,148754000.0,1120000.0,134439000.0,,,41383000.0,167348000.0,,223062000.0,,,,,,,,,,,,,4796000.0,797000.0,,,,,,,,87000.0,6096000.0,45000.0,129581000.0,39221000.0,29213000.0,,,47000.0,0.0091,0.0021,0.0018,0.0865,0.0018,389794000.0,1016000.0,50803000.0,0.0078,3461000.0,41740000.0
286,287,"ВБС, ООО",1096658007379.0,2009-05-12,8.5,,Ликвидируется,6658343223.0,Самарская область,"Предоставление услуг по бурению, связанному с добычей нефти, газа и газового конденсата",Находится в стадии ликвидации от 07.11.2017,5543000.0,2523000.0,0.0843,0.8697,0.0777,1000.0,32463000.0,3336000.0,1005000.0,,,,,607000.0,1187000.0,-1089000.0,2901000.0,0.0015,0.6567,-0.1965,1.0009,-0.1967,-6.09,0.8356,6632000.0,,6025000.0,,,-1099000.0,5542000.0,,1000.0,,,,,,,,,,,,,1535000.0,-378000.0,,,,,,,,,45000.0,,,2542000.0,584000.0,,,,0.1423,-0.0836,-0.0115,-0.6616,-0.0116,29940000.0,307000.0,,0.0378,1228000.0,-1089000.0
287,288,"ВБЩЗ, АО",1022501897307.0,1992-11-11,25.0,,Действующая,2538007247.0,Приморский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,2017480000.0,629198000.0,0.5911,1.6683,0.3715,746994000.0,1693589000.0,953108000.0,600000.0,278887000.0,122653000.0,132627000.0,100000000.0,92000000.0,94835000.0,1013054000.0,193635000.0,0.0025,1.3333,0.5025,0.2624,0.2101,0.9907,1.4408,881773000.0,219945000.0,771644000.0,73145000.0,,707280000.0,1270486000.0,69000.0,521928000.0,435000.0,100000000.0,,393000.0,115259000.0,612000.0,,120519000.0,,1565377000.0,1583519000.0,100612000.0,327176000.0,252052000.0,,81169000.0,87845000.0,,,2514000.0,2311000.0,16055000.0,697000.0,494000.0,194000.0,170807000.0,111041000.0,,,115000.0,0.1369,0.1606,0.1748,0.2507,0.1488,1064391000.0,65792000.0,183511000.0,0.1526,258427000.0,1013868000.0
288,289,"ВГЗ-НОВЫЕ МАТЕРИАЛЫ, ООО",1033400545408.0,2001-10-22,16.0,,Действующая,3446012930.0,Самарская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,196972000.0,126000.0,31.5,0.0067,0.9692,12866000.0,130000.0,11996000.0,14044000.0,,,,,142483000.0,158066000.0,46639000.0,,0.0009,0.1732,0.2368,0.7241,0.1834,3.2233,1.2247,150333000.0,,7850000.0,,,-65386000.0,184106000.0,2527000.0,12866000.0,,72153000.0,4080000.0,,,,,,,93000.0,12260000.0,76233000.0,-26769000.0,-18629000.0,,,,,,,,,6836000.0,,,80000.0,1384000.0,,,,-0.1583,-0.1018,-0.9931,-0.686,-143.3,4000.0,,18755000.0,-205.9154,-26769000.0,46639000.0
289,290,"ВГОК, ОАО",1026601366626.0,1993-05-21,24.5,,Действующая,6623000708.0,Свердловская область,Добыча железных руд подземным способом,,9296635000.0,1590237000.0,0.2687,1.0044,0.2118,5221157000.0,7508841000.0,3261616000.0,91514000.0,23112000.0,564734000.0,3731892000.0,,,334314000.0,7405191000.0,1027837000.0,0.0035,2.8199,0.7972,0.2947,0.5373,0.2552,3.0719,1326710000.0,378730000.0,1184927000.0,99863000.0,,6396285000.0,4075478000.0,,1350745000.0,123174000.0,,,21837000.0,1910957000.0,,,2035477000.0,,8141903000.0,8493853000.0,,4334000.0,7030000.0,,,205805000.0,2902613000.0,,,1346000.0,137979000.0,,47521000.0,,79960000.0,220635000.0,,,39005000.0,0.0006,0.0014,0.0009,0.0008,0.0009,5918604000.0,9668000.0,555370000.0,0.0008,5919000.0,7411064000.0
290,291,"ВД, ООО НПО",1044223001041.0,2004-02-09,14.0,,Действующая,4223035491.0,Кемеровская область,Предоставление услуг в других областях добычи полезных ископаемых,Сообщение должника о намерении обратиться в суд с заявлением о банкротстве от 16.09.2016,94151000.0,31645000.0,0.6042,,0.3767,6460000.0,84016000.0,56917000.0,28691000.0,,61000.0,1000.0,61000.0,781000.0,1322000.0,29638000.0,,0.457,1.3401,0.3148,0.782,0.2643,2.1767,1.3606,64452000.0,761000.0,63671000.0,,,29628000.0,87691000.0,,6459000.0,,,,,,,,,,,,,31320000.0,31645000.0,,,,,,,,,,,,1943000.0,2268000.0,,,,0.6294,0.4891,0.6042,1.9993,0.3767,52371000.0,584000.0,,0.3526,29628000.0,29638000.0
291,292,"ВДМ, ООО",1086670016685.0,2008-05-12,9.5,,Действующая,6670213510.0,Свердловская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,239526000.0,36851000.0,0.221,,0.181,125550000.0,203603000.0,43484000.0,3862000.0,,195566000.0,521000.0,195566000.0,34377000.0,65493000.0,260000.0,,0.0009,1.1095,0.0011,-481.8846,-1.0993,920.2538,2.6081,43700000.0,273000.0,9323000.0,1190000.0,38953000.0,-7750000.0,113976000.0,3672000.0,86076000.0,,91450000.0,,,,,,,,194919000.0,194919000.0,91450000.0,22753000.0,36851000.0,,,,,,,,13000.0,12925000.0,,,837000.0,2023000.0,,,,0.0764,0.1575,0.221,-2.0593,0.181,166752000.0,1101000.0,,0.0887,18062000.0,260000.0
292,293,"ВЕЗЕРФОРД, ООО",5077746870460.0,2007-06-04,10.5,,Действующая,7708639661.0,Москва,Предоставление услуг в области добычи нефти и природного газа,Сообщения о принятии решения о реорганизации от 30.09.2015,9112746000.0,1436285000.0,0.2111,1.3602,0.1743,3411621000.0,8239208000.0,2854662000.0,420716000.0,456725000.0,4226131000.0,,,,2052609000.0,371193000.0,74301000.0,0.0009,0.808,0.0407,-8.191,-0.5333,23.5499,1.2626,4515423000.0,,4453932000.0,,,-250542000.0,5701125000.0,1161000.0,3331060000.0,2308000.0,1440600000.0,,,,,,2308000.0,,7780902000.0,9800383000.0,1440600000.0,375356000.0,380371000.0,,,,,,,,3247000.0,1161000.0,78939000.0,4162886000.0,1763221000.0,1770322000.0,,,,0.027,0.0462,0.0484,2.5053,0.0462,6802923000.0,75587000.0,981613000.0,0.0253,208478000.0,371192000.0
293,294,"ВЕКТОР, ООО",1024000567007.0,1998-11-18,19.0,,Действующая,4004010663.0,Калужская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,25406000.0,26482000.0,0.3862,2.1948,0.2786,6008000.0,95059000.0,7164000.0,4686000.0,,59000.0,,,,5549000.0,21487000.0,,1.7317,3.5869,0.8457,0.7204,0.798,0.1824,5.0241,3861000.0,2000000.0,3861000.0,,,21477000.0,19398000.0,,6008000.0,,,,,,,,,,,,,12571000.0,14416000.0,,,,,,,,202000.0,401000.0,,,677000.0,2323000.0,,,,0.3639,0.77,0.1788,0.4482,0.1517,68577000.0,2782000.0,12066000.0,0.1028,9769000.0,21486000.0
294,295,"ВЕЛЕС-ЮГ, ООО",1102309002751.0,2010-07-27,7.5,,Действующая,2309123065.0,Краснодарский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,475000.0,154000.0,0.3438,0.385,0.2558,56000.0,602000.0,227000.0,1000.0,,,,,566000.0,64000.0,-164000.0,,0.0016,0.5556,-0.3453,1.3415,-0.5251,-3.8963,0.6557,639000.0,,74000.0,,,-174000.0,419000.0,,56000.0,,,,,,,,,,,,,-174000.0,-246000.0,,,,,,,,,,,,80000.0,8000.0,,,,,-0.7089,-0.2901,,-0.4086,448000.0,,400000.0,-0.289,-174000.0,-164000.0
295,296,"ВЕЛИКОДВОРСКИЙ ПЕРЕРАБАТЫВАЮЩИЙ КОМБИНАТ, ООО",1113304001810.0,2011-07-22,6.5,,Действующая,3314007330.0,Владимирская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,123893000.0,246000.0,0.6373,0.1317,0.3892,81762000.0,632000.0,8687000.0,97000.0,8674000.0,,,,800000.0,32978000.0,122571000.0,10000.0,0.0734,6.9288,0.9893,0.3329,0.9686,0.0108,31.8933,1321000.0,,521000.0,,,-766000.0,42131000.0,,81426000.0,,,,,,,,,,,,,-1067000.0,-1622000.0,,,,,,,,,35000.0,,,633000.0,43000.0,,,,,-0.0132,-0.7196,,-2.5665,386000.0,,1858000.0,-1.1677,-738000.0,122572000.0
296,297,"ВЕЛЛОЙЛ, ЗАО",1051605027715.0,2005-07-20,12.5,,Действующая,1644034297.0,Республика Татарстан,Добыча сырой нефти,,189521000.0,4126000.0,0.085,1.867,0.0784,152491000.0,52640000.0,27210000.0,6230000.0,,,285000.0,,57582000.0,3038000.0,46842000.0,2210000.0,0.0004,0.2382,0.2472,-2.2554,-2.8531,3.046,0.2595,142679000.0,,85097000.0,,,46742000.0,37030000.0,5000000.0,120302000.0,,,,983000.0,,,,16078000.0,,53132000.0,54879000.0,,-2651000.0,1916000.0,,,,,,,16078000.0,,132000.0,6181000.0,,100608000.0,105043000.0,,,,-0.0021,0.0127,0.0378,-0.0113,0.0364,48514000.0,,,-0.0101,-534000.0,46842000.0
297,298,"ВЕЛОЭКСПЕРТ, ООО",1113668039715.0,2011-09-26,6.0,,Действующая,3631008085.0,Воронежская область,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,1742000.0,157000.0,0.1707,15.7,0.1458,1395000.0,1077000.0,104000.0,241000.0,,,,,1446000.0,2000.0,28000.0,,0.1406,0.2013,0.0161,-48.8214,-3.9395,61.2143,0.2025,1714000.0,,268000.0,,,18000.0,347000.0,,615000.0,,,,,,,,,,,,,26000.0,147000.0,,,,,,,,,,,,,121000.0,,,,0.0105,0.2039,0.1581,0.9474,0.1365,920000.0,5000.0,10000.0,0.0167,18000.0,28000.0
298,299,"ВЕЛТЭК ОЙЛФИЛД СЕРВИСЕС (РУС), ООО",5077746469290.0,2007-04-05,10.5,,Действующая,7704643498.0,Москва,Предоставление услуг в области добычи нефти и природного газа,,492837000.0,454886000.0,3.2971,3.5526,0.7673,39327000.0,592851000.0,325991000.0,21514000.0,,,,,1437000.0,518000.0,436824000.0,,2.1056,8.0873,0.8867,0.9096,0.8768,0.1282,8.0965,56013000.0,96425000.0,54415000.0,,,436724000.0,453510000.0,,39420000.0,,,,,,,,,,,,,346150000.0,326844000.0,,,,,,,,,,,,92875000.0,73569000.0,,,,,0.8932,1.2287,,0.5513,137965000.0,71855000.0,128042000.0,0.4627,274295000.0,436985000.0
299,300,"ВЕРТИКАЛЬ, ООО",1097538000955.0,2009-12-31,8.0,,Действующая,7509004748.0,Забайкальский край,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",Сообщения о принятии решения о реорганизации от 31.12.2014,79746000.0,47763000.0,0.2954,2.1234,0.2281,31147000.0,209437000.0,8721000.0,139000.0,,1263000.0,,,,26212000.0,53360000.0,,0.5309,0.8911,0.6691,0.4163,0.4571,0.4945,1.9344,25123000.0,13200000.0,25123000.0,,,53350000.0,48599000.0,,31140000.0,,,,,,,,,,,,,24909000.0,25269000.0,,,,,,,,1594000.0,,,,105000.0,2059000.0,,,,0.2805,0.3824,0.1372,0.4463,0.1207,161674000.0,4720000.0,22494000.0,0.0947,19836000.0,53360000.0
300,301,"ВЕРХ-КАТУНСКАЯ ДРОБИЛЬНО-СОРТИРОВОЧНАЯ ФАБРИКА, ООО",1022201943653.0,2001-12-29,16.0,,Действующая,2234009570.0,Алтайский край,"Добыча камня, песка и глины",,156290000.0,28873000.0,0.193,,0.1618,119161000.0,178492000.0,19623000.0,11058000.0,,,,,30000000.0,2878000.0,99741000.0,,0.1955,0.6057,0.6382,-0.1947,-0.523,0.567,0.6566,56549000.0,,26549000.0,,,89711000.0,37129000.0,,119161000.0,,,,,,,,,,,,,29075000.0,28873000.0,,,,,,,,,,,,581000.0,379000.0,,,,0.1322,0.2038,0.193,0.2565,0.1618,149619000.0,5815000.0,,0.1303,23260000.0,99741000.0
301,302,"ВЕРХНЕЕ БОДАЙБО, ООО",1043800732348.0,2004-06-03,13.5,,Действующая,3802009677.0,Иркутская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,6681000.0,3410000.0,0.2085,,0.1726,3637000.0,19761000.0,2919000.0,18000.0,,,1289000.0,,164000.0,103000.0,-5224000.0,,0.0015,0.2467,-0.7819,1.6962,-2.911,-2.2789,0.2557,11905000.0,,11741000.0,,,-5234000.0,3044000.0,,2348000.0,,,,,,,,,,,,,3330000.0,3410000.0,,,,,,,,,,,,,80000.0,,,,0.4869,0.635,0.2085,-1.0882,0.1726,16351000.0,674000.0,,0.1346,2660000.0,-5224000.0
302,303,"ВЕСЕЛОЯРСКИЙ ЩЕБЗАВОД, ОАО",1132209000505.0,2003-07-23,14.5,,Действующая,2269009652.0,Алтайский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,60421000.0,8853000.0,0.1288,,0.1141,28612000.0,77566000.0,13949000.0,3204000.0,7316000.0,,,,,14656000.0,39365000.0,,0.0015,0.8146,0.6968,0.2554,0.4241,0.5001,1.5107,21056000.0,,15319000.0,1531000.0,,28299000.0,31809000.0,,28544000.0,,,,,,,,191000.0,,78215000.0,78215000.0,,7108000.0,8853000.0,,,4274000.0,,,,191000.0,,,68000.0,,1737000.0,3482000.0,,,750000.0,0.0735,0.1549,0.1288,0.1495,0.1141,68713000.0,1531000.0,,0.0719,5577000.0,42102000.0
303,304,"ВЕСНА, СПК",1026101451496.0,1998-04-08,19.5,,Действующая,6126007527.0,Ростовская область,Добыча глины и каолина,,2410000.0,33000.0,0.0394,,0.0379,971000.0,871000.0,53000.0,364000.0,833000.0,42000.0,,42000.0,,963000.0,2324000.0,,8.2727,10.8182,0.9643,0.5822,0.9402,0.037,32.7045,44000.0,,44000.0,,,1467000.0,1439000.0,,971000.0,,,,,,,,,,,,,33000.0,33000.0,,,,,,,,,,,,,,,,,0.0104,0.0166,0.0394,0.0107,0.0379,838000.0,7000.0,,0.0299,26000.0,2324000.0
304,305,"ВЕСТА, ООО",1075007005743.0,2007-10-08,10.0,,Действующая,5007061964.0,Московская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,65051000.0,36118000.0,0.2215,10.1171,0.1813,30501000.0,199191000.0,4066000.0,4359000.0,,,,,,16170000.0,27760000.0,,0.1169,0.4929,0.4267,-0.0987,-0.0793,1.3433,0.9265,37291000.0,,37291000.0,,,27750000.0,34550000.0,,30501000.0,,,,,,,,,,,,,31629000.0,32548000.0,,,,,,,,,,,,,919000.0,,,,0.5973,0.6415,0.1953,1.7757,0.1634,163073000.0,5516000.0,3570000.0,0.1311,26111000.0,27760000.0
305,306,"ВЕТЕРАН, ООО",1025600575626.0,1993-09-06,24.0,,Реорганизуется,5603007580.0,Оренбургская область,Предоставление прочих услуг в области добычи нефти и природного газа,Находится в процессе реорганизации в форме выделения от 17.07.2017,270171000.0,71051000.0,0.247,1.6527,0.1981,86785000.0,358723000.0,132673000.0,6882000.0,,,,,,16000000.0,235976000.0,,0.9908,4.895,0.8734,0.6322,0.8135,0.1449,5.3629,34195000.0,27000000.0,34195000.0,,,235831000.0,183386000.0,,83717000.0,,,,,,,,,,,,,32049000.0,28059000.0,,,,,,,,,58000.0,3068000.0,,38331000.0,34283000.0,,,,,0.1207,0.0849,,0.0782,287672000.0,4211000.0,42992000.0,0.0367,13151000.0,235976000.0
306,307,"ВЕТИКО, ОАО ГРК",1032500507137.0,1992-07-13,25.5,,Действующая,2534002086.0,Приморский край,Добыча вермикулита,,14429000.0,1417000.0,3.4477,1.3084,0.7752,3203000.0,1828000.0,2816000.0,3000.0,3800000.0,688000.0,,688000.0,,8074000.0,4156000.0,,0.0003,0.3288,0.288,0.2293,0.0849,2.4718,1.1712,9585000.0,,9585000.0,,,152000.0,11226000.0,,324000.0,,,,,,,,,,,,,363000.0,334000.0,,,,,,,,,,2879000.0,,50000.0,21000.0,,,,0.0264,0.0298,0.2236,0.0886,0.1827,411000.0,,1083000.0,0.1986,363000.0,4156000.0
307,308,"ВИКТОР, ООО",1026303717098.0,2002-05-28,15.5,,Действующая,6372008000.0,Самарская область,Добыча глины и каолина,,5140000.0,171000.0,0.05,,0.0477,3000.0,3588000.0,18000.0,301000.0,,,,,437000.0,,1613000.0,,0.0853,1.4565,0.3138,0.9981,0.3134,2.1866,1.4565,3527000.0,,3090000.0,,,1313000.0,5137000.0,,3000.0,,,,,,,,,,,,,156000.0,171000.0,,,,,,,,,,,,,15000.0,,,,0.0231,8.1429,0.05,0.0806,0.0477,3417000.0,31000.0,,0.0348,125000.0,1613000.0
308,309,"ВИНКА, АО",1020200677969.0,2002-06-18,15.5,,Действующая,265011456.0,Башкортостан (Республика),Добыча сырой нефти,,210369000.0,8717000.0,0.0475,0.1115,0.0453,167431000.0,192345000.0,24253000.0,294000.0,,348374000.0,,346038000.0,194984000.0,4395000.0,-355817000.0,,0.0,0.177,-1.6914,1.4706,-12.1861,-1.5912,0.1971,217812000.0,,22827000.0,,773000.0,-355857000.0,42938000.0,941000.0,140104000.0,,141087000.0,,,,,,,,136363000.0,223119000.0,141087000.0,-77814000.0,-69428000.0,,,,,,,,,9305000.0,,,209297000.0,208378000.0,,,,-0.4011,-0.4095,-0.2652,0.3036,-0.361,183628000.0,,78145000.0,-0.4877,-93801000.0,-355817000.0
309,310,"ВИСИ, ООО",1053600239901.0,2005-06-23,12.5,,Действующая,3663054648.0,Воронежская область,"Добыча камня, песка и глины",,31564000.0,525000.0,0.0212,,0.0208,15302000.0,25279000.0,9528000.0,10000.0,,,,,771000.0,6563000.0,-487000.0,,0.0003,0.3026,-0.0154,32.4209,-0.9709,-65.8131,0.5074,32051000.0,,31280000.0,,,-497000.0,16262000.0,,15300000.0,,,,,,,,,,,,,135000.0,525000.0,,,,,,,,,,2000.0,,5000.0,395000.0,,,,-0.0273,0.0167,0.0212,9.5266,0.0208,24754000.0,20000.0,,-0.0318,-805000.0,-487000.0
310,311,"ВИТА, ООО",1027601070936.0,1999-09-06,18.0,,Действующая,7614000679.0,Ярославская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,118971000.0,78710000.0,0.5247,1.272,0.3441,58135000.0,228717000.0,28383000.0,1220000.0,31000.0,3919000.0,,3354000.0,,30475000.0,21498000.0,,0.0001,0.3245,0.1807,-1.7042,-0.6022,4.534,0.6503,93554000.0,,93554000.0,1734000.0,,20967000.0,60836000.0,,52969000.0,,11119000.0,,,,,,,,193003000.0,210715000.0,11119000.0,13702000.0,16829000.0,,,,,,,,,,,,4592000.0,7719000.0,,,,0.0788,0.1505,0.0794,0.4622,0.0736,150007000.0,6497000.0,61881000.0,0.0353,8071000.0,21498000.0
