,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2013, Активы  всего, ед. RUB","2013, Валовая прибыль (убыток), ед. RUB","2013, Валовая рентабельность затрат, %","2013, Валовая рентабельность коммерческих и управленческих расходов, %","2013, Валовая рентабельность, %","2013, Внеоборотные активы, ед. RUB","2013, Выручка, ед. RUB","2013, Дебиторская задолженность, ед. RUB","2013, Денежные средства и денежные эквиваленты, ед. RUB","2013, Добавочный капитал, ед. RUB","2013, Долгосрочные обязательства, ед. RUB","2013, Долгосрочные финансовые вложения, ед. RUB","2013, Заёмные средства (долгосрочные), ед. RUB","2013, Заёмные средства (краткосрочные), ед. RUB","2013, Запасы, ед. RUB","2013, Капитал и резервы, ед. RUB","2013, Коммерческие расходы, ед. RUB","2013, Коэффициент абсолютной ликвидности, %","2013, Коэффициент быстрой ликвидности, %","2013, Коэффициент концентрации собственного капитала (автономии), %","2013, Коэффициент маневренности собственных средств, %","2013, Коэффициент обеспеченности собственными оборотными средствами, %","2013, Коэффициент соотношения заемных и собственных средств, %","2013, Коэффициент текущей ликвидности, %","2013, Краткосрочные обязательства, ед. RUB","2013, Краткосрочные финансовые вложения, ед. RUB","2013, Кредиторская задолженность, ед. RUB","2013, Налог на прибыль, ед. RUB","2013, Нематериальные активы, ед. RUB","2013, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2013, Оборотные активы, ед. RUB","2013, Оплата процентов по долговым обязательствам, ед. RUB","2013, Основные средства , ед. RUB","2013, Получение дивидендов, процентов, ед. RUB","2013, Получение кредитов и займов, ед. RUB","2013, Поступление денежных вкладов собственников (участников), ед. RUB","2013, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2013, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2013, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2013, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2013, Поступления от инвестиционных операций, ед. RUB","2013, Поступления от перепродажи финансовых вложений, ед. RUB","2013, Поступления от продаж, ед. RUB","2013, Поступления от текущих операций, ед. RUB","2013, Поступления от финансовых операций, ед. RUB","2013, Прибыль (убыток) до налогообложения , ед. RUB","2013, Прибыль (убыток) от продажи, ед. RUB","2013, Прибыль от приносящей доход деятельности, ед. RUB","2013, Приобретение акций (долей участия), ед. RUB","2013, Приобретение внеоборотных активов, ед. RUB","2013, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2013, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2013, Продажа акций других организаций, ед. RUB","2013, Продажа внеоборотных активов, ед. RUB","2013, Проценты к получению, ед. RUB","2013, Проценты к уплате, ед. RUB","2013, Прочие внеоборотные активы, ед. RUB","2013, Прочие долгосрочные обязательства, ед. RUB","2013, Прочие доходы, ед. RUB","2013, Прочие расходы, ед. RUB","2013, Расходы на содержание аппарата управления, ед. RUB","2013, Расходы на целевые мероприятия, ед. RUB","2013, Резервный капитал, ед. RUB","2013, Рентабельность активов (ROA), %","2013, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2013, Рентабельность затрат, %","2013, Рентабельность капитала (ROE), %","2013, Рентабельность продаж , %","2013, Себестоимость продаж, ед. RUB","2013, Текущий налог на прибыль, ед. RUB","2013, Управленческие расходы, ед. RUB","2013, Чистая норма прибыли (ROS), %","2013, Чистая прибыль (убыток), ед. RUB","2013, Чистые активы, ед. RUB"
10,11,"АВГУСТ, ООО",1086320018377.0,2008-07-15,9.5,,Действующая,6322043507.0,Самарская область,"Добыча прочих полезных ископаемых, не включенных в другие группировки",,3561000.0,91000.0,,,1.0,3361000.0,91000.0,196000.0,1000.0,,,,,3914000.0,3000.0,-539000.0,,0.0002,0.048,-0.1514,7.2356,-19.5,-7.6067,0.0488,4100000.0,,186000.0,,3227000.0,-549000.0,200000.0,,,,,,,,,,,,,,,-673000.0,91000.0,,,,,,,,63000.0,,,,,827000.0,,,,-0.3019,0.0266,,2.0187,1.0,,,,-5.9231,-539000.0,-539000.0
11,12,"АВРОРА, ООО",1077746333180.0,2007-02-12,11.0,2014-10-30,Недействующая,7714681654.0,Москва,Предоставление услуг в области добычи нефти и природного газа,"Прекратило деятельность при присоединении от 30.10.2014, Сообщения о принятии решения о реорганизации от 10.09.2014",36729000.0,13026000.0,0.2132,1.079,0.1757,1771000.0,74133000.0,8941000.0,3000.0,,,,,,25594000.0,4595000.0,184000.0,0.0079,0.2914,0.1251,0.6146,0.0808,6.9933,1.0879,32134000.0,250000.0,32134000.0,,,4575000.0,34958000.0,,1771000.0,,,,,,,,,,,,,610000.0,954000.0,,,,,,,,,,,,2000.0,346000.0,,,,0.0123,0.0263,0.013,0.1025,0.0129,61107000.0,162000.0,11888000.0,0.006,448000.0,4595000.0
12,13,"АВТОДОР, ОАО",1041100403827.0,2004-02-16,14.0,2014-07-01,Недействующая,1101301817.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Прекратило деятельность при преобразовании от 01.07.2014, Сообщения о принятии решения о реорганизации от 28.05.2014",133571000.0,189186000.0,1.7406,5.1122,0.6351,27570000.0,297877000.0,13698000.0,15031000.0,,4700000.0,,,,51983000.0,90055000.0,5098000.0,1.0313,1.3916,0.6742,0.6939,0.5895,0.4832,2.7309,38816000.0,25000000.0,11118000.0,,,24731000.0,106001000.0,,27385000.0,,,,,,,,,,,,,153063000.0,152179000.0,,,,,,,,2967000.0,,,,55209000.0,57292000.0,,,3316000.0,0.8663,1.6352,1.0445,1.3322,0.5109,108691000.0,-27949000.0,31909000.0,0.4105,122273000.0,90055000.0
13,14,"АВТОДОР, ООО",1141101003284.0,2014-07-01,3.5,,Действующая,1101150406.0,Коми (Республика),"Разработка гравийных и песчаных карьеров, добыча глины и каолина",Сообщения о принятии решения о реорганизации от 03.12.2014,133571000.0,189186000.0,1.7406,5.1122,0.6351,27570000.0,297877000.0,13699000.0,15031000.0,,4700000.0,,,,51983000.0,90055000.0,5098000.0,1.0313,1.3916,0.6742,0.6939,0.5895,0.4832,2.7309,38816000.0,25000000.0,11118000.0,30764000.0,,24731000.0,106001000.0,,27385000.0,,,,,,,,,,344934000.0,345534000.0,344439000.0,153063000.0,152179000.0,,,131000.0,,,,,2967000.0,,,,55209000.0,57292000.0,,,3316000.0,0.8663,1.6352,1.0445,1.3322,0.5109,108691000.0,27949000.0,31909000.0,0.4105,122273000.0,90055000.0
14,15,"АВТОДОРТРЕЙД-БТК, ООО",1027739129186.0,2002-03-01,16.0,,Действующая,7703324065.0,Москва,Добыча сырой нефти,,45505000.0,22745000.0,0.0562,2.0308,0.0532,8000.0,427616000.0,39117000.0,6369000.0,,,,,,,39853000.0,11200000.0,1.1269,8.0499,0.8758,0.9998,0.8758,0.1418,8.0499,5652000.0,,608000.0,,,39843000.0,45498000.0,,8000.0,,,,,,,,,,,,,11151000.0,11545000.0,,,,,,,,,222000.0,,,4000.0,176000.0,,,,0.2066,0.2951,0.0277,0.2342,0.027,404871000.0,2230000.0,,0.0209,8921000.0,39853000.0
15,16,"АВТОТРАНС-РЕГИОН, ООО",1110265001110.0,2011-06-21,6.5,2017-12-11,Недействующая,265036130.0,Башкортостан (Республика),Предоставление прочих услуг в области добычи нефти и природного газа,Ликвидировано от 11.12.2017,6010000.0,118000.0,0.0455,,0.0435,3997000.0,2712000.0,161000.0,1487000.0,,,,,5143000.0,365000.0,67000.0,,0.2502,0.2773,0.0111,-58.6567,-1.9523,88.7015,0.3387,5943000.0,,800000.0,,,57000.0,2013000.0,,3997000.0,,,,,,,,,,,,,71000.0,118000.0,,,,,,,,,,,,4000.0,51000.0,,,,0.013,0.0261,0.0455,1.4805,0.0435,2594000.0,14000.0,,0.021,57000.0,67000.0
16,17,"АГАТ, ООО",1024901149580.0,1996-09-20,21.0,,Реорганизуется,4907005752.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Находится в процессе реорганизации в форме присоединения к нему других ЮЛ от 08.12.2016, Сообщения о принятии решения о реорганизации от 01.03.2017",813426000.0,69622000.0,0.3277,3.9213,0.2468,180777000.0,282081000.0,58962000.0,133000.0,,406201000.0,,406201000.0,316690000.0,499693000.0,10611000.0,,0.0003,0.3352,0.013,-16.0368,-0.269,75.6588,1.5951,396614000.0,,79925000.0,888000.0,46426000.0,10436000.0,632650000.0,39476000.0,134351000.0,,773860000.0,,,,,,,,324467000.0,387869000.0,773860000.0,1159000.0,51867000.0,,,,,,,,3950000.0,48643000.0,,,3120000.0,9135000.0,,,,0.0004,0.0701,0.2253,0.02,0.1839,212459000.0,888000.0,17755000.0,0.001,271000.0,10611000.0
17,18,"АГАТ, ООО",1063304010054.0,2006-03-20,11.5,,Действующая,3304013504.0,Владимирская область,"Добыча камня, песка и глины",,120795000.0,8553000.0,0.2026,,0.1684,83288000.0,50777000.0,14856000.0,1480000.0,,17002000.0,,17002000.0,61426000.0,12618000.0,33761000.0,,0.0211,0.3554,0.2795,-1.467,-1.3205,2.5779,0.5356,70032000.0,,8606000.0,,,2504000.0,37507000.0,,83288000.0,,,,,,,,,,,,,2263000.0,8553000.0,,,,,,,,110000.0,4910000.0,,,1411000.0,2901000.0,,,,0.0269,0.0772,0.2026,0.1333,0.1684,42224000.0,,,0.0446,2263000.0,33761000.0
18,19,"АГЕЕВСКИЙ КАРЬЕР, ООО",1047103522003.0,2004-10-13,13.0,,Действующая,7133025102.0,Тульская область,Добыча глины и каолина,,43371000.0,367000.0,,1.0826,1.0,14449000.0,367000.0,746000.0,105000.0,,,2401000.0,,43955000.0,314000.0,-4274000.0,,0.0022,0.6004,-0.0985,4.3807,-0.6474,-11.1476,0.607,47645000.0,,3690000.0,,,-12660000.0,28922000.0,,8947000.0,,,,,,,,,,,,,-24000.0,28000.0,,,,,,,,,,,,,52000.0,,,,,0.0028,0.0826,,0.0763,,,339000.0,-0.2044,-75000.0,-4274000.0
19,20,"АГИДЕЛЬ, ООО",1120280023380.0,2012-06-05,5.5,,Действующая,274166671.0,Башкортостан (Республика),"Добыча камня, песка и глины",,8530000.0,5199000.0,6.3791,7.6344,0.8645,4939000.0,6014000.0,2275000.0,318000.0,,200000.0,,200000.0,2035000.0,998000.0,3404000.0,,0.0646,0.5264,0.3991,-0.4509,-0.4275,1.5059,0.729,4926000.0,,2891000.0,,,3394000.0,3591000.0,,4939000.0,,,,,,,,,,,,,3745000.0,4518000.0,,,,,,,,,,,,,773000.0,,,,0.8428,0.5502,3.0201,2.3907,0.7512,815000.0,,681000.0,0.6227,3745000.0,3404000.0
20,21,"АГК, ООО",1092801011270.0,2009-11-26,8.0,,Ликвидируется,2801146598.0,Амурская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина","Находится в стадии ликвидации от 20.11.2017, Определение о введении наблюдения от 11.11.2017",40281000.0,7618000.0,0.1154,1.7812,0.1035,15462000.0,73613000.0,12219000.0,1268000.0,,10978000.0,,10978000.0,1728000.0,3705000.0,453000.0,,0.2335,0.7319,0.0112,-33.1325,-0.6047,87.9205,0.8603,28850000.0,5468000.0,27122000.0,,,443000.0,24819000.0,,15462000.0,,,,,,,,,,,,,576000.0,3341000.0,,,,,,,,,1441000.0,,,650000.0,1974000.0,,,,0.0095,0.1064,0.0475,1.3996,0.0454,65995000.0,203000.0,4277000.0,0.0051,373000.0,453000.0
21,22,"АГРО ТОРФ ЛТД, ООО",1116027000682.0,2011-01-27,7.0,,Действующая,6037004958.0,Псковская область,Добыча торфа,,72975000.0,9528000.0,0.2773,3.0975,0.2171,36782000.0,43883000.0,5789000.0,6610000.0,,6283000.0,,6283000.0,653000.0,21967000.0,39278000.0,55000.0,0.3076,0.5189,0.5382,0.0635,0.069,0.8579,1.3202,27414000.0,1822000.0,26568000.0,262000.0,,1040000.0,36193000.0,,36536000.0,,,,,,,,,,48524000.0,48561000.0,,4603000.0,6452000.0,,,,,,,,72000.0,58000.0,246000.0,,235000.0,2098000.0,,,,0.0586,0.1004,0.1724,0.0984,0.147,34355000.0,262000.0,3021000.0,0.0839,3682000.0,39278000.0
22,23,"АГРОКОМПЛЕКС, ООО",1087154018379.0,2008-05-13,9.5,,Действующая,7104504728.0,Тульская область,Добыча и первичная обработка известняка и гипсового камня,,294702000.0,27875000.0,0.4158,4.3331,0.2937,178300000.0,94912000.0,36870000.0,1026000.0,,262630000.0,,262630000.0,4191000.0,77581000.0,1929000.0,3999000.0,0.0356,1.2879,0.0065,-91.4313,-1.5152,151.7745,3.8617,30143000.0,48000.0,25952000.0,,,1609000.0,116402000.0,,178300000.0,,,,,,,,,,,,,1860000.0,21442000.0,,,,,,,,,41814000.0,,,57806000.0,35574000.0,,,,0.0041,0.0732,0.2918,0.8921,0.2259,67037000.0,670000.0,2434000.0,0.0125,1190000.0,1929000.0
23,24,"АГРОМЕХДОРСТРОЙ, ООО",1027601070430.0,1996-11-18,21.0,,Действующая,7616005601.0,Ярославская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,19501000.0,7439000.0,0.3241,0.983,0.2448,12272000.0,30394000.0,1110000.0,8000.0,10516000.0,1569000.0,,1569000.0,,6111000.0,16739000.0,,0.0067,0.9371,0.8584,0.2669,0.6179,0.165,6.0595,1193000.0,,1193000.0,,,5801000.0,7229000.0,,12272000.0,,,,,,,,,,,,,-535000.0,-129000.0,,,,,,,,,315000.0,,,232000.0,323000.0,,,,-0.0869,-0.0066,-0.0042,-0.1012,-0.0042,22955000.0,,7568000.0,-0.0279,-847000.0,16739000.0
24,25,"АГРОПРОМНЕРУД, ООО",1065022013506.0,2006-11-08,11.0,,Действующая,5022069478.0,Московская область,"Добыча камня, песка и глины",,8501000.0,68000.0,0.0501,,0.0478,645000.0,1424000.0,7754000.0,102000.0,,,,,1651000.0,,-1628000.0,,0.0101,0.7756,-0.1915,1.3962,-0.2893,-6.2217,0.7756,10129000.0,,8478000.0,,,,7856000.0,,645000.0,,,,,,,,,,,,,-366000.0,68000.0,,,,,,,,,,,,,434000.0,,,,-0.0497,0.0081,0.0501,0.2572,0.0478,1356000.0,5000.0,,-0.2605,-371000.0,-1628000.0
25,26,"АГРОПРОМЭНЕРГО, ООО",1022602424360.0,1998-04-29,19.5,,Действующая,2605010150.0,Ставропольский край,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,117563000.0,18598000.0,0.2206,1.126,0.1807,67105000.0,102895000.0,13098000.0,53000.0,,82756000.0,,82430000.0,,10116000.0,1898000.0,16517000.0,0.8263,1.2258,0.0161,-34.3556,-1.2923,60.9405,1.5332,32909000.0,27140000.0,32878000.0,720000.0,,-37411000.0,50457000.0,,67059000.0,,23230000.0,,,,,,,,92481000.0,110943000.0,57464000.0,-4681000.0,2081000.0,,,,,,,,5740000.0,5863000.0,,,1817000.0,8456000.0,,,,-0.0589,0.0231,0.0206,0.4744,0.0202,84297000.0,720000.0,,-0.0564,-5802000.0,1898000.0
26,27,"АГРОСНАБ, ООО",1037401867205.0,2003-06-02,14.5,,Действующая,7438017138.0,Челябинская область,"Добыча камня, песка и глины",,908000.0,476000.0,0.2647,,0.2093,41000.0,2274000.0,539000.0,147000.0,,,,,1136000.0,181000.0,-461000.0,,0.1074,0.5011,-0.5077,1.0889,-0.579,-2.9696,0.6333,1369000.0,,233000.0,,,-471000.0,867000.0,,41000.0,,,,,,,,,,,,,469000.0,476000.0,,,,,,,,,,,,,7000.0,,,,0.509,0.6255,0.2647,-0.6792,0.2093,1798000.0,,,0.2062,469000.0,-461000.0
27,28,"АГРОХИМ, АО",1021801062832.0,1992-10-28,25.0,,Действующая,1822000277.0,Удмуртская Республика,Добыча и первичная обработка известняка и гипсового камня,,3587000.0,254000.0,0.0941,,0.086,2648000.0,2954000.0,886000.0,53000.0,,84000.0,,84000.0,,,3427000.0,,0.6974,12.3553,0.9554,0.2273,0.8296,0.0467,12.3553,76000.0,,76000.0,,,930000.0,939000.0,,2648000.0,,,,,,,,,,,,,-3850000.0,254000.0,,,,,,,,,,,,14000.0,4118000.0,,,,-0.7079,0.0719,0.0941,-0.7293,0.086,2700000.0,,,-1.3318,-3934000.0,3427000.0
28,29,"АГРОХИМСЕРВИС, АО",1041800081850.0,2004-04-27,13.5,,Действующая,1822004722.0,Удмуртская Республика,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,19280000.0,3434000.0,0.1666,,0.1428,7137000.0,24050000.0,2816000.0,5187000.0,,,16000.0,,,4140000.0,17845000.0,,3.6146,5.577,0.9256,0.6001,0.8818,0.0804,8.462,1435000.0,,1435000.0,,,17835000.0,12143000.0,,5730000.0,,,,,,,,,,,,,4465000.0,3434000.0,,,,,,,,147000.0,,1391000.0,,1642000.0,758000.0,,,,0.2174,0.2707,0.1666,0.2372,0.1428,20616000.0,,,0.1573,3784000.0,17845000.0
