,#,Наименование,Регистрационный номер,Дата регистрации,Возраст компании,Дата ликвидации,Статус,Код налогоплательщика,Регион регистрации,Вид деятельности/отрасль,Важная информация,"2013, Активы  всего, ед. RUB","2013, Валовая прибыль (убыток), ед. RUB","2013, Валовая рентабельность затрат, %","2013, Валовая рентабельность коммерческих и управленческих расходов, %","2013, Валовая рентабельность, %","2013, Внеоборотные активы, ед. RUB","2013, Выручка, ед. RUB","2013, Дебиторская задолженность, ед. RUB","2013, Денежные средства и денежные эквиваленты, ед. RUB","2013, Добавочный капитал, ед. RUB","2013, Долгосрочные обязательства, ед. RUB","2013, Долгосрочные финансовые вложения, ед. RUB","2013, Заёмные средства (долгосрочные), ед. RUB","2013, Заёмные средства (краткосрочные), ед. RUB","2013, Запасы, ед. RUB","2013, Капитал и резервы, ед. RUB","2013, Коммерческие расходы, ед. RUB","2013, Коэффициент абсолютной ликвидности, %","2013, Коэффициент быстрой ликвидности, %","2013, Коэффициент концентрации собственного капитала (автономии), %","2013, Коэффициент маневренности собственных средств, %","2013, Коэффициент обеспеченности собственными оборотными средствами, %","2013, Коэффициент соотношения заемных и собственных средств, %","2013, Коэффициент текущей ликвидности, %","2013, Краткосрочные обязательства, ед. RUB","2013, Краткосрочные финансовые вложения, ед. RUB","2013, Кредиторская задолженность, ед. RUB","2013, Налог на прибыль, ед. RUB","2013, Нематериальные активы, ед. RUB","2013, Нераспределенная прибыль (непокрытый убыток), ед. RUB","2013, Оборотные активы, ед. RUB","2013, Оплата процентов по долговым обязательствам, ед. RUB","2013, Основные средства , ед. RUB","2013, Получение дивидендов, процентов, ед. RUB","2013, Получение кредитов и займов, ед. RUB","2013, Поступление денежных вкладов собственников (участников), ед. RUB","2013, Поступления арендных, лицензионных, комиссионных платежей, роялти, ед. RUB","2013, Поступления от возврата займов, продажи долговых ценных бумаг, ед. RUB","2013, Поступления от выпуска акций, увеличения долей участия, ед. RUB","2013, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., ед. RUB","2013, Поступления от инвестиционных операций, ед. RUB","2013, Поступления от перепродажи финансовых вложений, ед. RUB","2013, Поступления от продаж, ед. RUB","2013, Поступления от текущих операций, ед. RUB","2013, Поступления от финансовых операций, ед. RUB","2013, Прибыль (убыток) до налогообложения , ед. RUB","2013, Прибыль (убыток) от продажи, ед. RUB","2013, Прибыль от приносящей доход деятельности, ед. RUB","2013, Приобретение акций (долей участия), ед. RUB","2013, Приобретение внеоборотных активов, ед. RUB","2013, Приобретение долговых ценных бумаг, предоставление займов, ед. RUB","2013, Приобретение основных средств, инвентаря и иного имущества, ед. RUB","2013, Продажа акций других организаций, ед. RUB","2013, Продажа внеоборотных активов, ед. RUB","2013, Проценты к получению, ед. RUB","2013, Проценты к уплате, ед. RUB","2013, Прочие внеоборотные активы, ед. RUB","2013, Прочие долгосрочные обязательства, ед. RUB","2013, Прочие доходы, ед. RUB","2013, Прочие расходы, ед. RUB","2013, Расходы на содержание аппарата управления, ед. RUB","2013, Расходы на целевые мероприятия, ед. RUB","2013, Резервный капитал, ед. RUB","2013, Рентабельность активов (ROA), %","2013, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %","2013, Рентабельность затрат, %","2013, Рентабельность капитала (ROE), %","2013, Рентабельность продаж , %","2013, Себестоимость продаж, ед. RUB","2013, Текущий налог на прибыль, ед. RUB","2013, Управленческие расходы, ед. RUB","2013, Чистая норма прибыли (ROS), %","2013, Чистая прибыль (убыток), ед. RUB","2013, Чистые активы, ед. RUB"
129,130,"АРТЕЛЬ СТАРАТЕЛЕЙ ЛЕНА, ООО",1073808018602.0,2007-07-23,10.5,,Действующая,3808154007.0,Иркутская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,646531000.0,1373000.0,0.0023,,0.0023,114017000.0,602906000.0,168871000.0,7000.0,,49706000.0,311000.0,20956000.0,241729000.0,322794000.0,168709000.0,,0.0152,0.4899,0.2609,0.3242,0.1027,2.8322,1.2439,428116000.0,6500000.0,186387000.0,,,168699000.0,532514000.0,2078000.0,38722000.0,,345800000.0,,1050000.0,,,,,,338584000.0,366381000.0,345800000.0,-29423000.0,1373000.0,,,,,,,,,11219000.0,26265000.0,,5074000.0,24651000.0,,,,-0.042,0.0026,0.0023,-0.1563,0.0023,601533000.0,,,-0.0475,-28614000.0,168709000.0
130,131,"АРТЕЛЬ СТАРАТЕЛЕЙ ПОИСК, ООО",1022202218411.0,1993-02-01,25.0,,Действующая,2251001116.0,Алтайский край,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,757505000.0,120141000.0,0.5105,4.5702,0.338,158679000.0,355464000.0,47177000.0,294000.0,55973000.0,51327000.0,,30260000.0,123636000.0,390295000.0,311259000.0,,0.3735,0.528,0.4109,0.4902,0.2548,1.4337,1.5163,394919000.0,147195000.0,265835000.0,6470000.0,,254919000.0,598826000.0,,125327000.0,,183888000.0,,,,,,,,305588000.0,305949000.0,494155000.0,70089000.0,93853000.0,,,1264000.0,,,,,,6743000.0,4370000.0,,1404336000.0,1525915000.0,,,,0.1016,0.1668,0.3588,0.2723,0.264,235323000.0,,26288000.0,0.2099,74607000.0,311259000.0
131,132,"АРТЕЛЬ СТАРАТЕЛЕЙ СИБИРЬ, ООО",1033800733988.0,1995-07-26,22.5,,Действующая,3802009518.0,Иркутская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,177726000.0,32849000.0,0.0691,3.4753,0.0646,39109000.0,508351000.0,24214000.0,61259000.0,,2107000.0,30000000.0,,,51345000.0,133252000.0,,1.4459,2.0599,0.7498,0.7065,0.6792,0.3338,3.2718,42367000.0,,41568000.0,5533000.0,34000.0,39703000.0,138617000.0,,4970000.0,,,,7379000.0,,,,475000.0,,508550000.0,629194000.0,,30811000.0,23397000.0,,,,30000000.0,,,,2692000.0,,3369000.0,,8004000.0,3282000.0,,,8000.0,0.1627,0.2904,0.0482,0.2009,0.046,475502000.0,4865000.0,9452000.0,0.0479,24328000.0,133252000.0
132,133,"АРТЕЛЬ СТАРАТЕЛЕЙ СОЮЗ, ООО",1022800761180.0,1995-04-27,22.5,,Действующая,2819002678.0,Амурская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,2346000.0,1273000.0,0.1229,,0.1095,289000.0,11629000.0,200000.0,1853000.0,,,,,,,2008000.0,,5.4822,6.0858,0.8559,0.8561,0.8357,0.1683,6.0858,338000.0,,338000.0,,17000.0,1998000.0,2057000.0,,272000.0,,,,,,,,,,,,,1039000.0,1273000.0,,,,,,,,,,,,,234000.0,,,,0.2358,2.6033,0.1229,0.2515,0.1095,10356000.0,244000.0,,0.0684,795000.0,2008000.0
133,134,"АРТЕЛЬ СТАРАТЕЛЕЙ СРЕДНЕКАН, ООО",1054900299233.0,1997-05-12,20.5,2017-04-04,Недействующая,4904004447.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Прекратило деятельность при присоединении от 04.04.2017, Сообщения о принятии решения о реорганизации от 01.03.2017",26278000.0,274000.0,0.0058,,0.0058,14238000.0,47576000.0,10336000.0,1704000.0,,,,,24840000.0,,259000.0,,0.0655,0.4627,0.0099,-53.973,-1.161,100.4595,0.4627,26019000.0,,1179000.0,,,219000.0,12040000.0,,14238000.0,,,,,,,,,,,,,274000.0,274000.0,,,,,,,,,,,,1195000.0,1195000.0,,,,0.0092,0.0111,0.0058,0.1973,0.0058,47302000.0,55000.0,,0.0046,219000.0,259000.0
134,135,"АРТЕЛЬ СТАРАТЕЛЕЙ СУЕНГА, ООО",1025405425011.0,1995-05-29,22.5,,Действующая,5431100577.0,Новосибирская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,84097000.0,3835000.0,0.0202,,0.0198,40514000.0,193796000.0,35832000.0,1815000.0,,,,,,4648000.0,83840000.0,,9.0078,151.4981,0.9969,0.5168,0.9941,0.0031,169.5837,257000.0,500000.0,257000.0,6056000.0,,34988000.0,43583000.0,1043000.0,40514000.0,,,,,,,,,,193054000.0,193054000.0,,2366000.0,3835000.0,,,,,,,,,1043000.0,,,64000.0,490000.0,,,,0.0195,0.0473,0.0202,0.0196,0.0198,189961000.0,473000.0,,0.0098,1893000.0,83840000.0
135,136,"АРТЕЛЬ СТАРАТЕЛЕЙ ТАЛ, ООО",1021400791235.0,1992-05-19,25.5,,В состоянии банкротства,1420003045.0,Саха (Республика) (Якутия),"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)","Определение о введении наблюдения от 23.09.2017, Сообщение кредитора о намерении обратиться в суд с заявлением о банкротстве от 11.08.2017",1791992000.0,118448000.0,0.0601,,0.0567,106796000.0,2088168000.0,1010414000.0,43086000.0,774000.0,,10000.0,,1384410000.0,351712000.0,183616000.0,,0.1208,0.8291,0.1025,0.4184,0.0456,8.7595,1.0478,1608376000.0,151234000.0,223966000.0,,,182832000.0,1685196000.0,71777000.0,106786000.0,96000.0,2613802000.0,,,38890000.0,,,38986000.0,,2282596000.0,2604741000.0,2613802000.0,2847000.0,118448000.0,,,,187830000.0,,,,61000.0,97379000.0,,,175701000.0,193984000.0,,,,0.0078,0.0806,0.0601,0.0526,0.0567,1969720000.0,,,0.0045,9416000.0,183616000.0
136,137,"АРТЕЛЬ СТАРАТЕЛЕЙ ТЫВА, ООО",1051740507081.0,1993-03-19,24.5,,Действующая,1701038950.0,Тыва (Республика),"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,98992000.0,7791000.0,0.0948,8.0154,0.0866,37251000.0,89968000.0,6306000.0,11000.0,,60030000.0,,60024000.0,2526000.0,48197000.0,-611000.0,972000.0,0.1745,0.3423,-0.0062,61.9673,-0.6132,-163.0164,1.5602,39573000.0,6894000.0,37047000.0,,,-621000.0,61741000.0,2445000.0,27405000.0,,44700000.0,,,,,,,,89968000.0,90061000.0,44700000.0,-541000.0,6819000.0,,,,,,,,,,,,93000.0,7453000.0,,,,-0.0062,0.0833,0.082,-0.037,0.0758,82177000.0,,,-0.006,-541000.0,-611000.0
137,138,"АРТЕЛЬ СТАРАТЕЛЕЙ ХАКАСИЯ, ООО",1101903000286.0,2010-04-05,7.5,,Действующая,1911007860.0,Красноярский край,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,180946000.0,77874000.0,0.1112,18.2975,0.1001,57318000.0,778059000.0,91683000.0,1048000.0,,43200000.0,,43200000.0,,30151000.0,10376000.0,4256000.0,0.0107,0.7339,0.0573,-4.5241,-0.3797,16.4389,0.9706,127370000.0,315000.0,127370000.0,,,9976000.0,123628000.0,,57053000.0,,,,,,,,,,,,,7979000.0,73618000.0,,,,,,,,1987000.0,4223000.0,265000.0,,166697000.0,230100000.0,,,,0.0267,0.4115,0.1045,0.5832,0.0946,700185000.0,3294000.0,,0.006,4685000.0,10376000.0
138,139,"АРТЕЛЬ СТАРАТЕЛЕЙ ХОТУ, ООО",1021400746432.0,1993-12-13,24.0,,Действующая,1416000884.0,Саха (Республика) (Якутия),"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,192959000.0,37030000.0,0.2157,,0.1774,64266000.0,208733000.0,27157000.0,87000.0,17455000.0,,,,,59135000.0,182051000.0,,2.1278,6.3768,0.9435,0.647,0.9152,0.0599,11.798,10908000.0,23123000.0,10908000.0,,,164396000.0,128693000.0,,64266000.0,,,,,,,,,,,,,34069000.0,37030000.0,,,,,,,,,,,,115000.0,3076000.0,,,,0.1453,0.246,0.2157,0.175,0.1774,171703000.0,5312000.0,,0.1483,30954000.0,182051000.0
139,140,"АРТЕМ, ЗАО",1025001277597.0,1993-12-03,24.0,,Действующая,5009000974.0,Московская область,Добыча и первичная обработка известняка и гипсового камня,,140574000.0,9947000.0,0.0909,,0.0833,71792000.0,119346000.0,3926000.0,751000.0,,30000000.0,,12000000.0,9500000.0,64105000.0,40705000.0,,0.0107,0.0669,0.2896,-0.7637,-0.452,2.4535,0.9844,69869000.0,,60369000.0,,,,68782000.0,,71792000.0,,,,,,,,,,,,,4279000.0,9947000.0,,,,,,,,,,,18000000.0,2609000.0,8277000.0,,,,0.0243,0.0711,0.0909,0.0722,0.0833,109399000.0,856000.0,,0.0287,3423000.0,40705000.0
140,141,"АРХАНГЕЛЬСКГЕОЛДОБЫЧА, АО",1022900508036.0,1995-08-18,22.5,,Действующая,2901071160.0,Архангельская область,Добыча алмазов,,29979030000.0,26347000.0,0.2993,0.0833,0.2303,25498937000.0,114386000.0,1640967000.0,2105000.0,,24973498000.0,,23586052000.0,4717246000.0,2808066000.0,-1217585000.0,,0.0003,0.2687,-0.0406,21.9422,-5.9634,-25.6217,0.7199,6223117000.0,,1460352000.0,,2160000.0,-1219459000.0,4480093000.0,163669000.0,22275867000.0,2000.0,12305581000.0,,115904000.0,,,,2000.0,,,120326000.0,14247581000.0,388299000.0,-289815000.0,,,7335660000.0,,,,,2000.0,785020000.0,3032932000.0,,1903870000.0,440738000.0,,,,-0.0512,-0.0108,-0.717,2.136,-2.5337,88039000.0,,316162000.0,-10.9946,-1257631000.0,-1217585000.0
141,142,"АС АМУР, АО",1022700856837.0,1993-07-23,24.5,,Действующая,2708000604.0,Хабаровский край,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,16462264000.0,1300448000.0,0.4291,1.4013,0.3003,8646006000.0,4331140000.0,3818343000.0,65236000.0,,5985947000.0,25000.0,5360649000.0,6546353000.0,3419170000.0,3020534000.0,961000.0,0.0087,0.5898,0.1835,-1.8624,-0.7197,4.4501,1.0483,7455783000.0,,740439000.0,120843000.0,,2878648000.0,7816258000.0,,2024225000.0,1657000.0,8407107000.0,,,,,,509963000.0,,4839630000.0,5475207000.0,8450351000.0,-739809000.0,372433000.0,,15000.0,892907000.0,,,,,1612000.0,561707000.0,414078000.0,94502000.0,5670064000.0,6222211000.0,,,5770000.0,-0.0404,0.0402,0.0941,-0.2109,0.086,3030692000.0,,927054000.0,-0.1644,-712163000.0,3020534000.0
142,143,"АС ИРКУТСКАЯ, ООО",1023800731723.0,2000-06-14,17.5,,Действующая,3802007790.0,Иркутская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,160513000.0,107982000.0,0.4582,11.3977,0.3142,88458000.0,343653000.0,42529000.0,1269000.0,,5194000.0,,,10000000.0,23825000.0,118929000.0,,0.0349,1.3254,0.7409,0.2562,0.4229,0.3497,1.9801,36390000.0,,26390000.0,,10971000.0,117126000.0,72056000.0,,77100000.0,,,,,,,,,,,,,90598000.0,98508000.0,,,,,,,,191000.0,5520000.0,,,41197000.0,43778000.0,,,1793000.0,0.4524,0.6379,0.4018,0.8737,0.2866,235671000.0,17840000.0,9474000.0,0.2104,72317000.0,118929000.0
143,144,"АС ПРИБРЕЖНАЯ, ЗАО",1112720000073.0,1994-09-19,23.0,,Действующая,2720043570.0,Хабаровский край,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,225479000.0,19796000.0,0.2589,,0.2056,131625000.0,96272000.0,10785000.0,207000.0,,6074000.0,,,114179000.0,75753000.0,16719000.0,,0.001,0.0893,0.0741,-6.8728,-1.2243,12.4864,0.4631,202686000.0,,88507000.0,,,-5537000.0,93854000.0,,2877000.0,,,,,,,,,,,,,-11000.0,19796000.0,,,,,,,,,11570000.0,,,6438000.0,14675000.0,,,20606000.0,0.0012,0.2214,0.2589,0.0134,0.2056,76476000.0,,,0.0023,222000.0,16719000.0
144,145,"АС ШАХТЕР, ООО",1048700300406.0,1990-11-28,27.0,,Действующая,8708001334.0,Чукотский автономный округ,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,699019000.0,73404000.0,0.0841,,0.0776,389752000.0,945970000.0,186826000.0,1748000.0,13000.0,,,,,106542000.0,553717000.0,,0.012,1.3952,0.7921,0.2961,0.5302,0.2624,2.1285,145301000.0,,145301000.0,,108000.0,543131000.0,309267000.0,,389644000.0,,,,,,,,,,,,,71770000.0,73404000.0,,,,,,,,,,,,5886000.0,7520000.0,,,,,0.1075,0.0841,,0.0776,872566000.0,14547000.0,,0.0605,57223000.0,553718000.0
145,146,"АСК, ООО",1122224004440.0,2012-09-07,5.0,,Действующая,2224154875.0,Алтайский край,Добыча соли,,108517000.0,3309000.0,0.1462,0.5099,0.1275,38416000.0,25944000.0,9457000.0,16431000.0,,,,,,44156000.0,91107000.0,5735000.0,0.9438,1.4902,0.8396,0.5783,0.7516,0.1911,4.0265,17410000.0,,17410000.0,,,-4774000.0,70101000.0,,37225000.0,,,,4080000.0,,,,,,17617000.0,35108000.0,,-4461000.0,-3180000.0,,,,,,,,,,,,,1281000.0,,,,-0.035,-0.035,-0.1092,-0.0385,-0.1226,22635000.0,,754000.0,-0.1379,-3577000.0,91107000.0
146,147,"АСК, ООО",1122372003632.0,2012-09-20,5.0,,Действующая,2372004150.0,Краснодарский край,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,30465000.0,8581000.0,4.8618,1.0547,0.8294,8297000.0,10346000.0,5892000.0,67000.0,,25244000.0,3000000.0,25244000.0,2100000.0,1447000.0,-34000.0,8136000.0,2.8101,3.9431,-0.0011,245.0294,-0.3758,-897.0294,4.2185,5255000.0,14700000.0,3155000.0,,,-44000.0,22168000.0,,5236000.0,,,,,,,,,,,,,254000.0,445000.0,,,,,,,,720000.0,855000.0,,,14000.0,70000.0,,,,0.0072,0.0354,0.0449,-0.9573,0.043,1765000.0,86000.0,,0.0162,168000.0,-34000.0
147,148,"АСПЕКТ, ООО",1026100663027.0,1993-09-27,24.0,,Действующая,6102005922.0,Ростовская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,1074000.0,590000.0,0.1402,0.2378,0.1229,815000.0,4799000.0,257000.0,1000.0,,,,,,,413000.0,2476000.0,0.0015,0.3918,0.3845,-0.9734,-1.5521,1.6005,0.3918,661000.0,,661000.0,,,369000.0,259000.0,,314000.0,,,,,,,,,,,,,-1901000.0,-1891000.0,,,,,,,,,,501000.0,,,10000.0,,,,-1.0799,-3.3117,-0.2827,-1.425,-0.394,4209000.0,,5000.0,-0.4265,-2047000.0,413000.0
148,149,"АССОЦИАЦИЯ А.Н.А., ООО",1034701647375.0,2000-04-17,17.5,,Действующая,4712010976.0,Ленинградская область,"Разработка гравийных и песчаных карьеров, добыча глины и каолина",,1515000.0,87000.0,,1.8125,1.0,539000.0,87000.0,4000.0,237000.0,2000000.0,,,,1000.0,,1475000.0,,5.925,24.425,0.9736,0.6346,0.959,0.0271,24.4,40000.0,,39000.0,,3000.0,-536000.0,976000.0,,536000.0,,,,,,,,,,,,,-94000.0,39000.0,,,,,,,,,,,,196027000.0,196160000.0,,,,,0.0718,0.8125,,0.4483,,30000.0,48000.0,-1.4713,-128000.0,1475000.0
149,150,"АСТ-ИНВЕСТ, ООО",1035000909910.0,2002-02-28,16.0,,Действующая,5003038322.0,Москва,Добыча сырой нефти и нефтяного (попутного) газа,,744925000.0,8984000.0,10.6068,1.516,0.9138,597650000.0,9831000.0,41532000.0,106000.0,,,,,2133000.0,718000.0,-549000.0,,0.0001,0.1966,-0.0007,1089.6157,-4.0618,-1357.8761,0.1976,745474000.0,,159419000.0,660000.0,,-559000.0,147275000.0,152000.0,597650000.0,,1100000.0,,,,,,,,9153000.0,485647000.0,1100000.0,2806000.0,3058000.0,,,,,,,,,185000.0,,,30000.0,97000.0,,,,0.0034,0.0048,0.4515,-1.3433,0.3111,847000.0,573000.0,5926000.0,0.2285,2246000.0,-549000.0
150,151,"АСТРА, ООО",1054900296000.0,2005-02-25,13.0,,Действующая,4905008490.0,Магаданская область,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,12635000.0,15908000.0,0.124,1.0809,0.1103,1191000.0,144226000.0,9592000.0,152000.0,,,,,,701000.0,6047000.0,,0.1749,1.6308,0.4786,0.803,0.4243,1.0895,1.7372,6588000.0,1000000.0,6129000.0,603000.0,,6035000.0,11445000.0,,1191000.0,,,,,,,,5000.0,,131960000.0,132640000.0,,605000.0,1191000.0,,,,,,,,4000.0,,,,7000.0,597000.0,,,,0.0407,0.1037,0.0083,0.0914,0.0083,128318000.0,34000.0,14717000.0,0.004,571000.0,6047000.0
151,152,"АСФ ЯВПФЧ, ГУП ЯНАО",1028900510121.0,1997-06-25,20.5,,Действующая,8901007729.0,Тюменская область,Предоставление прочих услуг в области добычи нефти и природного газа,,143330000.0,89049000.0,0.4577,1.7871,0.314,56163000.0,283593000.0,66695000.0,3527000.0,,426000.0,,,,16838000.0,99069000.0,,0.0805,1.6044,0.6912,0.4331,0.4922,0.4468,1.9885,43835000.0,,36624000.0,9363000.0,,93359000.0,87167000.0,,56109000.0,,,,,,,,,,241955000.0,284596000.0,,17371000.0,39221000.0,,,9103000.0,,,,,,,40000.0,,14890000.0,36740000.0,,,710000.0,0.0552,0.2809,0.1605,0.083,0.1383,194544000.0,8868000.0,49828000.0,0.0289,8199000.0,99069000.0
152,153,"АТД, ООО",1121688000191.0,2012-03-16,5.5,,Действующая,1643012364.0,Республика Татарстан,Предоставление прочих услуг в области добычи нефти и природного газа,,18324000.0,2713000.0,0.0742,,0.0691,777000.0,39267000.0,12349000.0,238000.0,,12000.0,,,,4891000.0,1971000.0,,0.0146,0.7745,0.1076,0.6058,0.068,8.2968,1.0738,16341000.0,,15651000.0,238000.0,,1959000.0,17547000.0,,696000.0,,,,,,,,,,28408000.0,29310000.0,,2466000.0,2713000.0,,,786000.0,,,,,,,,,366000.0,613000.0,,,,0.1532,0.1513,0.0742,1.9283,0.0691,36554000.0,595000.0,,0.0493,1935000.0,1971000.0
153,154,"АТИС-УРАЛ, ООО",1050203973280.0,2005-08-04,12.5,,Действующая,274105510.0,Башкортостан (Республика),Предоставление прочих услуг в области добычи нефти и природного газа,,15532000.0,16919000.0,1.4117,5.9344,0.5854,19000.0,28904000.0,5205000.0,920000.0,,,,,,387000.0,14400000.0,,8.7633,13.3622,0.9271,0.9987,0.927,0.0786,13.7041,1132000.0,9000000.0,1132000.0,,,14390000.0,15513000.0,,19000.0,,,,,,,,,,,,,16093000.0,14068000.0,,,,,,,,1685000.0,,,,585000.0,245000.0,,,,0.3403,2.5072,0.9482,1.5557,0.4867,11985000.0,3252000.0,2851000.0,0.4443,12841000.0,14400000.0
154,155,"АТЛАС СЕРВИСЕС ГРУП, ООО",1117746398560.0,2011-05-23,6.5,,Действующая,7709878197.0,Москва,"Предоставление услуг по монтажу, ремонту и демонтажу буровых вышек",,26476000.0,30024000.0,5004.0,1.0004,0.9998,3860000.0,30030000.0,18236000.0,4354000.0,,42967000.0,,42967000.0,,,-19802000.0,,1.315,6.8306,-0.7479,1.1949,-1.0463,-2.337,6.8306,3311000.0,,3311000.0,,,-20002000.0,22616000.0,,46000.0,,,,,,,,,,,,,-6266000.0,13000.0,,,,,,,,,,,,20784000.0,27063000.0,,,,,0.0007,0.0004,,0.0004,6000.0,,30011000.0,-0.1993,-5986000.0,-19802000.0
155,156,"АТНЯАГРОХИМ, ООО",1051629038625.0,2005-08-08,12.5,,Действующая,1610000437.0,Республика Татарстан,Добыча и первичная обработка известняка и гипсового камня,,5469000.0,526000.0,0.0381,,0.0367,1352000.0,14319000.0,2954000.0,1036000.0,,529000.0,,,,127000.0,3464000.0,,0.7019,2.7033,0.6334,0.6097,0.513,0.5788,2.7893,1476000.0,,1476000.0,,,3454000.0,4117000.0,,1352000.0,,,,,,,,,,,,,526000.0,526000.0,,,,,,,,,,,529000.0,57000.0,57000.0,,,,0.0172,0.1187,0.0381,0.0284,0.0367,13793000.0,,,0.0068,97000.0,3464000.0
156,157,"АТОМ-НЕРУД, ООО",5077746959000.0,2007-06-20,10.5,,Действующая,7715654413.0,Москва,"Добыча декоративного и строительного камня, известняка, гипса, мела и сланцев",,323642000.0,15444000.0,,0.9954,1.0,35349000.0,15444000.0,30993000.0,,,122658000.0,25009000.0,122658000.0,6505000.0,,2886000.0,,1.2987,1.4553,0.0089,-11.2484,-0.1126,111.1421,1.4553,198098000.0,257277000.0,191593000.0,,,2876000.0,288293000.0,,10340000.0,,,,,,,,,,,,,-413000.0,-72000.0,,,,,,,,,,,,17000.0,358000.0,,,,-0.0013,-0.0017,-0.0046,-0.1362,-0.0047,,9000.0,15516000.0,-0.0273,-422000.0,2886000.0
157,158,"АТОМСТРОЙКОМПЛЕКС, ООО",1106670029553.0,2010-10-26,7.0,,Действующая,6670309050.0,Свердловская область,"Добыча камня, песка и глины",,179532000.0,34633000.0,0.201,9.5539,0.1674,125674000.0,206895000.0,14188000.0,836000.0,,38750000.0,,38750000.0,400000.0,15967000.0,27999000.0,,0.0074,0.336,0.156,-3.4885,-1.8135,5.4121,0.4775,112784000.0,,112384000.0,,,27989000.0,53859000.0,,125674000.0,,,,,,,,,,,,,28925000.0,31008000.0,,,,,,,,,1110000.0,,,3116000.0,4089000.0,,,,0.2102,0.199,0.1763,1.9969,0.1499,172262000.0,863000.0,3625000.0,0.1352,27977000.0,27998000.0
158,159,"АУРУМ ГРУПП РУС, ООО",1137746025845.0,2013-01-18,5.0,,Ликвидируется,7714895078.0,Москва,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",Принято решение о предстоящем исключении недействующего ЮЛ из ЕГРЮЛ от 29.12.2017,92608000.0,10509000.0,0.1809,0.4103,0.1532,5259000.0,68602000.0,77148000.0,796000.0,,93268000.0,,93007000.0,6876000.0,8482000.0,-16785000.0,,0.0494,4.891,-0.1812,1.3133,-0.2524,-6.5173,5.417,16125000.0,,9249000.0,556000.0,,-16795000.0,87349000.0,,999000.0,,98944000.0,10000.0,,,,,,,2177000.0,3885000.0,98954000.0,-20757000.0,-15106000.0,,,,,,,,,7852000.0,,,5898000.0,3697000.0,,,,-0.3627,-0.1744,-0.1805,2.0012,-0.2202,58093000.0,,25615000.0,-0.2448,-16795000.0,-16785000.0
159,160,"АУРУМ РА, ООО",1060407005670.0,2006-12-20,11.0,,Действующая,407007320.0,Алтай (Республика),"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",,326918000.0,16381000.0,0.2632,,0.2084,47184000.0,78608000.0,146034000.0,11000.0,,158932000.0,35074000.0,158932000.0,108929000.0,131463000.0,-5908000.0,,0.0001,0.8527,-0.0181,8.9865,-0.1898,-56.3346,1.6087,173893000.0,,64965000.0,,,-5918000.0,279734000.0,,12110000.0,,,,,,,,,,,,,483000.0,16381000.0,,,,,,,,,8840000.0,,,,7058000.0,,,,0.0015,0.0566,0.2632,-0.0674,0.2084,62227000.0,,,0.0052,412000.0,-5907000.0
160,161,"АХТАРСКИЙ ПО ДОБЫЧЕ И ПЕРЕРАБОТКЕ КОРМОВОЙ РАКУШКИ, ОАО ЗАВОД",1042326312676.0,1992-05-22,25.5,,Действующая,2347011010.0,Краснодарский край,"Добыча прочих полезных ископаемых, не включенных в другие группировки",,14010000.0,5701000.0,0.9125,0.6584,0.4771,5986000.0,11949000.0,5354000.0,281000.0,,,,,9050000.0,2313000.0,-2361000.0,5914000.0,0.0172,0.3488,-0.1685,3.5354,-1.0403,-6.9339,0.4901,16371000.0,,7321000.0,,,-10884000.0,8024000.0,,,,9049000.0,,,,,,,,13999000.0,14099000.0,9049000.0,-3789000.0,-2958000.0,,,,,,,,,615000.0,2767000.0,,48000.0,264000.0,,,93000.0,-0.3354,-0.3858,-0.1984,8.2549,-0.2476,6248000.0,,2745000.0,-0.3171,-3789000.0,-2361000.0
