,Bankrupt,TA,GP,Sales,Cash,LT Debt,Inventories,Current liabilities,Retained earnings,Current assets,EBIT,Operating income,ROA,ROE,ROS,NI,WC
2049,,13928623000,516426000,1285430000,584041000.0,8453090000.0,6474576000.0,4474549000.0,-1568657000.0,11848780000,139326000.0,265974000.0,0.0054,0.0773,0.058,74539000.0,1000984000.0
2050,,292450000,25330000,278140000,13373000.0,,,239117000.0,53233000.0,292248000,2244000.0,9964000.0,0.0059,0.0342,0.0065,1795000.0,53333000.0
2051,,2208834000,433008000,614480000,500387000.0,2955000.0,187404000.0,1004506000.0,1201074000.0,939607000,380866000.0,356788000.0,0.1382,0.2896,0.4945,303874000.0,1201373000.0
2052,,212338000,3153000,109495000,216000.0,,72636000.0,208049000.0,4279000.0,209859000,501000.0,844000.0,0.0029,0.0976,0.0037,401000.0,4289000.0
2053,,10789000,8138000,8138000,307000.0,,,3962000.0,6760000.0,10760000,7199000.0,6833000.0,1.165,1.9611,0.8307,6760000.0,6827000.0
2054,,109527000,6704000,138493000,1478000.0,,39425000.0,105124000.0,4393000.0,109151000,32000.0,814000.0,-0.0111,-0.3165,-0.012,-1656000.0,4403000.0
2055,,4153000,1813000,10401000,292000.0,,67000.0,1874000.0,-319000.0,3512000,1331000.0,1813000.0,0.3222,0.8249,0.128,1331000.0,2279000.0
2056,,2944000,2887000,6291000,8000.0,,437000.0,2710000.0,209000.0,2725000,-41000.0,-1000.0,-0.03,-0.2239,-0.0094,-59000.0,234000.0
2057,,136959000,26649000,146450000,383000.0,37675000.0,46220000.0,58268000.0,40942000.0,99217000,8753000.0,9455000.0,0.0533,0.1708,0.0441,6455000.0,41016000.0
2058,,218385000,9402000,37657000,24844000.0,15802000.0,12257000.0,175907000.0,14766000.0,40349000,10905000.0,9402000.0,0.048,0.3915,0.2251,8477000.0,26676000.0
2059,,128492000,909000,21028000,,,35012000.0,137572000.0,-9090000.0,125548000,-10442000.0,909000.0,-0.0524,2.5674,-0.4854,-10208000.0,-9080000.0
2060,,858541000,15054000,275797000,123735000.0,,26793000.0,113915000.0,35656000.0,479983000,8980000.0,15034000.0,0.0082,0.0097,0.026,7183000.0,744626000.0
2061,,5041566000,396012000,3885498000,25467000.0,72342000.0,331364000.0,3446676000.0,1522538000.0,1667785000,334019000.0,341484000.0,0.0516,0.1883,0.0674,262045000.0,1635603000.0
2062,,268045000,49254000,272468000,25000.0,,136491000.0,11432000.0,255812000.0,254171000,53300000.0,49254000.0,0.151,0.1755,0.152,41404000.0,256613000.0
2063,,87997000,39633000,402710000,6570000.0,,3958000.0,87445000.0,52000.0,84677000,3291000.0,2378000.0,0.0305,-3.5333,0.0063,2544000.0,552000.0
2064,,1462161000,134325000,137806000,12200000.0,159071000.0,301000.0,1299700000.0,3380000.0,510916000,1314000.0,86242000.0,0.0001,0.022,0.001,143000.0,848979000.0
2065,,3551000,1059000,11972000,9000.0,,841000.0,1084000.0,2426000.0,2594000,949000.0,1059000.0,0.2494,0.3764,0.0695,832000.0,2483000.0
2066,,10429000,2317000,3797000,,,10000.0,10080000.0,339000.0,7469000,2317000.0,2317000.0,0.2452,-2.8769,0.6031,2290000.0,349000.0
2067,,200095000,975000,285698000,60799000.0,,3913000.0,153685000.0,10349000.0,192278000,975000.0,975000.0,0.0044,0.017,0.0027,780000.0,46410000.0
2068,,20895000,7368000,31097000,2429000.0,,660000.0,18207000.0,2678000.0,20826000,1914000.0,1919000.0,0.0775,0.761,0.049,1524000.0,2688000.0
2069,,31793000,10792000,39978000,77000.0,,8723000.0,17165000.0,14603000.0,18690000,5011000.0,7868000.0,0.1212,0.3639,0.1127,4504000.0,14628000.0
2070,,24727000,15196000,96845000,132000.0,,4103000.0,23375000.0,1252000.0,16342000,32000.0,1507000.0,0.0011,0.0187,0.0003,25000.0,1352000.0
2071,,1492979000,31375000,50337000,5489000.0,,109335000.0,1327557000.0,165412000.0,1019422000,40901000.0,5450000.0,0.0286,0.2543,0.7414,37319000.0,610863000.0
2072,,80072000,10254000,93397000,1411000.0,,5700000.0,66089000.0,13973000.0,79585000,4484000.0,10254000.0,0.0432,0.2434,0.0325,3034000.0,13983000.0
2073,,586997000,77584000,1297297000,1000000.0,63500000.0,251318000.0,291920000.0,231566000.0,531171000,65347000.0,23581000.0,0.0753,0.2525,0.04,51910000.0,231577000.0
2074,,250614000,5647000,198243000,19088000.0,,43512000.0,239009000.0,10860000.0,243673000,3638000.0,-6862000.0,0.0127,0.2704,0.0139,2764000.0,11605000.0
2075,,10287000,8150000,23810000,327000.0,,833000.0,1396000.0,8881000.0,10226000,4516000.0,4573000.0,,,0.1517,3613000.0,8891000.0
2076,,73832000,10536000,54416000,7478000.0,,5027000.0,1676000.0,72116000.0,54398000,10211000.0,10536000.0,0.1311,0.1351,0.1749,9515000.0,72156000.0
2077,,4387000,467000,28397000,981000.0,,1000.0,3339000.0,1038000.0,4368000,37000.0,61000.0,0.007,0.029,0.0011,30000.0,1048000.0
2078,,27415000,8819000,135467000,1704000.0,,12983000.0,18546000.0,8859000.0,18044000,8819000.0,8819000.0,0.3691,0.8443,0.0521,7055000.0,8869000.0
2079,,4145000,1000,83000,,,3254000.0,2173000.0,1962000.0,4133000,1000.0,1000.0,0.0002,0.0005,0.012,1000.0,1972000.0
2080,,3326218000,16309000,106323000,2000.0,101242000.0,156651000.0,3196280000.0,-8537000.0,671120000,-29545000.0,16309000.0,-0.0086,-0.6196,-0.2779,-29545000.0,2846731000.0
2081,2017-03-31,262000,20000,130000,87000.0,,111000.0,10000.0,201000.0,210000,4000.0,20000.0,0.0109,0.012,0.0231,3000.0,252000.0
2082,,33554000,2106000,18207000,1279000.0,,15333000.0,30769000.0,2774000.0,33499000,160000.0,76000.0,0.0047,0.047,0.007,128000.0,2785000.0
2083,,353641000,35451000,1518923000,21852000.0,1313000.0,101273000.0,246636000.0,99005000.0,315302000,27787000.0,35450000.0,0.0553,0.2039,0.0132,20007000.0,105692000.0
2084,,4314000,74000,2376000,7000.0,,40000.0,552000.0,3752000.0,1040000,36000.0,74000.0,,,0.0055,13000.0,3762000.0
2085,,514779000,9306000,21920000,5101000.0,,12318000.0,501059000.0,-95428000.0,91097000,-594000.0,2569000.0,-0.0023,-0.0899,-0.0589,-1291000.0,13720000.0
2086,,69795000,5835000,17850000,4978000.0,,40999000.0,39571000.0,30192000.0,61049000,2738000.0,5835000.0,0.0321,0.0745,0.1235,2204000.0,43327000.0
2087,,15812000,3229000,25832000,21000.0,3392000.0,861000.0,,3229000.0,1115000,3229000.0,3229000.0,0.1344,0.1648,0.125,3229000.0,12420000.0
2088,,1741294000,49983000,891596000,18249000.0,72143000.0,451800000.0,1621018000.0,48123000.0,940836000,39613000.0,49983000.0,0.0171,0.9301,0.0355,31690000.0,48133000.0
2089,,154009000,25918000,66196000,2429000.0,,17028000.0,12913000.0,98085000.0,74724000,24820000.0,25918000.0,0.1348,0.1486,0.2948,19513000.0,141096000.0
2090,,6224000,18514000,28139000,15000.0,,4647000.0,604000.0,5120000.0,6006000,17049000.0,17049000.0,2.8203,3.0701,0.6018,16933000.0,5620000.0
2091,,847000,29000,738000,10000.0,,762000.0,218000.0,619000.0,831000,8000.0,29000.0,0.0044,0.0095,0.0081,6000.0,629000.0
2092,,5846000,4474000,4474000,540000.0,,4123000.0,,5838000.0,4766000,229000.0,4474000.0,0.0349,0.037,0.0512,229000.0,5846000.0
2093,,228803000,3646000,40457000,2607000.0,,78157000.0,180604000.0,45199000.0,87774000,146000.0,3338000.0,0.0047,0.0205,0.026,1050000.0,48199000.0
2094,,347950000,409000,7929000,15000.0,100000000.0,622000.0,249275000.0,-1335000.0,212223000,639000.0,19000.0,0.0016,-0.3142,0.0623,494000.0,211938000.0
2095,,158037000,336000,10286000,48000.0,,8659000.0,156336000.0,1691000.0,25201000,2372000.0,336000.0,0.0074,1.972,0.1642,1689000.0,62669000.0
2096,,2762000,956000,2189000,994000.0,,1557000.0,2439000.0,-2000.0,2655000,-2000.0,-575000.0,-0.0009,0.0044,-0.0009,-2000.0,323000.0
2097,,4426253000,93580000,206183000,215935000.0,255000000.0,38360000.0,3771673000.0,399570000.0,385305000,178797000.0,12255000.0,0.0275,0.2966,0.6697,138091000.0,399580000.0
2098,,3800000,128000,13618000,742000.0,,1673000.0,1452000.0,2338000.0,3776000,119000.0,128000.0,0.0245,0.0404,0.0068,93000.0,2348000.0
2099,,5549000,240000,928000,,,973000.0,5157000.0,382000.0,5497000,222000.0,240000.0,0.031,0.5875,0.1918,178000.0,392000.0
2100,,1732929000,46125000,394829000,263000.0,112440000.0,472457000.0,1551511000.0,68968000.0,783893000,1577000.0,29291000.0,0.0007,0.0196,0.0034,1337000.0,449461000.0
2101,,38579000,1398000,112715000,771000.0,,,37528000.0,1031000.0,30699000,479000.0,1398000.0,0.0111,0.4399,0.0034,379000.0,1051000.0
2102,,244891000,152000,975000,,,12311000.0,260739000.0,-15868000.0,53696000,3000.0,25000.0,-0.0001,0.0009,-0.0144,-14000.0,-15848000.0
2103,,1137000,181000,292000,5000.0,,680000.0,744000.0,383000.0,1111000,130000.0,181000.0,0.1132,0.3675,0.4178,122000.0,393000.0
2104,,2178000,392000,392000,,1048000.0,324000.0,1577000.0,,2130000,-458000.0,-422000.0,-0.2204,2.0961,-1.1684,-458000.0,-447000.0
2105,,9016251000,173063000,443546000,4507000.0,6409401000.0,1000.0,1946075000.0,610770000.0,5648388000,70278000.0,20704000.0,0.0037,0.0749,0.1075,47692000.0,660775000.0
2106,,27402000,735000,42889000,11197000.0,,16000.0,27870000.0,-486000.0,27294000,473000.0,735000.0,0.026,-1.1449,0.0113,486000.0,-468000.0
2107,,121065000,5664000,88497000,1204000.0,,6956000.0,37907000.0,83148000.0,80322000,3147000.0,3192000.0,0.0178,0.0453,0.0285,2518000.0,83158000.0
2108,,136941000,28704000,99037000,226000.0,50758000.0,46344000.0,44877000.0,41296000.0,109185000,2419000.0,1973000.0,0.0098,0.045,0.0184,1822000.0,41306000.0
2109,,68369000,3469000,57025000,1843000.0,9380000.0,38939000.0,47137000.0,5785000.0,43522000,720000.0,3469000.0,0.0029,0.0181,0.0037,213000.0,15599000.0
2110,,660435000,51309000,51309000,3813000.0,188500000.0,8890000.0,459082000.0,12836000.0,192276000,34679000.0,29850000.0,0.0441,-9.7623,0.6301,32328000.0,317083000.0
2111,,519315000,62982000,62982000,3257000.0,416743000.0,,44101000.0,58442000.0,45167000,53710000.0,54438000.0,0.1697,1.4912,0.7929,49941000.0,58471000.0
2112,,221466000,22512000,22512000,745000.0,208715000.0,,13265000.0,-543000.0,107218000,1406000.0,3876000.0,0.0034,-0.5533,0.0178,400000.0,-514000.0
2113,,490490000,199000,508000,23000.0,463389000.0,3000.0,94371000.0,-74585000.0,61168000,194000.0,199000.0,0.0004,-0.0029,0.3819,194000.0,-67270000.0
2114,,123466000,36052000,36052000,5000.0,57554000.0,2899000.0,70048000.0,-4146000.0,94491000,6007000.0,24049000.0,0.0509,-0.8313,0.1614,5819000.0,-4136000.0
2115,,164836000,3057000,268351000,1793000.0,414000.0,6157000.0,78665000.0,3341000.0,126920000,4196000.0,3057000.0,0.0175,0.0397,0.0125,3341000.0,85757000.0
2116,,128697000,1662000,2559000,758000.0,106679000.0,12000.0,21698000.0,192000.0,64562000,1775000.0,1662000.0,0.013,5.0645,0.5373,1375000.0,320000.0
2117,,5389000,3844000,12811000,188000.0,,615000.0,2785000.0,2594000.0,3674000,2730000.0,2730000.0,0.3832,0.6152,0.2025,2594000.0,2604000.0
2118,,10853000,1745000,2040000,418000.0,,,5839000.0,5004000.0,5246000,1627000.0,1745000.0,0.162,0.3873,0.7975,1627000.0,5014000.0
2119,,398301000,8676000,8676000,8129000.0,67963000.0,11802000.0,301685000.0,28643000.0,123145000,-1972000.0,4430000.0,-0.0048,-0.076,-0.2597,-2253000.0,225096000.0
2120,,327928000,20229000,602098000,4519000.0,2164000.0,78185000.0,314395000.0,11348000.0,291976000,4142000.0,20229000.0,0.0071,0.2266,0.0038,2314000.0,11369000.0
2121,,723871000,21463000,268793000,6547000.0,,187830000.0,717503000.0,6168000.0,621331000,805000.0,-2010000.0,0.0003,0.0303,0.0007,190000.0,6368000.0
2122,,260870000,1443000,439912000,540000.0,10000000.0,116859000.0,222294000.0,28568000.0,250327000,1032000.0,1443000.0,0.0038,0.0293,0.0019,826000.0,62055000.0
2123,,31134000,1686000,12133000,7810000.0,,,505000.0,23390000.0,19900000,1383000.0,1686000.0,0.0337,0.0344,0.0869,1054000.0,30629000.0
2124,,3801000,65000,2620000,,46000.0,2044000.0,3397000.0,348000.0,3692000,41000.0,65000.0,0.0087,0.1224,0.0156,41000.0,358000.0
2125,,4525000,322000,7090000,32000.0,,3527000.0,4530000.0,-15000.0,4206000,-153000.0,-125000.0,,,-0.0216,-153000.0,-5000.0
2126,,694000,11000,480000,162000.0,,13000.0,524000.0,-1481000.0,396000,1000.0,11000.0,0.0014,0.0059,0.0021,1000.0,170000.0
2127,,26974000,2435000,4274000,,,1062000.0,560000.0,26404000.0,22060000,999000.0,1107000.0,0.0375,0.0382,0.2337,999000.0,26414000.0
2128,,39243000,4085000,90005000,26000.0,,7238000.0,35480000.0,3753000.0,30641000,1558000.0,1648000.0,0.0322,0.3969,0.0138,1246000.0,3763000.0
2129,,155232000,13802000,94969000,1459000.0,,46156000.0,123515000.0,26677000.0,54974000,1678000.0,6088000.0,0.0063,0.0316,0.0104,987000.0,31717000.0
2130,,2197000,219000,7193000,1037000.0,100000.0,3000.0,629000.0,1458000.0,1061000,161000.0,219000.0,0.0397,0.0625,0.0124,89000.0,1468000.0
2131,,300000,81000,193000,100000.0,,,100000.0,,100000,81000.0,81000.0,0.3103,0.3839,0.4197,81000.0,200000.0
2132,,1188731000,77690000,1226289000,1898000.0,,392422000.0,1176211000.0,-12515000.0,477788000,2451000.0,77690000.0,0.0005,0.0525,0.0005,641000.0,117272000.0
2133,,39715000,5834000,65434000,3148000.0,,1048000.0,15715000.0,24000000.0,37714000,3460000.0,5834000.0,0.0311,0.0459,0.0164,1076000.0,24000000.0
2134,,142603000,78243000,128415000,114000.0,6857000.0,2519000.0,36981000.0,98755000.0,141355000,78642000.0,78243000.0,0.8062,1.2601,0.6124,78642000.0,98765000.0
2135,,16869000,3712000,14009000,1000.0,,8615000.0,10715000.0,6144000.0,16422000,2843000.0,3712000.0,0.1409,0.4479,0.1438,2015000.0,6154000.0
2136,,16985000,416000,16452000,23000.0,,6980000.0,16936000.0,49000.0,11303000,232000.0,416000.0,0.0113,0.6596,0.0113,186000.0,49000.0
2137,,4163829000,857968000,981142000,144969000.0,563392000.0,2034408000.0,3403564000.0,184623000.0,3866987000,239807000.0,556348000.0,0.0445,1.7389,0.1866,183125000.0,196873000.0
2138,,45451000,3033000,34260000,74000.0,,1485000.0,31756000.0,13683000.0,29833000,362000.0,819000.0,0.0064,0.0214,0.0085,290000.0,13695000.0
2139,,3961000,1669000,3241000,31000.0,,1403000.0,3786000.0,165000.0,3259000,206000.0,221000.0,,,0.0509,165000.0,175000.0
2140,,11830000,295000,295000,1000.0,,,27000.0,793000.0,830000,271000.0,271000.0,0.0216,0.0217,0.8576,253000.0,11803000.0
2141,,11357000,350000,4472000,2405000.0,,,2591000.0,-381000.0,2462000,1000.0,350000.0,0.0001,0.0001,0.0002,1000.0,8766000.0
2142,,3762091000,24948000,372062000,46471000.0,,2467444000.0,6457905000.0,-2695824000.0,3028528000,61052000.0,24948000.0,0.0003,-0.0005,0.0034,1268000.0,-2695814000.0
2143,,78259000,1980000,168156000,188000.0,33520000.0,10551000.0,21054000.0,23675000.0,77973000,108000.0,1980000.0,-0.0028,-0.0104,-0.0015,-247000.0,23685000.0
2144,,15044407000,232717000,7580222000,49604000.0,1084747000.0,3022187000.0,13919069000.0,40579000.0,12054226000,7803000.0,66855000.0,0.0003,0.1098,0.0006,4226000.0,40591000.0
2145,,10091000,38000,5215000,473000.0,,7118000.0,9978000.0,103000.0,9934000,11000.0,38000.0,0.0009,0.0796,0.0017,9000.0,113000.0
2146,,2056516000,109906000,303240000,2339000.0,476927000.0,99305000.0,1458760000.0,120818000.0,1696496000,39001000.0,85629000.0,0.0092,0.2159,0.0889,26965000.0,199059000.0
2147,,39762000,158000,5385000,,24898000.0,35793000.0,16066000.0,-1212000.0,35793000,158000.0,158000.0,0.0032,-0.0996,0.0234,126000.0,-1202000.0
2148,,18460000,12516000,28843000,756000.0,,4982000.0,2543000.0,15909000.0,18146000,11294000.0,12516000.0,0.7778,0.9381,0.3638,10494000.0,15917000.0
2149,,19985000,183000,45820000,724000.0,,9312000.0,15515000.0,4460000.0,19873000,38000.0,183000.0,0.0011,0.0054,0.0005,24000.0,4470000.0
2150,,688118000,22350000,103243000,476000.0,344436000.0,103795000.0,337911000.0,5761000.0,381814000,1281000.0,-4376000.0,0.002,0.2453,0.0122,1261000.0,5771000.0
2151,,208489000,583000,126989000,1493000.0,52467000.0,51753000.0,136627000.0,18555000.0,99420000,2084000.0,583000.0,0.0027,0.0348,0.0052,663000.0,53445000.0
2152,,2765452000,5878000,334197000,79938000.0,,81253000.0,2615371000.0,150066000.0,1217563000,6657000.0,5878000.0,0.0028,0.0361,0.0159,5326000.0,150081000.0
2153,,184442000,1874000,31919000,70000.0,,145870000.0,180587000.0,2756000.0,179155000,1818000.0,1874000.0,0.001,0.0447,0.0053,168000.0,48565000.0
2154,,523705000,35000,137000,5000.0,184290000.0,185000.0,337972000.0,1430000.0,75705000,3039000.0,-171000.0,0.0092,10.203,17.6131,2413000.0,1443000.0
2155,,127199000,29800000,86626000,4000.0,,45000.0,8711000.0,117988000.0,126972000,26555000.0,27256000.0,0.2174,0.233,0.2855,24731000.0,118488000.0
2156,,22257000,23558000,102750000,1528000.0,43000.0,14061000.0,12878000.0,9066000.0,21960000,11352000.0,12379000.0,0.3196,1.7382,0.0877,9016000.0,9336000.0
2157,,19901000,107671000,138236000,10000.0,,16100000.0,18941000.0,950000.0,17623000,1187000.0,2073000.0,0.0954,1.9588,0.0069,950000.0,960000.0
2158,,370834000,53323000,331907000,67691000.0,,46257000.0,139489000.0,22416000.0,233538000,3584000.0,18509000.0,0.0081,0.0128,0.0086,2867000.0,231345000.0
2159,,471096000,39278000,685556000,24726000.0,,77785000.0,440283000.0,30803000.0,425055000,3143000.0,25901000.0,0.0034,0.0629,0.0027,1878000.0,30813000.0
2160,,7415000,4111000,17899000,11000.0,,4552000.0,3500000.0,3905000.0,4563000,4111000.0,4111000.0,,,0.2182,3905000.0,3915000.0
2161,,1399656000,71028000,733999000,4368000.0,124000000.0,1000.0,478961000.0,776687000.0,1362284000,29280000.0,38250000.0,0.0272,0.0429,0.046,33796000.0,796695000.0
2162,,257000,249000,249000,13000.0,,,13000.0,234000.0,13000,249000.0,249000.0,0.1256,0.1318,0.9398,234000.0,244000.0
2163,,15281000,4573000,25864000,609000.0,1116000.0,4558000.0,9066000.0,5077000.0,9364000,1281000.0,1617000.0,0.0685,0.2169,0.0386,998000.0,5099000.0
2164,,801000,1630000,7128000,438000.0,,259000.0,689000.0,100000.0,795000,248000.0,288000.0,0.0428,0.2857,0.0039,28000.0,112000.0
2165,,382923000,317000,21559000,776000.0,173509000.0,49000.0,43171000.0,6244000.0,222852000,159000.0,317000.0,0.0003,0.0008,0.0059,127000.0,166243000.0
2166,,214949000,20772000,20888000,1000.0,,168399000.0,227007000.0,-17213000.0,208537000,-4425000.0,4566000.0,-0.0228,0.5106,-0.2348,-4905000.0,-12058000.0
2167,,825937000,135061000,1449344000,2395000.0,4208000.0,297497000.0,528122000.0,293596000.0,732524000,23244000.0,15816000.0,0.0147,0.0528,0.0104,15113000.0,293607000.0
2168,,62420000,361000,5257000,28000.0,2063000.0,593000.0,63775000.0,-3428000.0,16415000,,54000.0,,,,,53239000.0
2169,,999099000,7451000,18468000,3525000.0,,30532000.0,973929000.0,25159000.0,256805000,24100000.0,-6071000.0,0.0173,1.626,1.2223,22573000.0,685748000.0
2170,,972678000,57862000,57862000,793000.0,190350000.0,6000.0,597514000.0,-158637000.0,516817000,-99643000.0,19577000.0,-0.0947,-0.4443,-1.8243,-105557000.0,184814000.0
2171,,24120000,109000,6781000,161000.0,,,42414000.0,-20874000.0,1481000,-5823000.0,109000.0,-0.1925,0.3832,-0.8676,-5883000.0,-18294000.0
2172,,4524000,1153000,21381000,28000.0,,3598000.0,4307000.0,207000.0,3626000,246000.0,1153000.0,0.0367,1.2918,0.0092,197000.0,217000.0
2173,,88095000,97000,97000,4454000.0,,1036000.0,7000.0,-5726000.0,5784000,-3523000.0,-2647000.0,-0.0634,-0.0634,-31.1753,-3024000.0,88088000.0
2174,,9347000,1472000,20766000,536000.0,,,8353000.0,969000.0,9327000,1100000.0,1163000.0,0.1843,1.587,0.0424,880000.0,994000.0
2175,,37825000,2746000,7162000,39000.0,,34268000.0,37683000.0,132000.0,37681000,99000.0,884000.0,0.0027,1.0703,0.0138,99000.0,142000.0
2176,,3074000,1266000,1841000,3000.0,3000.0,611000.0,1868000.0,1179000.0,2601000,1223000.0,1266000.0,0.3228,1.3697,0.5312,978000.0,1203000.0
2177,,17041000,1472000,34282000,839000.0,,7303000.0,6796000.0,10185000.0,9701000,58000.0,1472000.0,0.0007,0.0011,0.0003,11000.0,10245000.0
2178,,157771000,1976000,137653000,228000.0,5834000.0,39707000.0,108019000.0,43908000.0,144169000,1461000.0,1976000.0,0.0097,0.0338,0.0106,1461000.0,43918000.0
2179,,48629000,114022000,150226000,8485000.0,29000.0,1993000.0,33242000.0,15333000.0,38678000,1985000.0,4325000.0,0.0327,0.0814,0.008,1201000.0,15358000.0
2180,,14000000,15475000,30579000,5315000.0,,256000.0,3025000.0,3713000.0,6140000,4031000.0,-1516000.0,0.2858,0.522,0.1029,3147000.0,10975000.0
2181,,674756000,15284000,128061000,3911000.0,92108000.0,215778000.0,520922000.0,44516000.0,614647000,505000.0,3649000.0,,,0.0045,580000.0,61726000.0
2182,,4499054000,38591000,557825000,17989000.0,4033330000.0,187280000.0,143132000.0,103918000.0,3457221000,10148000.0,38591000.0,0.0018,0.0162,0.0093,5196000.0,322592000.0
2183,,401000,568000,770000,158000.0,,,41000.0,160000.0,173000,156000.0,156000.0,0.0739,0.0839,0.0377,29000.0,360000.0
2184,,136000,117000,2197000,44000.0,,72000.0,3000.0,122000.0,116000,117000.0,117000.0,1.0568,1.0751,0.0423,93000.0,133000.0
2185,,65581000,5985000,42756000,1063000.0,3298000.0,25503000.0,59802000.0,2469000.0,65268000,111000.0,3191000.0,,0.0004,,1000.0,2481000.0
2186,,9610000,3090000,19147000,32000.0,,5904000.0,4544000.0,4966000.0,9106000,161000.0,781000.0,,,0.0007,14000.0,5066000.0
2187,,24860000,496000,20392000,4284000.0,,11467000.0,3208000.0,179000.0,18221000,224000.0,496000.0,0.0067,0.0083,0.0088,179000.0,21652000.0
2188,,38021000,4789000,5085000,851000.0,221000.0,1726000.0,69812000.0,-32022000.0,30679000,-4004000.0,3002000.0,,,-0.7874,-4004000.0,-32012000.0
2189,,87152000,1215000,55458000,19427000.0,,1243000.0,30401000.0,55188000.0,25231000,2654000.0,1215000.0,0.0175,0.038,0.0382,2116000.0,56751000.0
2190,,2003932000,8148000,201762000,2144000.0,1288836000.0,345886000.0,557376000.0,157620000.0,660120000,3816000.0,8148000.0,0.0005,0.0065,0.0051,1025000.0,316719000.0
2191,,7800000,189000,24807000,3236000.0,,1847000.0,6162000.0,1538000.0,7766000,462000.0,189000.0,0.0526,0.3079,0.0186,462000.0,1638000.0
2192,,19967000,1060000,48869000,,,4178000.0,54566000.0,-34609000.0,15325000,865000.0,1060000.0,0.054,-0.02,0.0143,698000.0,-34599000.0
2193,,22881000,9383000,19934000,497000.0,1817000.0,14886000.0,10135000.0,10829000.0,19214000,-551000.0,2981000.0,-0.0325,-0.0663,-0.0376,-750000.0,10929000.0
2194,,268798000,9007000,31009000,30000.0,12365000.0,163548000.0,202550000.0,53873000.0,265247000,707000.0,-1104000.0,0.002,0.0106,0.0183,566000.0,53883000.0
2195,,5809000,7271000,22352000,2000.0,,1018000.0,5752000.0,47000.0,4028000,150000.0,192000.0,0.0388,-116.0,0.0052,116000.0,57000.0
2196,,21860000,1677000,5457000,137000.0,,1527000.0,15511000.0,6329000.0,21643000,107000.0,-3463000.0,0.0013,0.006,0.007,38000.0,6358000.0
2197,,232500000,10423000,117739000,2000.0,,53216000.0,223274000.0,9216000.0,225855000,2519000.0,3861000.0,0.009,0.2162,0.0153,1800000.0,9226000.0
2198,,168213652000,1475161000,79248771000,12496697000.0,9633399000.0,1337924000.0,161348706000.0,-3307186000.0,163665706000,-4870168000.0,260777000.0,-0.03,21.337,-0.0639,-5062388000.0,-2680962000.0
2199,,300633000,102000,102000,3209000.0,29199000.0,6014000.0,299537000.0,-28194000.0,30271000,2000.0,17000.0,,,,,-28103000.0
2200,,136097000,8161000,8161000,7854000.0,2226000.0,16721000.0,72337000.0,12034000.0,41952000,-1524000.0,-3029000.0,-0.0046,-0.0103,-0.0781,-637000.0,61534000.0
2201,,24527000,5061000,20523000,2000.0,,6485000.0,18332000.0,6185000.0,24517000,757000.0,861000.0,0.0271,0.1017,0.0295,606000.0,6195000.0
2202,,218827000,2476000,94924000,1725000.0,,13449000.0,177660000.0,41157000.0,140667000,565000.0,2476000.0,0.0025,0.0138,0.006,565000.0,41167000.0
2203,,75668000,11520000,136468000,27935000.0,,12466000.0,48964000.0,26695000.0,62432000,5111000.0,6625000.0,0.056,0.1534,0.0279,3803000.0,26704000.0
2204,,151280000,76229000,132211000,9434000.0,10601000.0,14415000.0,65151000.0,74574000.0,99960000,19161000.0,24542000.0,0.1175,0.2108,0.1089,14401000.0,75528000.0
2205,,34196000,1768000,8903000,,29000.0,11117000.0,35454000.0,-1297000.0,33166000,175000.0,-708000.0,0.0056,-0.1115,0.0171,152000.0,-1287000.0
2206,,440078000,45212000,1018145000,35000.0,39000.0,353959000.0,393595000.0,46433000.0,434751000,11533000.0,13034000.0,,,0.0068,6895000.0,46444000.0
2207,,21197887000,788746000,10583485000,514000.0,14038000.0,2432664000.0,20690851000.0,417927000.0,21142509000,350414000.0,346339000.0,0.0122,0.5862,0.0211,223485000.0,492998000.0
2208,,47473000,832000,102831000,253000.0,,18783000.0,34392000.0,13071000.0,42428000,832000.0,832000.0,0.0093,0.0522,0.0065,665000.0,13081000.0
2209,,40967000,1261000,2832000,19000.0,,256000.0,7978000.0,32979000.0,16034000,-459000.0,-128000.0,-0.0124,-0.0149,-0.1748,-495000.0,32989000.0
2210,,876355000,134546000,208355000,1509000.0,,33851000.0,582954000.0,288401000.0,74594000,134621000.0,134395000.0,0.1075,0.4494,0.5168,107668000.0,293401000.0
2211,,2326000,2759000,2759000,387000.0,,173000.0,263000.0,2053000.0,560000,663000.0,704000.0,0.2634,0.3271,0.2102,580000.0,2063000.0
2212,,313605000,37275000,227956000,78153000.0,24000.0,14763000.0,274181000.0,33650000.0,309915000,10278000.0,20501000.0,0.0295,0.2197,0.0344,7848000.0,39400000.0
2213,,12595000,3386000,3386000,158000.0,,,88000.0,123000.0,158000,157000.0,157000.0,0.0098,0.0098,0.0363,123000.0,12507000.0
2214,,391335000,79941000,387480000,16470000.0,,286353000.0,277225000.0,108511000.0,378949000,4093000.0,10227000.0,0.0066,0.028,0.0081,3153000.0,114110000.0
2215,,655000,285000,4015000,183000.0,,88000.0,437000.0,198000.0,455000,257000.0,285000.0,0.2195,0.8779,0.0331,133000.0,218000.0
2216,,632352000,43806000,192212000,10472000.0,2000000.0,379820000.0,449826000.0,180516000.0,470327000,37755000.0,29077000.0,0.0465,0.1667,0.1445,27773000.0,310560000.0
