,Bankrupt,TA,GP,Sales,Cash,LT Debt,Inventories,Current liabilities,Retained earnings,Current assets,EBIT,Operating income,ROA,ROE,ROS,NI,WC
0,,1448141000,86434000,2808314000,109764000.0,6000.0,1137000.0,1417939000.0,22575000.0,1435923000,14620000.0,22355000.0,0.005,0.2796,0.0027,7644000.0,30196000.0
1,,318959000,2746000,281938000,217000.0,,17302000.0,309379000.0,9569000.0,318311000,2692000.0,2746000.0,0.0064,0.2372,0.0072,2031000.0,9580000.0
2,,205056000,21952000,164466000,17666000.0,642000.0,39722000.0,190048000.0,9043000.0,200619000,-1851000.0,3658000.0,-0.0086,-0.1179,-0.0121,-1997000.0,14366000.0
3,,73546000,53862000,180805000,28705000.0,517000.0,390000.0,26914000.0,46106000.0,46608000,44827000.0,45199000.0,0.6244,1.2717,0.1983,35849000.0,46115000.0
4,2017-08-29,85170000,19143000,238281000,37459000.0,,10832000.0,51811000.0,32199000.0,59574000,1402000.0,3617000.0,0.0059,0.0118,0.0017,399000.0,33359000.0
5,,106848000,37702000,1833466000,19091000.0,,52644000.0,78238000.0,24332000.0,89799000,10703000.0,37702000.0,0.0682,0.2872,0.004,7268000.0,28610000.0
6,,285961000,25083000,161092000,820000.0,35962000.0,33774000.0,112390000.0,119051000.0,194093000,1575000.0,2105000.0,0.0026,0.0032,0.0078,1258000.0,218376000.0
7,,1411166000,5732000,24376000,676000.0,760993000.0,157954000.0,558678000.0,91442000.0,608706000,1115000.0,5712000.0,0.0006,0.0089,0.0331,807000.0,91495000.0
8,,1307313000,3888000,11907000,3360000.0,894597000.0,188411000.0,428056000.0,-15350000.0,485478000,-216000.0,-3888000.0,0.0019,-0.1761,0.2085,2483000.0,31805000.0
9,,180361000,36448000,654693000,33644000.0,,759000.0,177191000.0,1970000.0,152281000,9184000.0,27952000.0,0.0203,1.1147,0.0035,2269000.0,3170000.0
10,,402899000,67375000,743137000,337261000.0,3993000.0,27854000.0,354857000.0,41872000.0,386499000,21410000.0,25548000.0,0.0692,0.4454,0.0222,16510000.0,44049000.0
11,,308192000,26645000,74349000,48907000.0,,37380000.0,392392000.0,-132733000.0,224110000,29225000.0,-5026000.0,0.0553,-0.2286,0.2924,21737000.0,-84200000.0
12,,164433000,86385000,635659000,34130000.0,7000.0,,65363000.0,96074000.0,134247000,91330000.0,86385000.0,0.4557,0.8735,0.1147,72923000.0,99063000.0
13,,1940553000,31880000,1020450000,48871000.0,,934010000.0,1920316000.0,20227000.0,1908537000,1499000.0,7717000.0,0.0005,0.0473,0.0009,954000.0,20237000.0
14,,142811000,12932000,162465000,409000.0,,7583000.0,143596000.0,-795000.0,87165000,-1456000.0,-565000.0,-0.0101,25.5439,-0.009,-1456000.0,-785000.0
15,,427840000,112599000,271900000,21069000.0,,156822000.0,325874000.0,95982000.0,407320000,1253000.0,1850000.0,0.0019,0.0074,0.0028,765000.0,101966000.0
16,,58387000,30000,6600000,,205418000.0,1302000.0,49319000.0,-205262000.0,2665000,,30000.0,-0.8682,2.1906,-31.1003,-205262000.0,-196350000.0
17,,2914060000,7156000,7156000,197000.0,,,2947329000.0,-2338030000.0,621152000,-89473000.0,-35846000.0,-0.0307,-7.6238,-12.5032,-89473000.0,-33269000.0
18,,805116000,175942000,2899782000,508000.0,67000.0,76401000.0,521016000.0,283981000.0,782400000,24972000.0,105120000.0,0.0143,0.0519,0.005,14427000.0,284033000.0
19,,224577000,13261000,402083000,28800000.0,,42165000.0,207613000.0,16954000.0,209086000,7805000.0,13261000.0,0.0231,0.3702,0.0134,5371000.0,16964000.0
20,,88840000,189748000,337588000,457000.0,6000.0,2000.0,46426000.0,39355000.0,15359000,-170863000.0,187287000.0,-0.3938,-1.2683,-0.405,-136729000.0,42408000.0
21,,843725000,3456000,133732000,52012000.0,22242000.0,146442000.0,789122000.0,27351000.0,241972000,1849000.0,3456000.0,0.0024,0.0588,0.0138,1849000.0,771812000.0
22,,5336000,3648000,6992000,61000.0,,2320000.0,3963000.0,1365000.0,5059000,1708000.0,1742000.0,0.2948,1.8384,0.1952,1365000.0,1373000.0
23,,9017000,276000,902000,186000.0,,85000.0,193000.0,-413000.0,677000,25000.0,-295000.0,0.002,0.002,0.0222,20000.0,8824000.0
24,,21241000,12082000,50735000,5995000.0,,2915000.0,910000.0,20131000.0,13276000,835000.0,824000.0,0.0329,0.0344,0.0135,687000.0,20331000.0
25,,322000,12000,500000,,,,1048000.0,-758000.0,97000,-758000.0,-758000.0,,,,,-726000.0
26,,15601000,923000,923000,1486000.0,,6708000.0,16684000.0,-1092000.0,15344000,40000.0,77000.0,0.0023,-0.0291,0.0347,32000.0,-1083000.0
27,,1721000,550000,25414000,1111000.0,,,1448000.0,173000.0,1496000,216000.0,254000.0,0.0296,0.6419,0.0068,173000.0,273000.0
28,,46958000,26377000,66336000,15000.0,,463000.0,9320000.0,37627000.0,38334000,26275000.0,26377000.0,0.854,1.0525,0.3913,25955000.0,37638000.0
29,,60636000,3734000,14435000,31000.0,,23793000.0,64398000.0,-3773000.0,35405000,437000.0,3734000.0,0.0001,-0.0016,0.0004,6000.0,-3762000.0
30,,1390000,466000,1788000,1000.0,,93000.0,1483000.0,-103000.0,1133000,-159000.0,-82000.0,-0.1172,11.7778,-0.0889,-159000.0,-93000.0
31,,2835000,40000,4619000,2000.0,4000.0,1702000.0,527000.0,2294000.0,1769000,103000.0,40000.0,0.0416,0.0562,0.0273,126000.0,2304000.0
32,,77124000,3243000,6414000,9000.0,277000.0,28512000.0,78397000.0,-1564000.0,60112000,43000.0,109000.0,-0.0207,2.2504,-0.2438,-1564000.0,-1550000.0
33,,13541000,2622000,2622000,,8659000.0,136000.0,21369000.0,-16487000.0,2171000,-8126000.0,-7846000.0,-0.6125,0.6581,-3.1121,-8160000.0,-16487000.0
34,,7342000,2121000,15182000,182000.0,7300000.0,1810000.0,32000.0,,1992000,2121000.0,2121000.0,0.2078,169.7,0.1118,1697000.0,10000.0
35,,298991000,63751000,355250000,23419000.0,,43340000.0,224313000.0,74668000.0,297312000,12151000.0,15690000.0,0.0302,0.1355,0.0274,9721000.0,74678000.0
36,,17883000,1547000,34627000,323000.0,,7006000.0,24252000.0,-6379000.0,17803000,493000.0,1547000.0,0.0322,-0.06,0.0114,394000.0,-6369000.0
37,,215766000,12831000,103042000,,30000.0,4150000.0,213855000.0,1871000.0,19429000,197000.0,246000.0,0.0002,0.0237,0.0004,44000.0,1881000.0
38,,533682000,82176000,446445000,12000.0,132000.0,84496000.0,502258000.0,16292000.0,498258000,-47874000.0,15877000.0,-0.0246,-0.4115,-0.0363,-16213000.0,31292000.0
39,,711000,547000,704000,25000.0,,11000.0,125000.0,86000.0,136000,-22000.0,-253000.0,-0.0256,-0.0369,-0.0313,-22000.0,586000.0
40,,3225000,1157000,2610000,,,594000.0,7590000.0,-4375000.0,3219000,94000.0,308000.0,0.0016,-0.0021,0.0034,9000.0,-4365000.0
41,,6625000,31000,5363000,50000.0,2000.0,1278000.0,6590000.0,23000.0,5643000,-30000.0,31000.0,-0.0049,-0.8696,-0.0056,-30000.0,33000.0
42,,406536000,8685000,58478000,248000.0,,107962000.0,396052000.0,3484000.0,123959000,2403000.0,8685000.0,,,0.0329,1922000.0,362460000.0
43,,52825000,177000,30883000,463000.0,,15397000.0,52638000.0,177000.0,42415000,177000.0,177000.0,0.0044,0.9759,0.0046,142000.0,3331000.0
44,,2106000,344000,581000,,,1693000.0,1947000.0,119000.0,2086000,-21000.0,-9000.0,-0.0109,-0.1349,-0.0396,-23000.0,159000.0
45,,1372000,3059000,3059000,660000.0,,63000.0,1355000.0,7000.0,1337000,4000.0,7000.0,0.0022,0.1935,0.001,3000.0,17000.0
46,,64339000,12837000,149312000,3324000.0,9000.0,4215000.0,60201000.0,4090000.0,64131000,1249000.0,2268000.0,0.02,0.2249,0.0056,835000.0,4129000.0
47,,121312000,15537000,75345000,314000.0,51074000.0,76548000.0,38392000.0,31825000.0,108590000,3791000.0,5290000.0,0.0045,0.0156,0.0068,512000.0,31846000.0
48,,8814000,6189000,6572000,1263000.0,,2355000.0,2683000.0,6120000.0,8419000,5429000.0,5780000.0,1.0876,1.5895,0.8261,5429000.0,6131000.0
49,,13388000,32000,1104000,18000.0,,6236000.0,10743000.0,2635000.0,12625000,26000.0,32000.0,,,0.0236,26000.0,2645000.0
50,,27463000,3441000,38335000,1216000.0,,2477000.0,27167000.0,274000.0,26546000,334000.0,880000.0,0.0098,0.3504,0.0071,274000.0,296000.0
51,,13150000,12557000,12557000,1000.0,225000.0,2587000.0,12576000.0,330000.0,12206000,-3307000.0,-3002000.0,-0.2322,-1.6913,-0.2208,-2772000.0,349000.0
52,,12243000,649000,85233000,3069000.0,,5022000.0,10591000.0,1642000.0,12158000,495000.0,649000.0,0.0282,0.2724,0.0046,396000.0,1652000.0
53,,10356000,1424000,28105000,7000.0,,106000.0,9507000.0,748000.0,10336000,167000.0,402000.0,,,0.0046,128000.0,849000.0
54,,19087000,6262000,73859000,9000.0,,6050000.0,22158000.0,-3091000.0,14620000,-8656000.0,-1548000.0,-0.425,-5.5609,-0.1128,-8333000.0,-3071000.0
55,,10119000,3565000,16137000,818000.0,,,6711000.0,3386000.0,9374000,2102000.0,2147000.0,0.1626,0.6551,0.1041,1680000.0,3408000.0
56,,55008000,196000,1754000,,,141000.0,48525000.0,5881000.0,54783000,5489000.0,196000.0,0.1361,-0.3738,2.5034,4391000.0,6483000.0
57,,1071329000,92000,92000,92000.0,,,39000.0,966994000.0,182812000,35081000.0,87000.0,,,381.3152,35081000.0,1071290000.0
58,,12718000,2690000,5886000,590000.0,270000.0,,421000.0,12017000.0,1151000,2348000.0,2690000.0,0.1692,0.1954,0.3673,2162000.0,12027000.0
59,,1268753000,1585000,168196000,,12822000.0,169471000.0,1239979000.0,15942000.0,931786000,167000.0,1264000.0,0.0001,0.0084,0.0008,134000.0,15952000.0
60,,3070000,259000,16045000,924000.0,,1227000.0,586000.0,2474000.0,2958000,233000.0,259000.0,0.0653,0.0778,0.0116,186000.0,2484000.0
61,,17825000,3365000,53456000,14973000.0,,84000.0,16497000.0,1298000.0,15629000,3365000.0,3365000.0,0.0679,0.8492,0.0243,1298000.0,1328000.0
62,,11332000,5058000,6147000,1129000.0,,940000.0,7831000.0,3491000.0,11095000,2645000.0,2438000.0,0.3062,1.1842,0.4236,2604000.0,3501000.0
63,,5893000,3677000,58685000,10000.0,3032000.0,668000.0,223000.0,2628000.0,699000,817000.0,2335000.0,0.0812,0.283,0.0111,654000.0,2638000.0
64,,199620000,39409000,370900000,410000.0,,29059000.0,185273000.0,14337000.0,179203000,15924000.0,38931000.0,0.073,1.4846,0.033,12226000.0,14347000.0
65,,6984000,36000,692000,,,4456000.0,3222000.0,62000.0,6975000,20000.0,36000.0,0.0021,0.0043,0.0231,16000.0,3762000.0
66,,37252000,120000,120000,10000.0,100000.0,124000.0,1516000.0,35626000.0,20561000,-241000.0,-223000.0,-0.0065,-0.0067,-2.0083,-241000.0,35636000.0
67,,4403000,95000,95000,157000.0,,,190000.0,4203000.0,4357000,4000.0,22000.0,0.0002,0.0002,0.0105,1000.0,4213000.0
68,,836492000,3306000,12206000,7745000.0,,9303000.0,833463000.0,519000.0,167352000,825000.0,3306000.0,0.0007,0.0547,0.0425,519000.0,3029000.0
69,,2942000,226000,1109000,23000.0,,990000.0,5101000.0,-2169000.0,2750000,,226000.0,,,,,-2159000.0
70,,4943000,145000,1433000,12000.0,4000.0,2954000.0,3123000.0,1656000.0,3779000,-413000.0,145000.0,-0.0693,-0.2096,-0.2966,-425000.0,1816000.0
71,,1100690000,58652000,58652000,1310000.0,7680000.0,56477000.0,1063885000.0,29115000.0,470257000,38546000.0,38570000.0,0.0433,3.1073,0.6042,35440000.0,1016504000.0
72,,53417000,6235000,6340000,350000.0,,14388000.0,54085000.0,-673000.0,19791000,56000.0,88000.0,0.0012,-0.0813,0.0088,56000.0,-668000.0
73,,15286000,653000,51415000,518000.0,,5627000.0,13925000.0,1351000.0,14576000,460000.0,653000.0,0.0161,0.2932,0.0068,348000.0,1361000.0
74,,147358000,16019000,76167000,3392000.0,,29005000.0,144210000.0,3137000.0,83674000,1076000.0,2417000.0,0.0049,0.3144,0.0112,855000.0,3148000.0
75,,56859000,10533000,107984000,37179000.0,,4209000.0,45316000.0,11533000.0,55230000,9854000.0,10533000.0,0.1816,0.998,0.0712,7685000.0,11543000.0
76,,26181000,13989000,25559000,1420000.0,,12574000.0,26543000.0,-362000.0,25925000,174000.0,349000.0,0.0053,-0.3221,0.0054,139000.0,-362000.0
77,,9510000,206000,37956000,1000.0,,4454000.0,9360000.0,140000.0,7171000,125000.0,206000.0,0.0065,0.8079,0.0022,82000.0,150000.0
78,,721327000,68928000,558378000,37473000.0,241470000.0,302641000.0,233662000.0,30234000.0,545659000,4414000.0,68928000.0,0.004,0.0124,0.0054,3038000.0,246195000.0
79,,31955081000,9095238000,9295664000,3969617000.0,3226356000.0,7228490000.0,20253718000.0,7425007000.0,25304336000,16041275000.0,8729247000.0,0.4096,2.7312,1.5601,14502351000.0,8475007000.0
80,,14736000,6712000,50825000,1138000.0,,970000.0,11263000.0,3453000.0,12362000,4316000.0,4529000.0,0.3163,1.1014,0.0679,3453000.0,3473000.0
81,,127083000,29269000,39935000,215000.0,,,19608000.0,107465000.0,36480000,22583000.0,27717000.0,0.1523,0.2129,0.5179,20682000.0,107475000.0
82,,130970000,11330000,292454000,10067000.0,,33977000.0,128747000.0,2213000.0,124249000,2807000.0,1413000.0,0.0207,1.4236,0.0076,2213000.0,2223000.0
83,,44122000,8382000,115330000,26000.0,,8253000.0,41701000.0,2391000.0,42237000,2759000.0,3060000.0,0.0473,1.6751,0.0191,2207000.0,2421000.0
84,,4721000,29000,30000,590000.0,234000.0,482000.0,9726000.0,-6426000.0,3703000,-661000.0,-287000.0,-0.1188,0.1208,-19.9,-597000.0,-5239000.0
85,,2507000,847000,847000,,,,582000.0,1915000.0,960000,153000.0,165000.0,0.0511,0.0655,0.144,122000.0,1925000.0
86,,74844000,8666000,23547000,19580000.0,,30710000.0,61201000.0,13633000.0,74640000,-1290000.0,-3040000.0,-0.0146,-0.0773,-0.0466,-1097000.0,13643000.0
87,,158108000,759000,11708000,35000.0,17000000.0,,29701000.0,110097000.0,24815000,369000.0,759000.0,0.0017,0.0023,0.0214,251000.0,111407000.0
88,,40154000,37295000,162636000,3716000.0,90000.0,9610000.0,39555000.0,460000.0,34920000,-1095000.0,1860000.0,-0.0313,-1.0183,-0.0065,-1058000.0,509000.0
89,,8662000,4031000,23117000,1278000.0,,557000.0,623000.0,8029000.0,6957000,453000.0,702000.0,0.0377,0.0448,0.0152,352000.0,8039000.0
90,,131640000,36073000,144033000,4116000.0,4385000.0,41121000.0,122105000.0,4150000.0,131598000,6474000.0,-5255000.0,0.062,0.7441,0.036,5179000.0,5150000.0
91,,33457000,4713000,4713000,3437000.0,20040000.0,185000.0,9723000.0,-306000.0,13873000,11000.0,-4000.0,0.0003,0.0024,0.0019,9000.0,3694000.0
92,,47366000,3015000,7185000,1050000.0,,25889000.0,44708000.0,2648000.0,47236000,206000.0,239000.0,0.0039,0.0625,0.023,165000.0,2658000.0
93,,27899000,1446000,4911000,543000.0,,23353000.0,29171000.0,-1287000.0,27756000,-1036000.0,-964000.0,-0.0379,1.374,-0.211,-1036000.0,-1272000.0
94,,314632000,54298000,59913000,2331000.0,86848000.0,23198000.0,134568000.0,93206000.0,63150000,47049000.0,47379000.0,0.1567,0.6212,0.7375,44184000.0,93216000.0
95,,8168000,961000,15100000,2000.0,,86000.0,13677000.0,-7105000.0,6939000,-1052000.0,-165000.0,-0.0708,0.2765,-0.0871,-1315000.0,-5509000.0
96,,4546000,352000,12725000,1426000.0,,,540000.0,1354000.0,2172000,352000.0,352000.0,0.0653,0.0732,0.0277,352000.0,4006000.0
97,,3495000,2287000,2287000,1265000.0,48000.0,,2632000.0,765000.0,3401000,843000.0,830000.0,0.3546,1.4115,0.2947,674000.0,815000.0
98,,35097000,1213000,6098000,9000.0,,6181000.0,31251000.0,3836000.0,34028000,31000.0,315000.0,0.0008,0.0065,0.0041,25000.0,3846000.0
99,,49747000,3572000,30620000,2016000.0,391000.0,21060000.0,45451000.0,3895000.0,34632000,2110000.0,2167000.0,,,0.0551,1686000.0,3905000.0
100,,14388000,2138000,2138000,7000.0,,5999000.0,14308000.0,,14307000,-308000.0,-129000.0,-0.0214,-1.3319,-0.1492,-319000.0,80000.0
101,,12589000,1016000,6287000,604000.0,5000.0,3801000.0,21253000.0,-8679000.0,10720000,-2517000.0,-484000.0,-0.1751,0.3476,-0.4083,-2567000.0,-8669000.0
102,,413204000,9182000,421914000,227000.0,11387000.0,112926000.0,402044000.0,-1277000.0,379911000,-45795000.0,-39164000.0,-0.0846,-2.8088,-0.0869,-36659000.0,-227000.0
103,,587083000,281000,381000,1365000.0,261391000.0,10888000.0,314497000.0,10988000.0,120226000,2786000.0,277000.0,0.004,0.1987,5.3097,2023000.0,11195000.0
104,,18529000,8563000,14941000,517000.0,,167000.0,6182000.0,12307000.0,12894000,7098000.0,8563000.0,0.4844,0.7333,0.437,6529000.0,12347000.0
105,,19569000,30000,19627000,51000.0,3000000.0,2216000.0,9029000.0,7530000.0,11476000,30000.0,30000.0,0.0009,0.0024,0.0015,30000.0,7540000.0
106,,75888000,8075000,70593000,4000.0,,40800000.0,74070000.0,1807000.0,75095000,1000.0,201000.0,-0.0005,-0.0223,-0.0006,-41000.0,1818000.0
107,2017-01-09,342042000,24197000,508735000,18397000.0,132681000.0,17830000.0,81659000.0,47701000.0,213541000,-22108000.0,-12073000.0,-0.0619,-0.1496,-0.0406,-20642000.0,127702000.0
108,,4518891000,293791000,1890739000,22714000.0,1481218000.0,393496000.0,2818259000.0,75290000.0,4307651000,12096000.0,243085000.0,0.0021,0.0439,0.005,9416000.0,219582000.0
109,,3299000,325000,16348000,139000.0,,75000.0,3113000.0,176000.0,2658000,301000.0,325000.0,0.051,3.6515,0.0147,241000.0,186000.0
110,,8194000,118000,826000,22000.0,,8000.0,8123000.0,61000.0,8191000,92000.0,118000.0,0.0108,0.4623,0.1114,92000.0,71000.0
111,,16013000,11384000,23321000,2761000.0,35000.0,2508000.0,3114000.0,12757000.0,6522000,3881000.0,-1013000.0,0.1906,0.2506,0.1458,3401000.0,12864000.0
112,,50859000,3796000,25323000,10909000.0,3099000.0,7043000.0,6921000.0,40639000.0,26594000,-2583000.0,-5683000.0,-0.0504,-0.0618,-0.1027,-2601000.0,40839000.0
113,,148553000,13791000,812027000,1328000.0,4928000.0,98866000.0,101240000.0,42372000.0,116070000,10622000.0,13791000.0,0.0321,0.144,0.007,5692000.0,42385000.0
114,,735171000,93754000,619277000,208514000.0,24091000.0,30012000.0,753160000.0,-42106000.0,675487000,-44675000.0,-47703000.0,-0.0822,1.5333,-0.059,-36522000.0,-42080000.0
115,,562032000,3716000,1162918000,20467000.0,25712000.0,140925000.0,448824000.0,87486000.0,365545000,6234000.0,3716000.0,0.0096,0.0619,0.0045,5288000.0,87496000.0
116,,18489000,3109000,53539000,130000.0,,6329000.0,17933000.0,-549000.0,17789000,-50000.0,-151000.0,-0.0026,-0.0943,-0.0009,-50000.0,556000.0
117,,56203000,2873000,52855000,17327000.0,,626000.0,11935000.0,44258000.0,31920000,5320000.0,2873000.0,0.0763,0.0968,0.0773,4087000.0,44268000.0
118,,14606000,972000,23996000,274000.0,,4237000.0,8862000.0,5733000.0,14585000,1047000.0,908000.0,0.0395,0.1572,0.0349,837000.0,5744000.0
119,,122730000,12835000,99009000,4953000.0,3634000.0,173000.0,106239000.0,-29902000.0,30723000,7141000.0,12835000.0,0.0547,0.5033,0.0522,5170000.0,12857000.0
120,,9945000,3204000,38205000,60000.0,2627000.0,280000.0,6375000.0,933000.0,5513000,1121000.0,2397000.0,0.0751,1.6374,0.0222,849000.0,943000.0
121,,17425000,15348000,15886000,163000.0,,9478000.0,16788000.0,627000.0,17390000,726000.0,15044000.0,0.0521,1.3103,0.0395,627000.0,637000.0
122,,777351000,19139000,19139000,,805416000.0,2137000.0,17859000.0,-45944000.0,385857000,-3155000.0,-6503000.0,-0.0041,0.0711,-0.1648,-3155000.0,-45924000.0
123,,182710000,25531000,167409000,1059000.0,,99985000.0,97462000.0,85237000.0,145090000,2246000.0,5521000.0,0.011,0.0208,0.0107,1797000.0,85248000.0
124,,52527000,148000,1926000,6000.0,,2092000.0,53311000.0,-794000.0,20417000,1962000.0,148000.0,0.0486,-1.0535,0.9148,1762000.0,-784000.0
125,,94498000,2814000,72685000,5666000.0,,12691000.0,54162000.0,39435000.0,73976000,4516000.0,-572000.0,0.0499,0.1152,0.0598,4344000.0,40336000.0
126,,56691000,7849000,8476000,30000.0,,,191000.0,56460000.0,54653000,7849000.0,7849000.0,,,0.9035,7658000.0,56500000.0
127,,683000,206000,206000,11000.0,,,1838000.0,-1189000.0,677000,-3143000.0,-3893000.0,-0.6156,-7.4434,-15.3204,-3156000.0,-1155000.0
128,,5614000,1331000,9675000,76000.0,,64000.0,4023000.0,1576000.0,4164000,1331000.0,1331000.0,0.2476,0.7537,0.1101,1065000.0,1591000.0
129,,48692000,38340000,60742000,2092000.0,,1588000.0,2710000.0,45972000.0,29542000,28890000.0,36108000.0,0.6879,0.7265,0.4476,27191000.0,45982000.0
130,,14142000,1994000,70931000,11609000.0,,441000.0,2148000.0,8291000.0,12050000,1874000.0,1994000.0,0.1344,0.157,0.0246,1746000.0,11994000.0
131,,817000,93000,863000,64000.0,,,1026000.0,-219000.0,449000,-437000.0,93000.0,-0.5284,6.3796,-0.5064,-437000.0,-209000.0
132,,151305000,22865000,26650000,927000.0,,14776000.0,109394000.0,41175000.0,37437000,16675000.0,19130000.0,0.1416,0.5023,0.6257,16675000.0,105871000.0
133,,1680000,1864000,1984000,144000.0,,,296000.0,1380000.0,1610000,-391000.0,602000.0,,,-0.1971,-391000.0,1384000.0
134,,787000,317000,882000,40000.0,609000.0,123000.0,827000.0,-660000.0,638000,-28000.0,132000.0,-0.0277,0.0345,-0.0249,-22000.0,-649000.0
135,,330623000,121553000,1121287000,30409000.0,,31517000.0,218401000.0,111222000.0,312984000,10840000.0,50869000.0,0.0249,0.0718,0.007,7865000.0,112222000.0
136,,3603000,100000,753000,,,,3333000.0,260000.0,1990000,-282000.0,100000.0,-0.1424,-0.7097,-0.3944,-297000.0,270000.0
137,,250633000,133520000,229198000,2308000.0,87786000.0,91425000.0,87354000.0,75485000.0,136957000,104228000.0,103540000.0,0.1956,2.1976,0.3637,83358000.0,75493000.0
138,,3933000,3540000,13261000,816000.0,,739000.0,1501000.0,2422000.0,3357000,1306000.0,1437000.0,0.2628,0.5211,0.0758,1005000.0,2432000.0
139,,8465000,1132000,1646000,20000.0,3767000.0,3477000.0,6529000.0,-1841000.0,5936000,-1614000.0,-1888000.0,-0.2073,2.0392,-0.9806,-1614000.0,-1831000.0
140,,57825000,16812000,101913000,191000.0,,12295000.0,34232000.0,23583000.0,55942000,15944000.0,16812000.0,0.2086,0.7474,0.1254,12778000.0,23593000.0
141,,1441139000,68050000,215053000,145963000.0,1373386000.0,9000.0,11300000.0,50453000.0,356144000,59422000.0,59446000.0,0.037,1.6267,0.2359,50726000.0,56453000.0
142,,1032649000,118126000,1763626000,172429000.0,347184000.0,61869000.0,401854000.0,283601000.0,706172000,59433000.0,85508000.0,0.0413,0.1777,0.0262,46282000.0,283611000.0
143,,18027000,9335000,36658000,969000.0,,935000.0,11844000.0,5323000.0,13264000,8672000.0,9335000.0,0.6872,5.9114,0.2366,8672000.0,6183000.0
144,,11961000,7476000,32875000,1093000.0,,663000.0,,11861000.0,9377000,4437000.0,4737000.0,0.4156,0.4232,0.127,4176000.0,11961000.0
145,,305741000,1000,1000,9000.0,2623000.0,638000.0,330055000.0,-26947000.0,26103000,-25389000.0,1000.0,-0.124,1.7837,-25389.0,-25389000.0,-11041000.0
146,,20743000,629000,31913000,5821000.0,387000.0,3044000.0,28226000.0,-7872000.0,20550000,-233000.0,356000.0,-0.0284,0.0514,-0.0124,-395000.0,-7870000.0
147,,5876000,1194000,1194000,78000.0,,,1390000.0,4473000.0,4577000,603000.0,613000.0,0.0993,0.1511,0.4975,594000.0,4486000.0
148,,138062000,1564000,28331000,5161000.0,,30955000.0,3084000.0,132779000.0,132521000,14896000.0,1564000.0,0.096,0.1002,0.4544,12874000.0,134978000.0
149,,8195000,109000,30326000,150000.0,7000.0,5445000.0,8153000.0,24000.0,8183000,7000.0,109000.0,0.0009,0.1765,0.0002,6000.0,35000.0
150,,4086000,116000,946000,3000.0,,45000.0,65000.0,2847000.0,2762000,96000.0,116000.0,0.0228,0.0231,0.0973,92000.0,4021000.0
151,,77528000,29493000,197160000,,,23837000.0,48670000.0,28849000.0,77409000,17549000.0,15620000.0,0.2273,0.6259,0.0698,13758000.0,28858000.0
152,,783270000,74064000,815522000,10404000.0,,36756000.0,739593000.0,42369000.0,409938000,44872000.0,59750000.0,0.0576,1.087,0.0377,30760000.0,252301000.0
153,,84945000,12541000,67863000,7021000.0,,17207000.0,73690000.0,11245000.0,81731000,1269000.0,7153000.0,0.0071,0.0944,0.015,1015000.0,11255000.0
154,,191939000,1292000,5391000,1000.0,,,191256000.0,31000.0,79763000,31000.0,-2692000.0,,,0.0043,23000.0,683000.0
155,,400617000,204877000,456597000,19950000.0,75205000.0,62280000.0,306946000.0,18456000.0,382370000,9326000.0,10049000.0,0.0261,0.4527,0.0163,7450000.0,18466000.0
156,,12830000,988000,9013000,5000.0,,2198000.0,4459000.0,8361000.0,4417000,1000.0,988000.0,0.0001,0.0001,0.0001,1000.0,8371000.0
157,,167000,148000,1928000,143000.0,,,39000.0,,143000,138000.0,148000.0,1.4012,,0.0607,117000.0,128000.0
158,,543000,10000,175000,,,,192000.0,-250000.0,144000,-4000.0,10000.0,-0.0047,-0.0109,-0.0229,-4000.0,351000.0
159,,349494000,25127000,171984000,962000.0,48315000.0,275006000.0,247674000.0,35739000.0,349127000,1098000.0,13465000.0,-0.0022,-0.0133,-0.0042,-716000.0,53505000.0
160,,23524000,8798000,33999000,7255000.0,,4963000.0,22972000.0,543000.0,21552000,1212000.0,866000.0,0.0753,14.0145,0.0284,967000.0,552000.0
161,,1882000,724000,8005000,1000.0,,550000.0,1566000.0,-191000.0,1499000,-195000.0,3000.0,-0.1041,-0.2818,-0.0244,-195000.0,316000.0
162,,37080000,1670000,42310000,116000.0,16701000.0,3773000.0,8969000.0,11393000.0,7273000,1000000.0,1670000.0,0.0128,0.0557,0.0146,618000.0,11410000.0
163,,7717000,153000,581000,5000.0,,,1474000.0,-2443000.0,5858000,-78000.0,-58000.0,-0.0082,-0.0124,-0.1343,-78000.0,6243000.0
164,,260495000,39395000,399577000,1148000.0,,88608000.0,228128000.0,30867000.0,242377000,19771000.0,2062000.0,0.0582,0.6188,0.0383,15297000.0,32522000.0
165,,74301000,19000,649000,30000.0,2070000.0,27000.0,70660000.0,1561000.0,27033000,851000.0,19000.0,0.0093,0.5534,1.0493,681000.0,1571000.0
166,,50664000,8417000,41367000,3000.0,3030000.0,37242000.0,32362000.0,15262000.0,48517000,160000.0,4264000.0,0.0017,0.0076,0.0028,115000.0,15272000.0
167,,24642000,783000,24905000,1637000.0,,6727000.0,12964000.0,11668000.0,24133000,981000.0,783000.0,0.0186,0.0644,0.0293,729000.0,11678000.0
168,,8716000,9031000,9031000,586000.0,,722000.0,2327000.0,6379000.0,5406000,1328000.0,1127000.0,0.113,0.1378,0.125,1129000.0,6389000.0
169,,913000,389000,389000,13000.0,,165000.0,625000.0,-373000.0,437000,-520000.0,-464000.0,-0.5342,-0.9593,-1.365,-531000.0,288000.0
